btl_X,btl_EXPOCODE,btl_Cruise_ID,btl_Section_ID,btl_Station_ID,btl_Cast_number,btl_Rosette_Position,btl_Niskin_ID,btl_Niskin_flag,btl_Sample_ID,btl_Line_ID,btl_Date_UTC.mm.dd.yy,btl_Year_UTC.yyyy,btl_Month_UTC,btl_Day_UTC,btl_Time_UTC.hh.mm.ss,btl_Yearday_UTC,btl_Latitude.decimal.degrees,btl_Longitude.decimal.degrees,btl_Depth_bottom.m,btl_CTDPRES.dbar,btl_Depth.m,btl_CTDTEMP_ITS90.deg_C,btl_CTDSAL_PSS78,btl_CTDSAL_flag,btl_Salinity_PSS78,btl_Salinity_flag,btl_CTDOXY.umol.kg,btl_CTDOXY_flag,btl_Oxygen_djg.umol.kg,btl_Oxygen.mg.L,btl_Oxygen_flag,btl_DIC.umol.kg,btl_DIC_flag,btl_TA.umol.kg,btl_TA_flag,btl_pH_T_measured,btl_TEMP_pH.deg_C,btl_pH_flag,btl_Carbonate_measured.umol.kg,btl_TEMP_Carbonate.deg_C,btl_Carbonate_flag,btl_Silicate.umol.kg,btl_Silicate_flag,btl_Phosphate.umol.kg,btl_Phosphate_flag,btl_Nitrate.umol.kg,btl_Nitrate_flag,btl_Nitrite.umol.kg,btl_Nitrite_flag,btl_Ammonium.umol.kg,btl_Ammonium_flag,btl_Chl_a.ug.L,btl_Chl_a_flag,btl_Methane_CH4.nmol.L,btl_Methane_CH4_flag,btl_SYNECHOCOCCUS.cells.ml,btl_SYNECHOCOCCUS_FLAG,btl_EUK_PHYTOPLANKTON.cells.ml,btl_EUK_PHYTOPLANKTON_FLAG,btl_LARGE_DIATOM.cells.ml,btl_LARGE_DIATOM_FLAG,btl_CRYPTOPHYTE.cells.ml,btl_CRYPTOPHYTE_FLAG,btl_BACTERIA.ML,btl_BACTERIA_FLAG,btl_BACTERIA_HNA.ML,btl_BACTERIA_HNA_FLAG,btl_BACTERIA_LNA.ML,btl_BACTERIA_LNA_FLAG,co2Sys_BOH3,co2Sys_BOH4,co2Sys_CO2,co2Sys_CO3,co2Sys_F,co2Sys_H2PO4,co2Sys_H2S,co2Sys_H3PO4,co2Sys_H3SiO4,co2Sys_H4SiO4,co2Sys_HCO3,co2Sys_HF,co2Sys_HPO4,co2Sys_HS,co2Sys_HSO4,co2Sys_Hfree,co2Sys_NH3,co2Sys_NH4,co2Sys_OH,co2Sys_PO4,co2Sys_SO4,co2Sys_alkalinity,co2Sys_alkalinity_alpha,co2Sys_alkalinity_ammonia,co2Sys_alkalinity_beta,co2Sys_alkalinity_borate,co2Sys_alkalinity_phosphate,co2Sys_alkalinity_silicate,co2Sys_alkalinity_sulfide,co2Sys_alpha,co2Sys_alphaH,co2Sys_aqueous_CO2,co2Sys_beta,co2Sys_betaH,co2Sys_beta_alk,co2Sys_beta_dic,co2Sys_bh_upsilon,co2Sys_bicarbonate,co2Sys_carbonate,co2Sys_dic,co2Sys_dlnfCO2_dT,co2Sys_dlnpCO2_dT,co2Sys_fCO2,co2Sys_fH,co2Sys_fugacity_factor,co2Sys_gamma_alk,co2Sys_gamma_dic,co2Sys_gas_constant,co2Sys_hydrogen_free,co2Sys_hydroxide,co2Sys_isocapnic_quotient,co2Sys_isocapnic_quotient_approx,co2Sys_k_CO2,co2Sys_k_alpha,co2Sys_k_ammonia,co2Sys_k_aragonite,co2Sys_k_beta,co2Sys_k_bisulfate,co2Sys_k_borate,co2Sys_k_calcite,co2Sys_k_carbonic_1,co2Sys_k_carbonic_2,co2Sys_k_fluoride,co2Sys_k_phosphoric_1,co2Sys_k_phosphoric_2,co2Sys_k_phosphoric_3,co2Sys_k_silicate,co2Sys_k_sulfide,co2Sys_k_water,co2Sys_omega_alk,co2Sys_omega_dic,co2Sys_opt_adjust_temperature,co2Sys_opt_buffers_mode,co2Sys_opt_gas_constant,co2Sys_opt_k_bisulfate,co2Sys_opt_k_carbonic,co2Sys_opt_k_fluoride,co2Sys_opt_pH_scale,co2Sys_opt_pressured_kCO2,co2Sys_opt_total_borate,co2Sys_opt_which_fCO2_insitu,co2Sys_pCO2,co2Sys_pH,co2Sys_pH_free,co2Sys_pH_nbs,co2Sys_pH_sws,co2Sys_pH_total,co2Sys_par1,co2Sys_par1_type,co2Sys_par2,co2Sys_par2_type,co2Sys_peng_correction,co2Sys_phosphate,co2Sys_pressure,co2Sys_pressure_atmosphere,co2Sys_pressure_atmosphere_out,co2Sys_psi,co2Sys_revelle_factor,co2Sys_salinity,co2Sys_saturation_aragonite,co2Sys_saturation_calcite,co2Sys_silicate,co2Sys_substrate_inhibitor_ratio,co2Sys_temperature,co2Sys_total_alpha,co2Sys_total_ammonia,co2Sys_total_beta,co2Sys_total_borate,co2Sys_total_calcium,co2Sys_total_fluoride,co2Sys_total_phosphate,co2Sys_total_silicate,co2Sys_total_sulfate,co2Sys_total_sulfide,co2Sys_vp_factor,co2Sys_xCO2,btl_Cast,btl_Time_UTC,btl_Date_full_UTC,btl_bottle,Cast,bottle,btl_pressure,ctd_Depth,ctd_TemperatureITS90,ctd_SalinityPSS78,ctd_SigmathetaEOS80,ctd_Oxygen,ctd_Oxygen_alt1,ctd_Fluorescence,ctd_OxygenReductionPotential,ctd_Altimeter,ctd_value,ctd_Cruise,ctd_CTD,ctd_Station,ctd_F
422,33RO20210613,WCOA2021,CR0,27,1,1,11031,2,270101,5,2021-06-30,2021,6,30,18:30:14,181.771,46.243,-124.118,23,12.7,12.6,15.828,29.075,2,NA,9,296.6,2,294.6,9.626,6,1816.5,3,2038.3,6,8.04,24.99,2,136.477524824874,24.95,3,11.5,6,0.21,6,0,6,0.16,6,0.08,6,6.9,3,18.44,6,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,274.03078748406773,71.29714108736083,10.396804125010611,156.91399981503798,56.75911759165434,0.0015005105517308678,0,4.4142308606441214e-10,0.434699879679685,11.065300120320314,1649.1891960599514,1.335208964674791e-4,0.18218364634257717,0,0.0010856528085811722,0.005894104290123582,0,0,3.323261289696793,0.026315842664268917,23455.57741185885,2038.3,0,0,0,71.29714108736083,0.23481533122969184,0.434699879679685,0,0,0,10.396804125010693,0,0,-2.158433715493878e-4,1.997330870459556e-4,28995,1649.1891960599514,156.91399981503798,1816.5,0.04228131409773058,0.04223602652840784,275.31601432507017,0.7355695911806562,0.9964265582664952,-1.9973308704595503e-4,1.6775637738444756e-4,83.14462618,0.005894104290123582,3.323261289696793,1.1906139734302137,1.2088485301888576,0.03776316517765115,1e-7,2.7986761619478026e-10,5.450491559469831e-7,1e-7,0.1273423864036606,1.815988395951579e-9,3.456183937093859e-7,1.1071613875544711e-6,6.640970087584043e-10,0.0025055565634408525,0.023725988923463955,8.47443296227027e-7,1.0082035059354955e-9,2.7419948486279367e-10,2.1788339094542922e-7,2.319555674460568e-14,2.3478055187608243e-4,-2.467711085802076e-4,1,1,3,1,10,1,1,0,1,1,276.303368312506,8.15615968779284,8.229582184023169,8.281306429009144,8.147930195992506,8.15615968779284,1816.5,2,2038.3,1,0,NA,12.7,1,1,0.6798055831966325,10.82820235106248,29.075,2.4595962734542134,3.8788470093516256,NA,0.27980319228884487,15.828,0,0,0,345.3279285714286,8543.538972920163,56.75925111255081,0.21,11.5,23455.57849751166,0,0.9825473350234968,281.21125411825426,11031,18:30:14,2021-07-01T01:30:14Z,1,11031,1,13,12.89,15.8122,29.0467,21.2153,6.78,296.58,0.241,126.4,4.51,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
423,33RO20210613,WCOA2021,CR0,27,1,2,11081,2,270102,5,2021-06-30,2021,6,30,18:30:27,181.771,46.243,-124.118,23,12.9,12.8,15.826,29.044,2,28.5251,6,296.6,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,222000,2,17700,2,2090,2,47.1,2,5990000,2,2130000,2,2760000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.9,NA,NA,NA,NA,28.5251,NA,NA,0,NA,15.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11081,18:30:27,2021-07-01T01:30:27Z,2,11081,2,13,12.89,15.8122,29.0467,21.2153,6.78,296.58,0.241,126.4,4.51,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
424,33RO20210613,WCOA2021,CR0,27,1,3,11020,2,270103,5,2021-06-30,2021,6,30,18:30:35,181.771,46.243,-124.118,23,12.9,12.8,15.78,29.081,2,NA,9,296.6,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.9,NA,NA,NA,NA,29.081,NA,NA,0,NA,15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11020,18:30:35,2021-07-01T01:30:35Z,3,11020,3,13,12.89,15.8122,29.0467,21.2153,6.78,296.58,0.241,126.4,4.51,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
425,33RO20210613,WCOA2021,CR0,27,1,4,11058,2,270104,5,2021-06-30,2021,6,30,18:31:57,181.772,46.243,-124.118,23,11.8,11.7,15.761,29.087,2,NA,9,296.5,2,296,9.672,2,1826.9,3,2072.1,2,8.0462,24.99,6,130.48477263076205,24.95,3,5.5,2,0.16,2,0,2,0.16,2,0.05,2,NA,9,14.288,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,268.18388866555745,77.28656562015689,9.356225364662691,173.20152476296818,56.78255686937696,0.001018674108726714,0,2.7001582041518765e-10,0.2291081070156765,5.270891892984323,1644.3422498723692,1.2024535272159276e-4,0.13708377056539278,0,9.765229809750468e-4,0.0053137193520957126,0,0,3.664558481800016,0.02189755505586473,23465.2582412628,2072.1,0,0,0,77.28656562015689,0.1808788804071064,0.2291081070156765,0,0,0,9.356225364662771,0,0,-2.317705113174092e-4,2.126949877785737e-4,28995,1644.3422498723692,173.20152476296818,1826.9,0.04247866099310021,0.04243332212813577,247.278530627642,0.7358136637950954,0.9964235331348548,-2.126949877785732e-4,1.7634808414551057e-4,83.14462618,0.0053137193520957126,3.664558481800016,1.206108865935125,1.233214756661503,0.0378367880984842,1e-7,2.782997849905464e-10,5.453452608670308e-7,1e-7,0.12768547105161035,1.8127533029720806e-9,3.457658664440932e-7,1.1055004442382686e-6,6.625625354695294e-10,0.002509257650870544,0.02373085782107402,8.464828299563942e-7,1.0047938433917635e-9,2.7341587575122956e-10,2.1731571192250586e-7,2.305096104315479e-14,2.546047024025011e-4,-2.6791455232600254e-4,1,1,3,1,10,1,1,0,1,1,248.16608841992857,8.2013326201292,8.274601386895034,8.326341061467108,8.193108909729428,8.2013326201292,1826.9,2,2072.1,1,0,NA,11.8,1,1,0.6582251042896967,10.359624879692852,29.087,2.714545840442194,4.281407892328266,NA,0.3094522199829473,15.761,0,0,0,345.4704542857143,8547.065111103311,56.78267711472968,0.16,5.5,23465.25921778578,0,0.9826221355360466,252.55495418342807,11058,18:31:57,2021-07-01T01:31:57Z,4,11058,4,12,11.9,15.8394,29.0188,21.188,6.8,297.36,0.25,126.53,5.69,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
426,33RO20210613,WCOA2021,CR0,27,1,5,11008,2,270105,5,2021-06-30,2021,6,30,18:33:16,181.773,46.244,-124.118,23,10.1,10,15.9,28.798,2,NA,9,297.4,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.1,NA,NA,NA,NA,28.798,NA,NA,0,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11008,18:33:16,2021-07-01T01:33:16Z,5,11008,5,10,9.92,16.0831,27.8275,20.2212,6.7,293.25,0.182,126.3,7.73,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
427,33RO20210613,WCOA2021,CR0,27,1,6,11082,2,270106,5,2021-06-30,2021,6,30,18:33:21,181.773,46.244,-124.118,23,10,10,15.907,28.733,2,NA,9,294.9,2,295.7,9.66,2,1813.3,3,2053.6,2,8.045,24.99,2,117.65617932628736,24.95,3,9.1,2,0.18,2,0,2,0.16,2,0.05,2,NA,9,17.185,2,248000,2,22200,2,1220,2,71.1,2,5060000,2,2490000,2,1550000,2,265.5911806537148,75.67476506057098,9.397582925499474,169.79478385463273,56.09148888739022,0.0011626210836239734,0,3.123520436767313e-10,0.37675125993739605,8.723248740062603,1634.1076332198677,1.2116306282415856e-4,0.1543445612767251,0,9.85684189116927e-4,0.005366864501826055,0,0,3.654426266493233,0.02449281732729888,23179.67698401495,2053.5999999999995,0,0,0,75.67476506057098,0.2033301956189708,0.37675125993739605,0,0,0,9.3975829254995,0,0,-2.279430608870227e-4,2.094187254822372e-4,28995,1634.1076332198677,169.79478385463273,1813.3,0.04244748669767332,0.04240225951928385,248.9728291181493,0.7346313104906524,0.9964301208285036,-2.0941872548223725e-4,1.7394356860432944e-4,83.14462618,0.005366864501826055,3.654426266493233,1.2039463554907466,1.229778574892718,0.03774541566959317,1e-7,2.8204618720959457e-10,5.377722280957249e-7,1e-7,0.12620896930563122,1.810028600014518e-9,3.406487463929294e-7,1.1046189703309133e-6,6.600725785095776e-10,0.002484547794910002,0.023645137725473105,8.433369745074049e-7,1.0080809740855731e-9,2.743623173240766e-10,2.181790806816297e-7,2.3214920948534065e-14,2.500625883982893e-4,-2.6307112206155214e-4,1,1,3,1,10,1,1,0,1,1,249.8648163216257,8.197051994623902,8.270279369283879,8.322777187045167,8.188846621377795,8.197051994623902,1813.3,2,2053.6,1,0,NA,10,1,1,0.6612035834310657,10.424645271735946,28.733,2.665784438187693,4.208396044685582,NA,0.304480881278793,15.907,0,0,0,341.2659457142857,8443.044034700431,56.09161005045305,0.18,9.1,23179.67796969914,0,0.9824556455703992,254.32681612466885,11082,18:33:21,2021-07-01T01:33:21Z,6,11082,6,10,9.92,16.0831,27.8275,20.2212,6.7,293.25,0.182,126.3,7.73,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
428,33RO20210613,WCOA2021,CR0,27,1,7,11004,2,270107,5,2021-06-30,2021,6,30,18:34:24,181.774,46.244,-124.118,23,7.6,7.5,16.835,20.662,2,NA,9,284,2,287.4,9.332,2,1678.8,3,1828.1,2,8.0336,24.99,2,NA,24.95,5,43.1,2,0.35,2,1.3,2,0.2,2,0.37,2,NA,9,57.193,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,202.01921254706843,43.38631316721729,11.530582182356437,112.7793864679747,40.33554390697255,0.0033357255995771235,0,1.1658815378098995e-9,1.4680165926233897,41.63198340737661,1554.4900313496687,1.2751134300667105e-4,0.3133010049020696,0,0.0010176448071352758,0.00648557013311029,0,0,2.8244691404227047,0.033363268332471795,16668.585841016786,1828.1,0,0,0,43.38631316721729,0.3800275404011316,1.4680165926233897,0,0,0,11.530582182356406,0,0,-1.5820372583194323e-4,1.4920513094204547e-4,28995,1554.4900313496687,112.7793864679747,1678.7999999999995,0.04228668701521173,0.04224216182301773,300.33773224301524,0.7184669417059485,0.996471617073868,-1.4920513094204493e-4,1.2983546087516314e-4,83.14462618,0.00648557013311029,2.8244691404227047,1.1491862849819294,1.156152065845514,0.038392053160428194,1e-7,3.1461064047976927e-10,3.8047418847058283e-7,1e-7,0.1062308594646158,1.6114152300149915e-9,2.3251836845997614e-7,1.011542413019852e-6,5.443637253629637e-10,0.002051574336034825,0.021467589588533856,7.047236740750546e-7,7.990136372486104e-10,2.645764919178649e-10,2.129932120288981e-7,2.1192599228163358e-14,1.683573982563494e-4,-1.7536756672860705e-4,1,1,3,1,10,1,1,0,1,1,301.4011910594653,8.12475260879347,8.188051839968463,8.261027307923621,8.117434097979137,8.12475260879347,1678.8,2,1828.1,1,0,NA,7.6,1,1,0.7403618770401956,12.93021173633116,20.662,1.799678659972281,2.944848108972706,NA,0.23968440699047383,16.835,0,0,0,245.4055257142857,6071.4222616844845,40.33567141831556,0.35,43.1,16668.586858661594,0,0.9813050034260474,307.1432327433143,11004,18:34:24,2021-07-01T01:34:24Z,7,11004,7,8,7.93,16.4532,24.789,17.8143,6.49,284.87,0.175,126.29,10.06,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
429,33RO20210613,WCOA2021,CR0,27,1,8,11027,2,270108,5,2021-06-30,2021,6,30,18:35:36,181.775,46.244,-124.119,23,5.7,5.7,16.485,21.708,2,NA,9,283.6,2,280.5,9.115,2,1532.8,3,1613,2,7.9705,24.99,2,76.07995650985747,24.95,3,73.4,2,0.57,2,2.8,2,0.24,2,0.87,2,NA,9,87.573,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,228.0631269484951,29.76589019436202,17.760572052943026,64.40573972292387,42.377422314307175,0.00907750653383593,0,5.195621547155322e-9,1.5190279538641696,71.88097204613584,1450.633688224133,2.1562726644453029e-4,0.5258034154763683,0,0.0017185271004417596,0.010764771207883148,0,0,1.6865715514984907,0.03511907279417408,17512.421257362254,1612.9999999999998,0,0,0,29.76589019436202,0.596041555869095,1.5190279538641696,0,0,0,17.76057205294312,0,0,-1.1030617761420516e-4,1.0704854622872364e-4,28995,1450.633688224133,64.40573972292387,1532.8,0.040711013082210513,0.04066622473289015,460.4524627236746,0.720884110210806,0.996456042530126,-1.0704854622872331e-4,9.72929874016968e-5,83.14462618,0.010764771207883148,1.6865715514984907,1.1002699072929958,1.0934937731967194,0.03857199926325773,1e-7,3.045795478369484e-10,4.006392285968551e-7,1e-7,0.10969696554864589,1.629270354662674e-9,2.46098537118604e-7,1.0196007908340548e-6,5.542378335190711e-10,0.002115610252429328,0.02181013810571653,7.23079730224841e-7,8.337752380836671e-10,2.638038802643406e-10,2.1234661376270718e-7,2.1053976080117363e-14,1.137683001588545e-4,-1.189785104404459e-4,1,1,3,1,10,1,1,0,1,1,462.0900903511293,7.903670645336935,7.967995196143305,8.03836752592757,7.89623297880053,7.903670645336935,1532.8,2,1613,1,0,NA,5.7,1,1,0.8177357998644337,15.75447564038174,21.708,1.0254370291520354,1.6693731915038892,NA,0.13475750298917816,16.485,0,0,0,257.82901714285714,6378.783973315593,42.37763794157362,0.57,73.4,17512.422975889356,0,0.9817268109508324,470.6911181366037,11027,18:35:36,2021-07-01T01:35:36Z,8,11027,8,6,5.95,16.6317,22.1838,15.7844,6.45,283.56,0.192,126.58,12.59,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
430,33RO20210613,WCOA2021,CR0,27,1,9,12052,2,270109,5,2021-06-30,2021,6,30,18:38:40,181.777,46.245,-124.119,23,4.5,4.4,16.81,20.026,2,NA,9,284,2,277.3,8.997,6,1499,3,1611.1,2,7.9496,24.99,2,118.32510353550218,24.95,3,73.9,6,0.52,6,3.1,6,0.25,6,0.88,6,NA,9,86.504,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,201.93636004113964,35.91530281600321,12.525501549624035,83.73046960116591,39.09394358573596,0.006128407136313632,0,2.574801422373515e-9,2.107004317979994,71.79299568202,1402.74402884921,1.4971709954948574e-4,0.4732668478070072,0,0.0011916807615249031,0.007742519977317309,0,0,2.3273324021172583,0.04060474248187773,16155.50749245229,1611.1,0,0,0,35.91530281600321,0.5544763301959612,2.107004317979994,0,0,0,12.52550154962409,0,0,-1.277935490754382e-4,1.2199842311146868e-4,28995,1402.74402884921,83.73046960116591,1499,0.04179491494931245,0.04175037102419907,324.8646768074408,0.717679391674084,0.9964705076389142,-0.00012199842311146844,1.080695365575444e-4,83.14462618,0.007742519977317309,2.3273324021172583,1.1288881862328288,1.1271225943764216,0.038556058703324216,1e-7,3.146451697053864e-10,3.684642876510848e-7,1e-7,0.10496463779775247,1.5889883726048034e-9,2.243223848863933e-7,1.0005505019183304e-6,5.332867688969076e-10,0.002021717226125065,0.02126471565073429,6.899445433208321e-7,7.665251126976585e-10,2.6220384789382897e-10,2.1129594698572467e-7,2.0792855071104832e-14,1.34166687639096e-4,-1.4004909723802246e-4,1,1,3,1,10,1,1,0,1,1,326.0153454789053,8.048944289499438,8.111117665399336,8.18579629535009,8.041726770897261,8.048944289499438,1499,2,1611.1,1,0,NA,4.5,1,1,0.7716546460408327,13.870698882860657,20.026,1.337212472729098,2.19645953502057,NA,0.18117409227986864,16.81,0,0,0,237.85166285714288,5884.536937977617,39.0940933028355,0.52,73.9,16155.508684133052,0,0.9813281975245356,332.21846299871976,12052,18:38:40,2021-07-01T01:38:40Z,9,12052,9,4,3.97,17.3709,15.5276,10.5532,5.7,251.91,0.194,124.61,16.86,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
431,33RO20210613,WCOA2021,CR0,27,1,10,11067,2,270110,5,2021-06-30,2021,6,30,18:38:47,181.777,46.245,-124.119,23,3.9,3.9,17.526,15.831,2,NA,9,251.9,3,NA,NA,9,1473.7,3,1582.7,2,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,98.407,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,157.47846048059978,30.54858809082881,11.03819744919466,86.90550112065127,30.904638473825862,0,0,0,0,0,1375.756301430154,1.1490064677158016e-4,0,0,9.199866227644092e-4,0.006673240559285905,0,0,2.5918163655431954,0,12771.289301650764,1582.7,0,0,0,30.54858809082881,0,0,0,0,0,11.038197449194689,0,0,-1.222228971014559e-4,1.1623882552997192e-4,28995,1375.756301430154,86.90550112065127,1473.6999999999998,0.04218805960429146,0.04214404831032911,285.76574794034354,0.7109917177235769,0.9965020985361146,-1.1623882552997194e-4,1.0283378970735308e-4,83.14462618,0.006673240559285905,2.5918163655431954,1.1303563338545357,1.134859499502347,0.03862673371022357,1e-7,3.3799566484044425e-10,2.890993956199833e-7,1e-7,0.09263817935315212,1.4729784046728323e-9,1.7166024406414464e-7,9.463891439840564e-7,4.79658511069457e-10,0.0017948905661392058,0.019726345403532044,5.945117169822157e-7,5.554797063310888e-10,2.5466108164385606e-10,2.052770904965137e-7,1.9680250649489593e-14,1.288565390776069e-4,-1.336625908461785e-4,1,1,3,1,10,1,1,0,1,1,286.76883707534614,8.119573602464314,8.17566321926921,8.261186522267227,8.113051063970415,8.119573602464314,1473.7,2,1582.7,1,0,NA,3.9,1,1,0.7693535570150378,14.330892639412507,15.831,1.3983842208335782,2.3550708277942536,NA,0.20616015400730137,17.526,0,0,0,188.0270485714286,4651.857798118627,30.90475337447264,0,0,12771.290221637388,0,0.9804174714190276,292.49666130519404,11067,18:38:47,2021-07-01T01:38:47Z,10,11067,10,4,3.97,17.3709,15.5276,10.5532,5.7,251.91,0.194,124.61,16.86,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
432,33RO20210613,WCOA2021,CR0,27,1,11,11023,2,270111,5,2021-06-30,2021,6,30,18:38:52,181.777,46.245,-124.119,23,3.6,3.6,17.179,17.463,2,NA,9,276.2,2,NA,NA,9,NA,9,1604.8,2,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,10.3,3,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.6,NA,NA,NA,NA,17.463,NA,NA,0,NA,17.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11023,18:38:52,2021-07-01T01:38:52Z,11,11023,11,4,3.97,17.3709,15.5276,10.5532,5.7,251.91,0.194,124.61,16.86,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
433,33RO20210613,WCOA2021,CR0,27,1,12,11026,2,270112,5,2021-06-30,2021,6,30,18:39:00,181.777,46.245,-124.119,23,3.4,3.3,18.137,13.068,2,NA,9,279.8,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,55250,2,18800,2,1400,2,43.7,2,4050000,2,2100000,2,1120000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.4,NA,NA,NA,NA,13.068,NA,NA,0,NA,18.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11026,18:39:00,2021-07-01T01:39:00Z,12,11026,12,3,2.98,17.475,14.6839,9.8893,6.31,279.11,0.185,123.37,15.73,dRB2102_CTD_027_01_F.csv,dRB2102,CTD,027,F.csv
