btl_X,btl_EXPOCODE,btl_Cruise_ID,btl_Section_ID,btl_Station_ID,btl_Cast_number,btl_Rosette_Position,btl_Niskin_ID,btl_Niskin_flag,btl_Sample_ID,btl_Line_ID,btl_Date_UTC.mm.dd.yy,btl_Year_UTC.yyyy,btl_Month_UTC,btl_Day_UTC,btl_Time_UTC.hh.mm.ss,btl_Yearday_UTC,btl_Latitude.decimal.degrees,btl_Longitude.decimal.degrees,btl_Depth_bottom.m,btl_CTDPRES.dbar,btl_Depth.m,btl_CTDTEMP_ITS90.deg_C,btl_CTDSAL_PSS78,btl_CTDSAL_flag,btl_Salinity_PSS78,btl_Salinity_flag,btl_CTDOXY.umol.kg,btl_CTDOXY_flag,btl_Oxygen_djg.umol.kg,btl_Oxygen.mg.L,btl_Oxygen_flag,btl_DIC.umol.kg,btl_DIC_flag,btl_TA.umol.kg,btl_TA_flag,btl_pH_T_measured,btl_TEMP_pH.deg_C,btl_pH_flag,btl_Carbonate_measured.umol.kg,btl_TEMP_Carbonate.deg_C,btl_Carbonate_flag,btl_Silicate.umol.kg,btl_Silicate_flag,btl_Phosphate.umol.kg,btl_Phosphate_flag,btl_Nitrate.umol.kg,btl_Nitrate_flag,btl_Nitrite.umol.kg,btl_Nitrite_flag,btl_Ammonium.umol.kg,btl_Ammonium_flag,btl_Chl_a.ug.L,btl_Chl_a_flag,btl_Methane_CH4.nmol.L,btl_Methane_CH4_flag,btl_SYNECHOCOCCUS.cells.ml,btl_SYNECHOCOCCUS_FLAG,btl_EUK_PHYTOPLANKTON.cells.ml,btl_EUK_PHYTOPLANKTON_FLAG,btl_LARGE_DIATOM.cells.ml,btl_LARGE_DIATOM_FLAG,btl_CRYPTOPHYTE.cells.ml,btl_CRYPTOPHYTE_FLAG,btl_BACTERIA.ML,btl_BACTERIA_FLAG,btl_BACTERIA_HNA.ML,btl_BACTERIA_HNA_FLAG,btl_BACTERIA_LNA.ML,btl_BACTERIA_LNA_FLAG,co2Sys_BOH3,co2Sys_BOH4,co2Sys_CO2,co2Sys_CO3,co2Sys_F,co2Sys_H2PO4,co2Sys_H2S,co2Sys_H3PO4,co2Sys_H3SiO4,co2Sys_H4SiO4,co2Sys_HCO3,co2Sys_HF,co2Sys_HPO4,co2Sys_HS,co2Sys_HSO4,co2Sys_Hfree,co2Sys_NH3,co2Sys_NH4,co2Sys_OH,co2Sys_PO4,co2Sys_SO4,co2Sys_alkalinity,co2Sys_alkalinity_alpha,co2Sys_alkalinity_ammonia,co2Sys_alkalinity_beta,co2Sys_alkalinity_borate,co2Sys_alkalinity_phosphate,co2Sys_alkalinity_silicate,co2Sys_alkalinity_sulfide,co2Sys_alpha,co2Sys_alphaH,co2Sys_aqueous_CO2,co2Sys_beta,co2Sys_betaH,co2Sys_beta_alk,co2Sys_beta_dic,co2Sys_bh_upsilon,co2Sys_bicarbonate,co2Sys_carbonate,co2Sys_dic,co2Sys_dlnfCO2_dT,co2Sys_dlnpCO2_dT,co2Sys_fCO2,co2Sys_fH,co2Sys_fugacity_factor,co2Sys_gamma_alk,co2Sys_gamma_dic,co2Sys_gas_constant,co2Sys_hydrogen_free,co2Sys_hydroxide,co2Sys_isocapnic_quotient,co2Sys_isocapnic_quotient_approx,co2Sys_k_CO2,co2Sys_k_alpha,co2Sys_k_ammonia,co2Sys_k_aragonite,co2Sys_k_beta,co2Sys_k_bisulfate,co2Sys_k_borate,co2Sys_k_calcite,co2Sys_k_carbonic_1,co2Sys_k_carbonic_2,co2Sys_k_fluoride,co2Sys_k_phosphoric_1,co2Sys_k_phosphoric_2,co2Sys_k_phosphoric_3,co2Sys_k_silicate,co2Sys_k_sulfide,co2Sys_k_water,co2Sys_omega_alk,co2Sys_omega_dic,co2Sys_opt_adjust_temperature,co2Sys_opt_buffers_mode,co2Sys_opt_gas_constant,co2Sys_opt_k_bisulfate,co2Sys_opt_k_carbonic,co2Sys_opt_k_fluoride,co2Sys_opt_pH_scale,co2Sys_opt_pressured_kCO2,co2Sys_opt_total_borate,co2Sys_opt_which_fCO2_insitu,co2Sys_pCO2,co2Sys_pH,co2Sys_pH_free,co2Sys_pH_nbs,co2Sys_pH_sws,co2Sys_pH_total,co2Sys_par1,co2Sys_par1_type,co2Sys_par2,co2Sys_par2_type,co2Sys_peng_correction,co2Sys_phosphate,co2Sys_pressure,co2Sys_pressure_atmosphere,co2Sys_pressure_atmosphere_out,co2Sys_psi,co2Sys_revelle_factor,co2Sys_salinity,co2Sys_saturation_aragonite,co2Sys_saturation_calcite,co2Sys_silicate,co2Sys_substrate_inhibitor_ratio,co2Sys_temperature,co2Sys_total_alpha,co2Sys_total_ammonia,co2Sys_total_beta,co2Sys_total_borate,co2Sys_total_calcium,co2Sys_total_fluoride,co2Sys_total_phosphate,co2Sys_total_silicate,co2Sys_total_sulfate,co2Sys_total_sulfide,co2Sys_vp_factor,co2Sys_xCO2,btl_Cast,btl_Time_UTC,btl_Date_full_UTC,btl_bottle,Cast,bottle,btl_pressure,ctd_Depth,ctd_TemperatureITS90,ctd_SalinityPSS78,ctd_SigmathetaEOS80,ctd_Oxygen,ctd_Oxygen_alt1,ctd_Fluorescence,ctd_OxygenReductionPotential,ctd_Altimeter,ctd_value,ctd_Cruise,ctd_CTD,ctd_Station,ctd_F
1450,33RO20210613,WCOA2021,PR15,84,1,22,11024,2,840122,11,2021-07-11,2021,7,11,11:38:16,192.485,37.861,-123.071,95,3.9,3.9,11.592,33.872,2,NA,9,259.9,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.9,NA,NA,NA,NA,33.872,NA,NA,0,NA,11.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11024,11:38:16,2021-07-11T18:38:16Z,22,11024,22,4,3.97,11.5978,33.8715,25.788,5.94,258.58,0.117,179.19,87.76,dRB2102_CTD_084_01_F.csv,dRB2102,CTD,084,F.csv
1451,33RO20210613,WCOA2021,PR15,84,1,23,11061,2,840123,11,2021-07-11,2021,7,11,11:38:18,192.485,37.861,-123.071,95,4.3,4.3,11.592,33.872,2,NA,9,259.9,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.3,NA,NA,NA,NA,33.872,NA,NA,0,NA,11.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11061,11:38:18,2021-07-11T18:38:18Z,23,11061,23,4,3.97,11.5978,33.8715,25.788,5.94,258.58,0.117,179.19,87.76,dRB2102_CTD_084_01_F.csv,dRB2102,CTD,084,F.csv
1452,33RO20210613,WCOA2021,PR15,84,1,24,11001,2,840124,11,2021-07-11,2021,7,11,11:38:22,192.485,37.861,-123.071,95,4.4,4.3,11.594,33.872,2,NA,9,259.9,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.4,NA,NA,NA,NA,33.872,NA,NA,0,NA,11.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11001,11:38:22,2021-07-11T18:38:22Z,24,11001,24,4,3.97,11.5978,33.8715,25.788,5.94,258.58,0.117,179.19,87.76,dRB2102_CTD_084_01_F.csv,dRB2102,CTD,084,F.csv
1453,33RO20210613,WCOA2021,PR37,85,1,1,11031,2,850101,11,2021-07-11,2021,7,11,15:48:20,192.659,37.666,-123.487,2800,2830.3,2790.4,1.656,34.658,2,NA,9,109.3,2,111,3.649,6,2362.4,2,2432,6,7.5048,25.04,2,NA,NA,9,170.6,2,2.76,2,38.4,2,0.03,2,0.06,2,NA,9,2.329,3,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,374.28600113453865,37.35201600831854,37.93973494105635,65.08665895660292,67.65792218412733,0.05550401407906943,0,3.472577144406418e-8,1.920343623194393,168.6796563768056,2259.373606102341,2.76442142176355e-4,2.616888616470631,0,0.0014575312916700952,0.01694613827409859,0,0,0.4072932134547476,0.08760733472452821,27959.53214751632,2431.9999999999995,0,0,0,37.35201600831854,2.7921032511939154,1.920343623194393,0,0,0,37.939734941056216,0,0,-1.3914457638942987e-4,1.3756379670083922e-4,28995,2259.373606102341,65.08665895660292,2362.4,0.04464717698376795,0.04458933334230234,641.8763188224746,0.8017935220805485,0.9957028139654346,-1.3756379670083865e-4,1.2859773442531916e-4,83.14462618,0.01694613827409859,0.4072932134547476,1.0697217747698886,1.059983118503206,0.059107547402055705,1e-7,1.1133190998465162e-10,1.1579343567130235e-6,1e-7,0.3250743915816799,1.8366013182078701e-9,7.538940271982346e-7,1.0959687912579469e-6,5.301617077792405e-10,0.004147488134927684,0.02941554633415727,8.676913622530693e-7,6.161119874635332e-10,2.095176762807905e-10,1.3536320355813665e-7,7.495689747747876e-15,1.4076210867373142e-4,-1.478738220136367e-4,1,1,3,1,10,1,1,0,1,1,644.6464846937322,7.73509557121537,7.770929254235461,7.824557959831082,7.7286205029702835,7.73509557121537,2362.4,2,2432,1,0,NA,2830.3,1,1,0.8696450302979264,18.370463605421616,34.658,0.5724395316721065,0.879231532483744,NA,0.13332675383368547,1.656,0,0,0,411.6380171428572,10184.074762629993,67.65819862626951,2.76,170.6,27959.533605047607,0,0.9933370906404234,648.9705164216875,11031,15:48:20,2021-07-11T22:48:20Z,1,11031,1,2790,2750.96,1.6574,34.6577,27.7386,2.52,109.46,0.04,157,99.93,dRB2102_CTD_085_01_F.csv,dRB2102,CTD,085,F.csv
1454,33RO20210613,WCOA2021,PR37,85,1,2,11081,2,850102,11,2021-07-11,2021,7,11,15:48:26,192.659,37.666,-123.487,2800,2829.5,2789.7,1.656,34.658,2,34.6867,2,109.6,2,NA,NA,9,NA,9,NA,9,NA,NA,9,NA,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2829.5,NA,NA,NA,NA,34.6867,NA,NA,0,NA,1.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11081,15:48:26,2021-07-11T22:48:26Z,2,11081,2,2790,2750.96,1.6574,34.6577,27.7386,2.52,109.46,0.04,157,99.93,dRB2102_CTD_085_01_F.csv,dRB2102,CTD,085,F.csv
1455,33RO20210613,WCOA2021,PR37,85,1,3,11020,2,850103,11,2021-07-11,2021,7,11,15:56:34,192.664,37.666,-123.487,2800,2499.8,2466.5,1.783,34.642,2,NA,9,96.3,2,95.4,3.137,2,2366.4,2,2429,2,7.4791,25.04,6,NA,NA,9,170.2,2,2.84,2,39.4,2,0.03,2,0.06,2,NA,9,2.877,3,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,376.1615563008661,35.28642655627684,40.21448288817726,62.482991774056856,67.62667714296366,0.0602160503957583,0,3.9368133588438796e-8,1.8065619146695908,168.39343808533042,2263.7025253377656,2.86813734031211e-4,2.694254718108179,0,0.0015354443152160646,0.01731630784681655,0,0,0.392328146073304,0.08552919212792932,27946.624442571127,2428.9999999999995,0,0,0,35.28642655627684,2.865313062995904,1.8065619146695908,0,0,0,40.21448288817715,0,0,-1.37092501561955e-4,1.35814448295935e-4,28995,2263.7025253377656,62.482991774056856,2366.4,0.04436653926171713,0.04430882440191204,683.582662276165,0.8012487628686071,0.9957101204211602,-1.3581444829593536e-4,1.2730975645257794e-4,83.14462618,0.01731630784681655,0.392328146073304,1.0668031428253104,1.0574611322001817,0.058828997731265605,1e-7,1.0857195434476351e-10,1.0879726557033495e-6,1e-7,0.31517414687802053,1.7684182765540722e-9,7.055307865387949e-7,1.0611788615028576e-6,5.203483529100975e-10,0.004082943810275829,0.02883494745228461,8.434864475606449e-7,5.984494075460071e-10,2.0224575268700716e-10,1.3416822652766986e-7,7.396073009060628e-15,1.3839483703280731e-4,-1.455367613507846e-4,1,1,3,1,10,1,1,0,1,1,686.5277837961784,7.724648276462338,7.76154470196576,7.814323206694928,7.718090578669849,7.724648276462338,2366.4,2,2429,1,0,NA,2499.8,1,1,0.874760131192734,18.58773487546077,34.642,0.584608162164226,0.9015023963106586,NA,0.13072662748681296,1.783,0,0,0,411.4479828571429,10179.373245052462,67.6269639566977,2.84,170.2,27946.625978015443,0,0.9932761385429368,691.175149745633,11020,15:56:34,2021-07-11T22:56:34Z,3,11020,3,2466,2433.32,1.8032,34.6394,27.7112,2.17,94.4,0.04,157.98,99.93,dRB2102_CTD_085_01_F.csv,dRB2102,CTD,085,F.csv
1456,33RO20210613,WCOA2021,PR37,85,1,4,11058,2,850104,11,2021-07-11,2021,7,11,16:07:49,192.672,37.666,-123.488,2800,1999.5,1975.2,2.064,34.602,2,NA,9,70,2,69.1,2.273,2,2377.3,2,2405.7,2,7.4232,25.04,2,NA,NA,9,168,2,2.96,2,41.1,2,0.01,2,0.06,2,NA,9,0.921,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,383.6208118910824,27.35208525177466,52.74305152222434,49.1895288114178,67.54851257288863,0.08148070646994608,0,6.838575246546095e-8,1.3663497938241418,166.63365020617584,2275.367419666358,3.6470987948774967e-4,2.8096285349116297,0,0.0020031387608232584,0.021473732486814653,0,0,0.3115193993430288,0.06889069023267158,27914.35490729626,2405.7,0,0,0,27.35208525177466,2.94740984699122,1.3663497938241418,0,0,0,52.74305152222448,0,0,-1.2929986653476594e-4,1.2949342975503085e-4,28995,2275.367419666358,49.1895288114178,2377.3,0.04309579213278638,0.04303836109984172,905.9112687654836,0.8000275783590772,0.9957262291119596,-1.2949342975503042e-4,1.2297851663771675e-4,83.14462618,0.021473732486814653,0.3115193993430288,1.0529760261827388,1.0449804219676937,0.05822099066512207,1e-7,1.0531132460571413e-10,9.88422296696576e-7,1e-7,0.2992430687003069,1.6738961178268587e-9,6.371601873639594e-7,1.0128065543788733e-6,5.075295671930387e-10,0.003977185073543281,0.027972377252705277,8.095325952532228e-7,5.756411762478554e-10,1.925038450850898e-10,1.329183353954316e-7,7.313500874297321e-15,1.2910688111678344e-4,-1.3673722454255206e-4,1,1,3,1,10,1,1,0,1,1,909.79954356874,7.629359779144575,7.668092461500353,7.719559949780792,7.622664907926147,7.629359779144575,2377.3,2,2405.7,1,0,NA,1999.5,1,1,0.8993784761182302,19.3310186607902,34.602,0.5059987129037543,0.7849523869389997,NA,0.10596049946433324,2.064,0,0,0,410.9728971428571,10167.619451108632,67.54887728276812,2.96,168,27914.356910435024,0,0.9931394997436782,916.0843404210108,11058,16:07:49,2021-07-11T23:07:49Z,4,11058,4,1975,1951.07,2.081,34.6004,27.6558,1.58,68.86,0.04,159.49,99.97,dRB2102_CTD_085_01_F.csv,dRB2102,CTD,085,F.csv
1457,33RO20210613,WCOA2021,PR37,85,1,5,11008,2,850105,11,2021-07-11,2021,7,11,16:18:11,192.679,37.666,-123.488,2800,1501.4,1484.9,2.83,34.533,2,NA,9,38.9,2,38.9,1.28,2,2378,2,NA,5,7.3596,25.04,2,NA,NA,9,147.7,2,3.14,2,43,2,0.01,2,0.07,2,NA,9,0.914,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,395.5993489605072,14.55402532520709,100.41710766427892,26.00608112135543,67.41347923347966,0.16330557566006448,0,2.629161053101552e-7,0.6314944440933203,147.06850555590665,2251.576811214365,6.985367599579416e-4,2.9383802824899736,0,0.003988107924831215,0.03970369784278034,0,0,0.17432233784419332,0.03831387893385745,27858.688780750897,2321.919432999135,0,0,0,14.55402532520709,3.0150077774415838,0.6314944440933203,0,0,0,100.41710766427876,0,0,-1.3917649854582948e-4,1.4367220773995e-4,28995,2251.576811214365,26.00608112135543,2378,0.039876910345182565,0.03982024526093045,1774.2872219772037,0.7968594051490256,0.9957697413976896,-1.436722077399497e-4,1.39606067644357e-4,83.14462618,0.03970369784278034,0.17432233784419332,1.029125812109767,1.024294174663413,0.05659574527757552,1e-7,1.0658171636886867e-10,8.951327141594006e-7,1e-7,0.2773478006350092,1.6074133024381504e-9,5.738402868196632e-7,9.79668308320486e-7,5.046475227134284e-10,0.0038316729532999498,0.027138373958964537,7.86152840970627e-7,5.697024950893669e-10,1.876073524436116e-10,1.3479367645480997e-7,7.616457825568079e-15,1.3495360686276452e-4,-1.4798231277747556e-4,1,1,3,1,10,1,1,0,1,1,1781.8248016722875,7.3596,7.40116904291129,7.451329724546245,7.352711427430182,7.3596,2378,2,7.3596,3,0,NA,1501.4,1,1,0.9433969845726492,17.03364359533352,34.533,0.2948084134647128,0.4598712592387693,NA,0.05670949895221891,2.83,0,0,0,410.1533742857144,10147.34415655553,67.41417777023962,3.14,147.7,27858.692768858826,0,0.9927546076322524,1794.8290423169026,11008,16:18:11,2021-07-11T23:18:11Z,5,11008,5,1485,1468.7,2.849,34.53,27.5329,0.87,37.81,0.041,161.18,100,dRB2102_CTD_085_01_F.csv,dRB2102,CTD,085,F.csv
1458,33RO20210613,WCOA2021,PR37,85,1,6,11082,2,850106,11,2021-07-11,2021,7,11,16:28:59,192.687,37.666,-123.487,2800,1001,991.1,4.115,34.426,2,NA,9,15.8,2,14.7,0.484,2,2357.9,2,2352.1,2,7.3149,25.04,2,NA,NA,9,116.3,6,3.24,6,43.3,6,0.01,6,0.05,6,NA,9,1.37,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,388.34220314885,20.54031685115008,69.37440905107728,38.86790446366568,67.20480449971389,0.11741645210742135,0,1.3213491480710018e-7,0.7310085194974615,115.56899148050252,2249.6576864852573,4.914177641583001e-4,3.062509571519016,0,0.0029554691521435986,0.02667490632346248,0,0,0.2826438821419269,0.06007384423864734,27772.37005761207,2352.1,0,0,0,20.54031685115008,3.1826571278613955,0.7310085194974615,0,0,0,69.37440905107738,0,0,-1.285717446209712e-4,1.3025700949982491e-4,28995,2249.6576864852573,38.86790446366568,2357.9,0.04077304208881864,0.040717636711985056,1284.4462961493816,0.7916011311350684,0.9958414413041884,-1.3025700949982478e-4,1.2497017052902026e-4,83.14462618,0.02667490632346248,0.2826438821419269,1.0423048072065877,1.0360664851458792,0.05401114025479587,1e-7,1.1282230447759187e-10,8.085695259135091e-7,1e-7,0.25066252819117274,1.56721907176911e-9,5.157707122481077e-7,9.608471417841223e-7,5.119314917782914e-10,0.0036479793675895738,0.0263298584251146,7.728330045429164e-7,5.812261279122683e-10,1.8742101026418751e-10,1.4000630779563e-7,8.374844442643691e-15,1.2692953065548515e-4,-1.3601092548025677e-4,1,1,3,1,10,1,1,0,1,1,1289.8100469360124,7.528262840503055,7.573897097049688,7.622612714411358,7.52111912051844,7.528262840503055,2357.9,2,2352.1,1,0,NA,1001,1,1,0.9188244994859692,18.867702508675496,34.426,0.4862710371232099,0.762323126566066,NA,0.0843361044723341,4.115,0,0,0,408.88252000000006,10115.90275775579,67.20529591747805,3.24,116.3,27772.37301308122,0,0.9920658988428472,1300.1253731636743,11082,16:28:59,2021-07-11T23:28:59Z,6,11082,6,991,981.27,4.1169,34.4255,27.3248,0.36,15.63,0.04,163.2,100,dRB2102_CTD_085_01_F.csv,dRB2102,CTD,085,F.csv
1459,33RO20210613,WCOA2021,PR37,85,1,7,11004,2,850107,11,2021-07-11,2021,7,11,16:34:47,192.691,37.666,-123.487,2800,751,744,5.053,34.345,2,NA,9,11.1,2,10.2,0.336,2,2337.9,6,2331.1,2,7.3002,25.04,2,NA,NA,9,96.1,2,3.21,2,41.8,2,0.01,2,0.05,2,NA,9,1.129,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,387.74659504442087,20.17387638415059,69.7457543308699,38.74351319555454,67.04666146248304,0.1178975935822104,0,1.3639450677838906e-7,0.6046512842093983,95.4953487157906,2229.4107324735755,5.089402876293294e-4,3.031737898305586,0,0.003164254953454182,0.026841127324978207,0,0,0.3017612841747638,0.06036437171769656,27707.02498697593,2331.1,0,0,0,20.17387638415059,3.152466505346472,0.6046512842093983,0,0,0,69.74575433086987,0,0,-1.283646781920939e-4,1.3008976231915394e-4,28995,2229.4107324735755,38.74351319555454,2337.9,0.040249073552935256,0.04019456805585542,1335.2816032398212,0.7877711741666893,0.9958927751804176,-1.3008976231915426e-4,1.2480033347819796e-4,83.14462618,0.026841127324978207,0.3017612841747638,1.0423831306659128,1.0362983874998153,0.05223299277219453,1e-7,1.190939677480961e-10,7.677994179105944e-7,1e-7,0.23502777001579628,1.56113525681684e-9,4.887334728647056e-7,9.591167624599862e-7,5.214444881374751e-10,0.003535990411393615,0.025936252795678807,7.715887401791553e-7,5.974316157782288e-10,1.899861447738908e-10,1.445966601064761e-7,9.054462797542171e-15,1.2668474702504792e-4,-1.3584740044274345e-4,1,1,3,1,10,1,1,0,1,1,1340.7885231398727,7.522800830577755,7.571199247790087,7.619096121818187,7.515496207037968,7.522800830577755,2337.9,2,2331.1,1,0,NA,751,1,1,0.9186803212388196,18.733123020127348,34.345,0.5092520933667832,0.800034134279581,NA,0.08305950437479948,5.053,0,0,0,407.9204714285714,10092.101325019536,67.04717040277067,3.21,96.1,27707.028151230883,0,0.991527205267556,1352.2458244381417,11004,16:34:47,2021-07-11T23:34:47Z,7,11004,7,744,737.13,5.0703,34.3453,27.1551,0.26,11.23,0.04,164.3,100,dRB2102_CTD_085_01_F.csv,dRB2102,CTD,085,F.csv
1460,33RO20210613,WCOA2021,PR37,85,1,8,11027,2,850108,11,2021-07-11,2021,7,11,16:40:59,192.695,37.666,-123.487,2800,499.8,495.5,6.236,34.236,2,NA,9,21,2,19.8,0.651,2,2306.1,2,2300.6,2,7.3069,25.04,2,NA,NA,9,73.7,2,3.03,2,38.5,2,0.02,2,0.05,2,NA,9,2.69,2,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,386.4894528402669,20.13641001687595,68.58963108583177,39.19722309708049,66.83386117379307,0.11098434192139416,0,1.3058430926247508e-7,0.47449118810915225,73.22550881189085,2198.3131458170874,5.230425195517194e-4,2.8597499024610102,0,0.003380823010933287,0.02667588172774541,0,0,0.3338055090803376,0.05926562503328608,27619.091561251247,2300.6,0,0,0,20.13641001687595,2.978281021943273,0.47449118810915225,0,0,0,68.58963108583157,0,0,-1.2755666268188484e-4,1.292034255267866e-4,28995,2198.3131458170874,39.19722309708049,2306.1,0.03969941551310688,0.039646021668180174,1368.700762941573,0.7829409660114823,0.9959563350062188,-1.292034255267864e-4,1.2384332480933584e-4,83.14462618,0.02667588172774541,0.3338055090803376,1.0432813050336218,1.0372584356689107,0.05011294867580908,1e-7,1.283718185368786e-10,7.284819481715815e-7,1e-7,0.21792433899470048,1.5659784096557507e-9,4.628985494809106e-7,9.6332417904468e-7,5.359288232744731e-10,0.003408618055772363,0.02554536345536708,7.744755533992462e-7,6.22896923878702e-10,1.9476329997382738e-10,1.509075503798175e-7,1.0033093764715071e-14,1.2595134919064633e-4,-1.3504850088805583e-4,1,1,3,1,10,1,1,0,1,1,1374.2578011043297,7.5220586289555635,7.573881216770756,7.620837026988396,7.514566044343919,7.5220586289555635,2306.1,2,2300.6,1,0,NA,499.8,1,1,0.9170285045369868,18.621108594672968,34.236,0.5412994746368718,0.8518646175709902,NA,0.08240826557311647,6.236,0,0,0,406.6258628571428,10060.072236522605,66.83438421631261,3.03,73.7,27619.094942074255,0,0.9908018201600312,1387.015822076673,11027,16:40:59,2021-07-11T23:40:59Z,8,11027,8,496,491.71,6.2676,34.2306,26.9162,0.5,21.68,0.04,165.47,100,dRB2102_CTD_085_01_F.csv,dRB2102,CTD,085,F.csv
