OME Sample Name	Sample_ID	Sample Niskin_flag	Rep_Chem_Bottle	Rep Chem Bottle Niskin Flag	EXPOCODE	Cruise_ID	Section_ID	Station_ID	Cast_number	Niskin_Bottle_No	Niskin_ID	Niskin_flag	Line_ID	SMM_Line#	Date_UTC	Year_UTC	Month_UTC	Day_UTC	Time_UTC	Yearday_UTC	Date_local	Time_local	Local_Sunrise	Local_Sunset	Time_after_SunriseSunset	day_night	Latitude	Longitude	Depth_bottom	CTDPRES	Depth	Altitude	CTDTEMP_ITS90	CTDSAL_PSS78	CTDSAL_flag	Salinity_PSS78	Salinity_flag	Sigma_theta	CTDOXY	CTDOXY_flag	Oxygen_djg	Oxygen	Oxygen_flag	DIC	DIC_flag	TA	TA_flag	pH_T_measured	TEMP_pH	pH_flag	Carbonate_measured	TEMP_Carbonate	Carbonate_flag	Silicate	Silicate_flag	Phosphate	Phosphate_flag	Nitrate	Nitrate_flag	Nitrite	Nitrite_flag	Ammonium	Ammonium_flag	Fluorometer	Chl_a	Chl_a_flag	Methane_CH4	Methane_CH4_flag	SYNECHOCOCCUS	SYNECHOCOCCUS_FLAG	EUK_PHYTOPLANKTON	EUK_PHYTOPLANKTON_FLAG	LARGE_DIATOM	LARGE_DIATOM_FLAG	CRYPTOPHYTE	CRYPTOPHYTE_FLAG	BACTERIA	BACTERIA_FLAG	BACTERIA_HNA	BACTERIA_HNA_FLAG	BACTERIA_LNA	BACTERIA_LNA_FLAG	½Ca out	½Ar out	Extraction ng/µL	Total Extracted DNA (ng)	Volume filtered (mL)	Extraction Yield (ng DNA/L water sampled)	Target Depth	Notes
n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	mm/dd/yy	yyyy	n.a.	n.a.	hh:mm:ss	n.a.	mm/dd/yy	hh:mm:ss	hh:mm:ss	hh:mm:ss	hr	n.a.	decimal degrees	decimal degrees	m	dbar	m	m	deg_C	n.a.	n.a.	n.a.	n.a.	n.a.	umol/kg	n.a.	umol/kg	mg/L	n.a.	umol/kg	n.a.	umol/kg	n.a.	n.a.	deg_C	n.a.	umol/kg	deg_C	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	umol/kg	n.a.	V4 volts	ug/L	n.a.	nmol/L	n.a.	cells/ml	n.a.	cells/ml	n.a.	cells/ml	n.a.	cells/ml	n.a.	ML	n.a.	ML	n.a.	ML	n.a.	n.a.	n.a.	ng/µL	ng	mL	ng DNA/L water	n.a.	n.a.
E544	430104	2	430103	2	33RO20210613	WCOA2021	C2.5	43	1	4	11058	2	4	5	7/2/21	2021	7	2	8:51:42 PM	183.869	7/2/21	12:51:42 PM	4:26:00 AM	8:15:00 PM	8.4	day	47.114	-124.247	27	10.4	10.3	16.7	16.847	28.428	2	NA	9	20.51	337	2	327.1	10.684	2	1777.6	2	2049.8	2	8.1202	25.01	6	NA	NA	9	0.6	2	0.06	2	0	2	0.13	2	0.09	2	0.25	NA	9	14.668	2	28550	2	3000	2	1790	2	11.3	2	2770000	2	1580000	2	826000	2	4.690038511	2.975764296			1000	NA	10	
E545	430109	2	430108	2	33RO20210613	WCOA2021	C2.5	43	1	9	12052	2	4	5	7/2/21	2021	7	2	8:56:13 PM	183.872	7/2/21	12:56:13 PM	4:26:00 AM	8:15:00 PM	8.5	day	47.114	-124.247	27	3.8	3.8	23.2	17.025	27.743	2	27.7334	2	19.95	311.8	2	362.6	11.835	6	1707.5	2	2013.4	6	8.1993	25.01	3	NA	NA	9	0.4	2	0.08	2	0	2	0.13	2	0.1	2	0.26	8.8	2	16.781	6	21800	2	4970	2	3410	2	0	2	2060000	2	1010000	2	759000	2	5.279880218	3.340159488			1000	NA	3	
E547.1B	440101	2	440101	2	33RO20210613	WCOA2021	ECOLA	44	1	1	11031	2	0	4	7/3/21	2021	7	3	4:37:49 AM	184.193	7/2/21	8:37:49 PM	4:30:00 AM	8:10:00 PM	0.5	night	45.916	-124.087	78	68.9	68.3	9.7	7.611	33.781	2	33.7772	2	26.37	58.6	2	59.3	1.946	4	2263.5	6	2255	6	7.282	25.03	2	NA	NA	9	56.7	2	2.65	2	32.1	2	0.25	2	0.18	2	0.06	NA	9	9.573	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.923630524	0.584498446			1000	NA	bottom	
E547.2B	440102	2	440101	2	33RO20210613	WCOA2021	ECOLA	44	1	2	11081	2	0	4	7/3/21	2021	7	3	4:37:52 AM	184.193	7/2/21	8:37:52 PM	4:30:00 AM	8:10:00 PM	0.5	night	45.916	-124.087	78	68.9	68.3	9.7	7.611	33.781	2	33.7772	2	26.37	58.6	2	59.3	1.946	4	2263.5	6	2255	6	7.282	25.03	2	NA	NA	9	56.7	2	2.65	2	32.1	2	0.25	2	0.18	2	0.05	NA	9	9.573	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.923630524	0.584498446			1000	NA	bottom	
E547.3B	440103	2	440101	2	33RO20210613	WCOA2021	ECOLA	44	1	3	11020	2	0	4	7/3/21	2021	7	3	4:37:55 AM	184.193	7/2/21	8:37:55 PM	4:30:00 AM	8:10:00 PM	0.5	night	45.916	-124.087	78	68.7	68.1	9.9	7.612	33.781	2	33.7772	2	26.37	58.5	2	59.3	1.946	4	2263.5	6	2255	6	7.282	25.03	2	NA	NA	9	56.7	2	2.65	2	32.1	2	0.25	2	0.18	2	0.06	NA	9	9.573	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.923630524	0.584498446			1000	NA	bottom	
E548	440104	2	440104	2	33RO20210613	WCOA2021	ECOLA	44	1	4	11058	2	0	4	7/3/21	2021	7	3	4:40:59 AM	184.195	7/2/21	8:40:59 PM	4:30:00 AM	8:10:00 PM	0.5	night	45.916	-124.087	78	50.7	50.3	27.7	7.839	33.755	2	NA	9	26.32	67.7	2	62.2	2.043	4	2261.6	6	2255.5	2	7.2934	25.03	6	NA	NA	9	54.8	2	2.67	2	31.7	2	0.28	2	0.88	2	0.05	NA	9	9.422	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.946043521	0.598724081			1000	NA	2nd bottom	
E549.1B	440107	2	440107	2	33RO20210613	WCOA2021	ECOLA	44	1	7	11004	2	0	4	7/3/21	2021	7	3	4:47:09 AM	184.199	7/2/21	8:47:09 PM	4:30:00 AM	8:10:00 PM	0.6	night	45.916	-124.087	78	25.8	25.6	52.4	10.021	33.104	2	NA	9	25.47	170.4	2	168.7	5.536	4	2163.4	2	2236.6	2	7.5394	25.03	2	NA	NA	9	25.7	2	1.94	2	18.8	2	0.28	2	1.62	2	0.47	21	2	11.226	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.708297613	1.083164771			1000	NA	DCM	
E549.2B	440108	2	440107	2	33RO20210613	WCOA2021	ECOLA	44	1	8	11027	2	0	4	7/3/21	2021	7	3	4:47:13 AM	184.199	7/2/21	8:47:13 PM	4:30:00 AM	8:10:00 PM	0.6	night	45.916	-124.087	78	25.7	25.5	52.5	10.04	33.101	2	NA	9	25.46	170.4	2	168.7	5.536	4	2163.4	2	2236.6	2	7.5394	25.03	2	NA	NA	9	25.7	2	1.94	2	18.8	2	0.28	2	1.62	2	0.47	21	2	11.226	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.708297613	1.083164771			1000	NA	DCM	
E549.3B	440109	2	440107	2	33RO20210613	WCOA2021	ECOLA	44	1	9	12052	2	0	4	7/3/21	2021	7	3	4:47:17 AM	184.2	7/2/21	8:47:17 PM	4:30:00 AM	8:10:00 PM	0.6	night	45.916	-124.087	78	25.7	25.5	52.5	10.051	33.099	2	NA	9	25.46	170.5	2	168.7	5.536	4	2163.4	2	2236.6	2	7.5394	25.03	2	NA	NA	9	25.7	2	1.94	2	18.8	2	0.28	2	1.62	2	0.42	21	2	11.226	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.708297613	1.083164771			1000	NA	DCM	
E550	440112	2	440112	2	33RO20210613	WCOA2021	ECOLA	44	1	12	11026	2	0	4	7/3/21	2021	7	3	4:51:12 AM	184.202	7/2/21	8:51:12 PM	4:30:00 AM	8:10:00 PM	0.7	night	45.916	-124.088	78	11	10.9	67.1	11.398	32.243	2	NA	9	24.56	272.4	2	270.7	8.874	4	1994.3	2	2184.3	2	7.8808	25.03	2	NA	NA	9	2.3	2	0.62	2	1.7	2	0.11	2	0.46	2	0.15	NA	9	10.759	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.276654587	2.078244731			1000	NA	2nd surface	
E551.1B	440113	2	440113	2	33RO20210613	WCOA2021	ECOLA	44	1	13	11054	2	0	4	7/3/21	2021	7	3	4:53:32 AM	184.204	7/2/21	8:53:32 PM	4:30:00 AM	8:10:00 PM	0.7	night	45.916	-124.088	78	3.2	3.1	74.9	17	29.391	2	29.4271	2	21.21	313	2	307.9	10.06	4	1798.7	2	NA	9	8.126	25.03	2	NA	NA	9	0.1	2	0.09	2	0	2	0.04	2	0.05	2	0.15	2.5	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	surface	
E551.2B	440114	2	440113	2	33RO20210613	WCOA2021	ECOLA	44	1	14	11011	2	0	4	7/3/21	2021	7	3	4:53:34 AM	184.204	7/2/21	8:53:34 PM	4:30:00 AM	8:10:00 PM	0.7	night	45.916	-124.088	78	3.4	3.4	74.6	17.006	29.397	2	29.4271	2	21.22	313	2	307.9	10.06	4	1798.7	2	NA	9	8.126	25.03	2	NA	NA	9	0.1	2	0.09	2	0	2	0.04	2	0.05	2	0.15	2.5	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	surface	
E551.3B	440115	2	440113	2	33RO20210613	WCOA2021	ECOLA	44	1	15	11053	2	0	4	7/3/21	2021	7	3	4:53:37 AM	184.204	7/2/21	8:53:37 PM	4:30:00 AM	8:10:00 PM	0.7	night	45.916	-124.088	78	3.5	3.4	74.6	17.006	29.399	2	29.4271	2	21.22	313	2	307.9	10.06	4	1798.7	2	NA	9	8.126	25.03	2	NA	NA	9	0.1	2	0.09	2	0	2	0.04	2	0.05	2	0.14	2.5	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	NA			1000	NA	surface	
E552	450102	2	450101	2	33RO20210613	WCOA2021	NH55	45	1	2	11081	2	6	6	7/3/21	2021	7	3	4:10:56 PM	184.674	7/3/21	8:10:56 AM	4:41:00 AM	8:10:00 PM	3.5	day	44.651	-125.365	2860	2891.8	2848.8	11.2	1.723	34.645	2	34.659	2	27.72	85.4	2	86.9	2.859	6	2385	6	2437.2	6	7.4587	25	2	68.62542898	24.915	2	192.1	6	2.98	6	39.3	6	0.03	6	0.06	6	0.04	NA	9	1.824	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.789286626	0.514287316			1000	NA	bottom	
E553	450114	2	450113	2	33RO20210613	WCOA2021	NH55	45	1	14	11011	2	6	6	7/3/21	2021	7	3	5:27:02 PM	184.727	7/3/21	9:27:02 AM	4:41:00 AM	8:10:00 PM	4.8	day	44.65	-125.367	2860	101	100.2	2759.8	8.029	33.452	2	NA	9	26.05	141.6	2	147.1	4.831	2	2175.4	2	2224.8	2	7.4721	25	2	62.945983	24.915	2	31.2	2	2.02	2	25.8	2	0.05	2	0.04	2	0.04	NA	9	5.683	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.398619549	0.885406657			1000	NA	100 m	
E554	450124	2	450122	2	33RO20210613	WCOA2021	NH55	45	1	24	11001	2	6	6	7/3/21	2021	7	3	5:45:34 PM	184.74	7/3/21	9:45:34 AM	4:41:00 AM	8:10:00 PM	5.1	day	44.65	-125.368	2860	4.2	4.2	2855.8	15.942	31.406	2	NA	9	23.00	267.9	2	263.1	8.613	6	1935.4	6	2144.8	2	7.9366	24.97	2	144.5045359	24.915	2	3.9	2	0.33	2	0	2	0.04	2	0.08	2	0.05	0.4	2	4.31	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.630875905	2.319138909			1000	NA	surface	
E555	460102	2	460101	2	33RO20210613	WCOA2021	NH45	46	1	2	11081	2	6	6	7/3/21	2021	7	3	7:46:22 PM	184.824	7/3/21	11:46:22 AM	4:40:00 AM	8:09:00 PM	7.1	day	44.653	-125.12	720	717.3	710.2	9.8	4.427	34.283	2	34.2976	2	27.18	16.3	2	16.2	0.534	6	2348.9	2	2337.7	2	7.2839	24.96	2	45.06701001	25.01833333	2	108.4	6	3.25	6	42.9	6	0.03	6	0.05	6	0.04	NA	9	4.828	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.796841056	0.506587885			1000	NA	bottom	
E556	460110	2	460109	2	33RO20210613	WCOA2021	NH45	46	1	10	11067	2	6	6	7/3/21	2021	7	3	8:12:26 PM	184.842	7/3/21	12:12:26 PM	4:40:00 AM	8:09:00 PM	7.5	day	44.652	-125.122	720	99.7	98.9	621.1	8.176	33.595	2	NA	9	26.15	137.9	2	138.3	4.541	2	2187.2	2	2234.8	2	7.4691	24.96	2	62.72939748	25.01833333	2	32.7	2	2.05	2	26.5	2	0.04	2	0.04	2	0.04	NA	9	9.289	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.38632162	0.878066729			1000	NA	100 m	
E557	460120	2	460119	2	33RO20210613	WCOA2021	NH45	46	1	20	11022	2	6	6	7/3/21	2021	7	3	8:30:33 PM	184.855	7/3/21	12:30:33 PM	4:40:00 AM	8:09:00 PM	7.8	day	44.652	-125.123	720	3.4	3.4	716.6	15.897	31.342	2	31.3508	2	22.96	265	2	264.1	8.645	6	1932.9	2	2142.3	6	7.9407	24.96	2	145.2941952	25.155	2	4.2	2	0.31	2	0	2	0.03	2	0.06	2	0.05	0.5	2	3.756	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.631642137	2.318977215			1000	NA	surface	
E558	460103	2	460103	2	33RO20210613	WCOA2021	NH45	46	1	3	11020	2	6	6	7/3/21	2021	7	3	7:52:09 PM	184.828	7/3/21	11:52:09 AM	4:40:00 AM	8:09:00 PM	7.2	day	44.653	-125.121	720	500.5	495.8	224.2	5.438	34.136	2	NA	9	26.94	33.6	2	34.3	1.126	2	2309.6	6	2305.1	2	7.3006	24.96	6	46.00288369	25.01833333	6	82.8	6	3.04	6	40.2	6	0.03	6	0.05	6	0.04	NA	9	7.167	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.87219997	0.553560648			1000	NA	2nd bottom	
E559	460106	2	460106	2	33RO20210613	WCOA2021	NH45	46	1	6	11082	2	6	6	7/3/21	2021	7	3	8:02:57 PM	184.835	7/3/21	12:02:57 PM	4:40:00 AM	8:09:00 PM	7.4	day	44.653	-125.122	720	199.7	198	522.0	7.264	33.953	2	NA	9	26.56	116.7	2	116.5	3.826	2	2221.3	2	2263.2	2	7.4473	24.96	2	62.35853083	25.01833333	2	45.3	2	2.23	2	30.4	2	0.04	2	0.04	2	0.04	NA	9	5.246	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.307513087	0.82858143			1000	NA	200 m	
E560	470102	2	470101	2	33RO20210613	WCOA2021	NH35	47	1	2	11081	2	6	6	7/3/21	2021	7	3	10:20:25 PM	184.931	7/3/21	2:20:25 PM	4:39:00 AM	8:08:00 PM	9.7	day	44.652	-124.883	436	429.4	425.5	10.5	6.289	34.081	2	NA	9	26.79	50	2	52	1.709	6	2280.7	6	2285.7	6	7.3274	25	2	44.35390099	24.925	2	67.5	6	2.81	6	37.1	6	0.09	6	0.05	6	0.04	NA	9	24.892	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.94908786	0.602446376			1000	NA	420	
E561	470104	2	470104	2	33RO20210613	WCOA2021	NH35	47	1	4	11058	2	6	6	7/3/21	2021	7	3	10:25:44 PM	184.935	7/3/21	2:25:44 PM	4:39:00 AM	8:08:00 PM	9.8	day	44.652	-124.883	436	299.7	297	139.0	6.827	34.033	2	34.0286	2	26.68	64.9	2	63.3	2.08	2	2266	2	2278.6	2	7.3463	25	6	48.93332748	24.925	6	59.2	2	2.67	2	35.1	2	0.08	2	0.05	2	0.04	NA	9	19.68	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.03406374	0.655775678			1000	NA	300	
E562	470105	2	470105	2	33RO20210613	WCOA2021	NH35	47	1	5	11008	2	6	6	7/3/21	2021	7	3	10:29:04 PM	184.937	7/3/21	2:29:04 PM	4:39:00 AM	8:08:00 PM	9.8	day	44.652	-124.883	436	199.6	197.9	238.1	7.114	33.993	2	NA	9	26.61	74.6	2	74.3	2.44	2	2253	2	2267	2	7.355	25	2	45.03600072	24.925	2	54.6	2	2.56	2	33.9	2	0.1	2	0.04	2	0.04	NA	9	18.634	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.06445575	0.674459155			1000	NA	200	
E563	470109	2	470108	2	33RO20210613	WCOA2021	NH35	47	1	9	12052	2	6	6	7/3/21	2021	7	3	10:37:19 PM	184.943	7/3/21	2:37:19 PM	4:39:00 AM	8:08:00 PM	10.0	day	44.652	-124.883	436	100.9	100	336.0	7.959	33.727	2	NA	9	26.28	122.3	2	120.7	3.965	2	2201.1	2	2243.4	2	7.4412	25	2	58.97264749	24.925	2	37	2	2.14	2	28.5	2	0.07	2	0.05	2	0.04	NA	9	7.25	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.336002075	0.846122642			1000	NA	100	
E564	470119	2	470118	2	33RO20210613	WCOA2021	NH35	47	1	19	11028	2	6	6	7/3/21	2021	7	3	10:55:02 PM	184.955	7/3/21	2:55:02 PM	4:39:00 AM	8:08:00 PM	10.3	day	44.652	-124.884	436	3.4	3.4	432.6	15.9	31.223	2	31.2323	2	22.87	271.6	2	269	8.803	6	1925.2	2	2137.8	2	7.9461	25	2	147.8851539	24.925	2	3.9	2	0.29	2	0	2	0.07	2	0.06	2	0.05	0.7	2	3.992	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.682148917	2.350471957			1000	NA	3	
E565	480102	2	480101	2	33RO20210613	WCOA2021	NH30	48	1	2	11081	2	6	6	7/4/21	2021	7	4	1:26:49 AM	185.06	7/3/21	5:26:49 PM	4:38:00 AM	8:07:00 PM	12.8	day	44.651	-124.777	257	247.5	245.4	11.6	6.94	34.014	2	NA	9	26.65	67.3	2	68.4	2.248	6	2263.9	2	2272.2	6	7.3463	24.93	2	49.87541314	25.075	2	57.8	6	2.63	6	34.7	6	0.12	6	0.04	6	0.04	NA	9	27.766	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.010307109	0.640396117			1000	NA	230	
E566	480104	2	480104	2	33RO20210613	WCOA2021	NH30	48	1	4	11058	2	6	6	7/4/21	2021	7	4	1:31:20 AM	185.063	7/3/21	5:31:20 PM	4:38:00 AM	8:07:00 PM	12.9	day	44.651	-124.777	257	199.6	197.9	59.1	7.012	34.004	2	NA	9	26.63	69.9	2	71.7	2.354	2	2260.5	6	2269.5	2	7.3525	24.93	2	50.15321108	25.075	6	56.4	6	2.6	6	34.3	6	0.1	6	0.05	6	0.04	NA	9	28.473	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.025803411	0.64988785			1000	NA	200	
E567	480108	2	480107	2	33RO20210613	WCOA2021	NH30	48	1	8	11027	2	6	6	7/4/21	2021	7	4	1:40:41 AM	185.07	7/3/21	5:40:41 PM	4:38:00 AM	8:07:00 PM	13.0	day	44.651	-124.777	257	100.3	99.5	157.5	7.615	33.832	2	33.8466	2	26.41	93.3	2	93.6	3.074	2	2234.5	2	2252.1	2	7.3801	24.93	2	53.0255954	25.075	2	45	2	2.37	2	31.5	2	0.07	2	0.04	2	0.04	NA	9	10.057	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.114071897	0.70534971			1000	NA	100	
E568	480118	2	480117	2	33RO20210613	WCOA2021	NH30	48	1	18	11002	2	6	6	7/4/21	2021	7	4	1:59:07 AM	185.083	7/3/21	5:59:07 PM	4:38:00 AM	8:07:00 PM	13.4	day	44.651	-124.777	257	4.1	4.1	252.9	15.775	30.973	2	30.9747	2	22.70	279.2	2	277.1	9.067	6	1910.9	2	2134	2	7.9814	24.93	2	164.7301342	25.075	2	4.9	2	0.22	2	0	2	0.07	2	0.05	2	0.07	0.9	2	4.745	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	3.849058154	2.454626795			1000	NA	3	
E569	490102	2	490101	2	33RO20210613	WCOA2021	NH25	49	1	2	11081	2	6	6	7/4/21	2021	7	4	3:35:34 AM	185.15	7/3/21	7:35:34 PM	4:38:00 AM	8:07:00 PM	15.0	day	44.653	-124.653	293	285.6	283.1	9.9	6.888	34.017	2	34.0206	2	26.66	67.6	2	71.4	2.345	6	2261.6	2	2273.9	6	7.3511	25.04	2	50.51941763	24.89	2	57.8	2	2.63	2	34.8	2	0.12	2	0.04	2	0.04	NA	9	24.251	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.03319707	0.655147991			1000	NA	280	
E570	490103	2	490103	2	33RO20210613	WCOA2021	NH25	49	1	3	11020	2	6	6	7/4/21	2021	7	4	3:41:49 AM	185.154	7/3/21	7:41:49 PM	4:38:00 AM	8:07:00 PM	15.1	day	44.653	-124.654	293	201.1	199.4	93.6	7.036	34.002	2	NA	9	26.63	74.2	2	80.1	2.63	2	2254.1	6	2269.2	2	7.3613	25.04	6	51.73674861	24.89	6	54.7	2	2.56	2	34.1	2	0.09	2	0.04	2	0.04	NA	9	15.035	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.073381473	0.680063217			1000	NA	200	
E571	490107	2	490106	2	33RO20210613	WCOA2021	NH25	49	1	7	11004	2	6	6	7/4/21	2021	7	4	3:51:35 AM	185.161	7/3/21	7:51:35 PM	4:38:00 AM	8:07:00 PM	15.2	day	44.653	-124.654	293	100.5	99.7	193.3	7.481	33.89	2	NA	9	26.48	85.4	2	85.6	2.81	2	2238.7	6	2255.4	2	7.3673	25.04	2	51.72980622	24.89	2	47.9	2	2.44	2	32.4	2	0.08	2	0.04	2	0.04	NA	9	11.059	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.10692731	0.700768053			1000	NA	100	
E572	490117	2	490116	2	33RO20210613	WCOA2021	NH25	49	1	17	11052	2	6	6	7/4/21	2021	7	4	4:12:03 AM	185.175	7/3/21	8:12:03 PM	4:38:00 AM	8:07:00 PM	0.1	night	44.653	-124.655	293	3.4	3.4	289.6	15.483	31.286	2	NA	9	23.01	290.7	2	286.5	9.379	6	1902	2	2150.7	2	8.0194	25.04	2	162.9320652	24.89	2	1.6	2	0.19	2	0	2	0.08	2	0.05	2	0.08	1.2	2	3.533	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.235287137	2.701539272			1000	NA	3	
E573.1B	500101	2	500101	2	33RO20210613	WCOA2021	NH10	50	1	1	11031	2	6	6	7/4/21	2021	7	4	9:46:00 AM	185.407	7/4/21	1:46:00 AM	4:37:00 AM	8:05:00 PM	5.7	night	44.652	-124.297	81	71	70.4	10.6	7.345	33.91	2	NA	9	26.51	40.3	2	40.1	1.316	6	2280.7	2	2267.1	6	7.2555	24.92	2	40.5630478	24.87	2	64.9	2	2.84	2	34.1	2	0.08	2	0.05	2	0.05	NA	9	12.114	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.892821804	0.564935014			1000	NA	bottom	
E573.2B	500102	2	500101	2	33RO20210613	WCOA2021	NH10	50	1	2	11081	2	6	6	7/4/21	2021	7	4	9:46:05 AM	185.407	7/4/21	1:46:05 AM	4:37:00 AM	8:05:00 PM	5.7	night	44.652	-124.297	81	71.7	71.1	9.9	7.343	33.914	2	NA	9	26.52	39.2	2	40.1	1.316	6	2280.7	2	2267.1	6	7.2555	24.92	2	40.5630478	24.87	2	64.9	2	2.84	2	34.1	2	0.08	2	0.05	2	0.05	NA	9	12.114	6	657	2	870	2	60.9	2	0	2	1520000	2	1010000	2	311000	2	0.892821804	0.564935014			1000	NA	bottom	
E573.3B	500103	2	500101	2	33RO20210613	WCOA2021	NH10	50	1	3	11020	2	6	6	7/4/21	2021	7	4	9:46:09 AM	185.407	7/4/21	1:46:09 AM	4:37:00 AM	8:05:00 PM	5.7	night	44.652	-124.297	81	71.1	70.5	10.5	7.343	33.914	2	33.9222	2	26.52	39.2	2	40.1	1.316	6	2280.7	2	2267.1	6	7.2555	24.92	2	40.5630478	24.87	2	64.9	2	2.84	2	34.1	2	0.08	2	0.05	2	0.06	NA	9	12.114	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	0.892821804	0.564935014			1000	NA	bottom	
E574.1B	500106	2	500106	2	33RO20210613	WCOA2021	NH10	50	1	6	11082	2	6	6	7/4/21	2021	7	4	9:53:39 AM	185.412	7/4/21	1:53:39 AM	4:37:00 AM	8:05:00 PM	5.8	night	44.652	-124.298	81	40.9	40.6	40.4	7.595	33.738	2	NA	9	26.34	80.9	2	80.6	2.646	2	2241.5	6	2249.3	3	7.3326	24.92	2	47.43880807	24.87	2	46.1	2	2.46	2	32.4	2	0.09	2	0.07	2	0.05	NA	9	10.822	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.047001222	0.662277854			1000	NA	mid	
E574.2B	500107	2	500106	2	33RO20210613	WCOA2021	NH10	50	1	7	11004	2	6	6	7/4/21	2021	7	4	9:53:43 AM	185.412	7/4/21	1:53:43 AM	4:37:00 AM	8:05:00 PM	5.8	night	44.652	-124.298	81	39.9	39.6	41.4	7.597	33.735	2	NA	9	26.34	80.9	2	80.6	2.646	2	2241.5	6	2249.3	3	7.3326	24.92	2	47.43880807	24.87	2	46.1	2	2.46	2	32.4	2	0.09	2	0.07	2	0.05	NA	9	10.822	2	1014	2	1450	2	180	2	0	2	1390000	2	1050000	2	200000	2	1.047001222	0.662277854			1000	NA	mid	
E574.3B	500108	2	500106	2	33RO20210613	WCOA2021	NH10	50	1	8	11027	2	6	6	7/4/21	2021	7	4	9:53:47 AM	185.412	7/4/21	1:53:47 AM	4:37:00 AM	8:05:00 PM	5.8	night	44.652	-124.298	81	40.7	40.4	40.6	7.596	33.737	2	NA	9	26.34	80.9	2	80.6	2.646	2	2241.5	6	2249.3	3	7.3326	24.92	2	47.43880807	24.87	2	46.1	2	2.46	2	32.4	2	0.09	2	0.07	2	0.05	NA	9	10.822	2	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	1.047001222	0.662277854			1000	NA	mid	
E575.1B	500115	2	500115	2	33RO20210613	WCOA2021	NH10	50	1	15	11053	2	6	6	7/4/21	2021	7	4	10:03:01 AM	185.419	7/4/21	2:03:01 AM	4:37:00 AM	8:05:00 PM	6.0	night	44.652	-124.298	81	4	4	77.0	13.644	32.721	2	NA	9	24.50	323.6	2	324.4	10.634	6	1971.6	2	2217.5	2	7.9876	24.92	2	168.4537342	24.87	2	2.7	2	0.32	2	0	2	0.04	2	0.12	2	0.24	NA	9	5.343	6	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	NA	9	4.145240161	2.64329956			1000	NA	surface	
