EXPOCODE,Cruise_ID,Section_ID,Station_ID,Cast_number,Rosette_Position,Niskin_ID,Niskin_flag,Sample_ID,Salinity_in,t_in,P_in,Total_P_in,Total_Si_in ,t_out,P_out,TA_data,TCO2_data,pH_data,fCO2_data,pCO2_data,pH Scale:,CO2 Constants:,KSO4 Source:,Total Boron Source:,Salinity_results_input_conditions,t_results_input_conditions,p_results_input_conditions,Total_P_results_input_conditions,Total_Si_results_input_conditions,TA_results_input_conditions,TCO2_results_input_conditions,pH_results_input_conditions,fCO2_results_input_conditions,pCO2_results_input_conditions,HCO3_results_input_conditions,CO3_results_input_conditions,CO2_results_input_conditions,B_Alk_results_input_conditions,OH_results_input_conditions,P_Alk_results_input_conditions,Si_Alk_results_input_conditions,Revelle_results_input_conditions,WCa_results_input_conditions,WAr_results_input_conditions,xCO2_results_input_conditions,t_results_output_conditions,P_results_output_conditions,pH_results_output_conditions,fCO2_results_output_conditions,pCO2_results_output_conditions,HCO3_results_output_conditions,CO3_results_output_conditions,CO2_results_output_conditions,B_Alk_results_output_conditions,OH_results_output_conditions,P_Alk_results_output_conditions,Si_Alk_results_output_conditions,Revelle_results_output_conditions,WCa_results_output_conditions,WAr_results_output_conditions,xCO2_results_output_conditions
n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,psu,oC,dbars, mmol/kgSW,mmol/kgSW,˚C,dbars,mmol/kgSW,mmol/kgSW,Chosen Scale, matm, matm,n.a.,n.a.,n.a.,n.a.,Salinity,˚C,dbars,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,pH,matm,matm,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,Revelle,Wca,War,xCO2,˚C,dbars,pH,matm,matm,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,Revelle,Wca,War,dry at 1 atm (ppm)
n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,INPUT CONDITIONS,INPUT CONDITIONS,INPUT CONDITIONS,INPUT CONDITIONS,INPUT CONDITIONS,OUTPUT CONDITIONS,OUTPUT CONDITIONS,DATA (leave empty if no data),DATA (leave empty if no data),DATA (leave empty if no data),DATA (leave empty if no data),DATA (leave empty if no data),SCALES and CONSTANTS,SCALES and CONSTANTS,SCALES and CONSTANTS,SCALES and CONSTANTS,RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions)
33RO20210613,WCOA2021,CM45,69,1,11,11023,2,690111,33.860,9.297,125.7,,,9.297,125.7,2252.7,2185.5,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3145",Dickson ,"Uppstrom, 3132",33.86000061,9.296999931,125.6999969,0,0,2252.699951,2185.5,7.744879246,809.7470703,812.9053345,2079.79447,69.09455491,36.6109695,33.98235137,0.75243341,0,0,17.40938347,1.618904981,1.028023515,822.2263866,9.296999931,125.6999969,7.744879412,809.7471013,812.9053384,2079.79447,69.09455491,36.6109695,33.98235137,0.75243341,0,0,17.40938347,1.618904981,1.028023515,822.2264085
33RO20210613,WCOA2021,CM45,69,1,12,11026,2,690112,33.597,9.744,99.7,,,9.744,99.7,2245.3,2152.7,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3146",Dickson ,"Uppstrom, 3133",33.59700012,9.744000435,99.69999695,0,0,2245.300049,2152.699951,7.82176733,670.3339233,672.9332275,2041.052446,81.74271264,29.90481901,39.84296536,0.934499855,0,0,16.32775543,1.927727279,1.224034057,680.8887905,9.744000435,99.69999695,7.821767485,670.3339151,672.9332296,2041.052446,81.74271264,29.90481901,39.84296536,0.934499855,0,0,16.32775543,1.927727279,1.224034057,680.8887819
33RO20210613,WCOA2021,CM45,69,1,13,11054,2,690113,33.599,9.742,99.6,,,9.742,99.6,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3147",Dickson ,"Uppstrom, 3134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,CM45,69,1,14,11011,2,690114,33.415,10.492,80.5,,,10.492,80.5,2235.2,2120.1,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3148",Dickson ,"Uppstrom, 3135",33.41500092,10.49199963,80.5,0,0,2235.199951,2120.100098,7.879883289,579.5530396,581.7785645,2000.990466,93.85880684,25.25092136,45.35751071,1.147865018,0,0,15.27309465,2.224188478,1.413246523,589.0147754,10.49199963,80.5,7.879883151,579.5530289,581.778602,2000.990466,93.85880684,25.25092136,45.35751071,1.147865018,0,0,15.27309465,2.224188478,1.413246523,589.0147917
33RO20210613,WCOA2021,CM45,69,1,15,11053,2,690115,33.198,10.945,59.7,,,10.945,59.7,2224.0,2086.5,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3149",Dickson ,"Uppstrom, 3136",33.19800186,10.94499969,59.70000076,0,0,2224,2086.5,7.938848972,498.3552551,500.2578125,1958.643254,106.4358724,21.42081241,51.1271376,1.369529121,0,0,14.26582966,2.535459837,1.611199342,506.6739213,10.94499969,59.70000076,7.938848803,498.3552765,500.2578405,1958.643254,106.4358724,21.42081241,51.1271376,1.369529121,0,0,14.26582966,2.535459837,1.611199342,506.6739365
33RO20210613,WCOA2021,CM45,69,1,16,11032,2,690116,33.134,11.118,50.4,,,11.118,50.4,2219.7,2077.8,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3150",Dickson ,"Uppstrom, 3137",33.13399887,11.11800003,50.40000153,0,0,2219.699951,2077.800049,7.949368477,484.9917603,486.8391418,1948.095022,108.9678444,20.73712223,52.25543717,1.425320572,0,0,14.0668737,2.601305321,1.653150612,493.1565121,11.11800003,50.40000153,7.949368461,484.9917711,486.8391782,1948.095022,108.9678444,20.73712223,52.25543717,1.425320572,0,0,14.0668737,2.601305321,1.653150612,493.1565354
33RO20210613,WCOA2021,CM45,69,1,17,11052,2,690117,32.984,11.147,39.9,,,11.147,39.9,2213.0,2070.2,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3151",Dickson ,"Uppstrom, 3138",32.98400116,11.14700031,39.90000153,0,0,2213,2070.199951,7.954255581,478.5369873,480.3591309,1940.331701,109.4087965,20.45943353,52.42112212,1.440989857,0,0,14.01704321,2.619160756,1.66384412,486.6050873,11.14700031,39.90000153,7.954255662,478.5370099,480.3591464,1940.331701,109.4087965,20.45943353,52.42112212,1.440989857,0,0,14.01704321,2.619160756,1.66384412,486.6051048
33RO20210613,WCOA2021,CM45,69,1,18,11002,2,690118,32.848,11.600,30.2,,,11.600,30.2,2205.9,2054.2,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3152",Dickson ,"Uppstrom, 3139",32.84799957,11.60000038,30.20000076,0,0,2205.899902,2054.199951,7.973099232,455.6620178,457.3869629,1920.313242,114.6735782,19.21322202,54.67993686,1.570420823,0,0,13.62772223,2.752683845,1.749393419,463.5183681,11.60000038,30.20000076,7.973099301,455.6620294,457.3869412,1920.313242,114.6735782,19.21322202,54.67993686,1.570420823,0,0,13.62772223,2.752683845,1.749393419,463.5183572
33RO20210613,WCOA2021,CM45,69,1,19,11028,2,690119,32.674,13.385,20.1,,,13.385,20.1,2195.8,2024.4,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3153",Dickson ,"Uppstrom, 3140",32.67399979,13.38500023,20.10000038,0,0,2195.800049,2024.400024,7.998058319,427.3694153,428.9505005,1880.397769,126.9568039,17.0454746,59.5191238,1.979693343,0,0,12.81079204,3.058860616,1.949688447,435.4275635,13.38500023,20.10000038,7.99805813,427.3694126,428.9505206,1880.397769,126.9568039,17.0454746,59.5191238,1.979693343,0,0,12.81079204,3.058860616,1.949688447,435.427583
33RO20210613,WCOA2021,CM45,69,1,20,11022,2,690120,32.674,13.398,15.0,,,13.398,15.0,2193.6,2021.6,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3154",Dickson ,"Uppstrom, 3141",32.67399979,13.39799976,15,0,0,2193.600098,2021.599976,7.999757767,425.270813,426.8439026,1877.374562,127.2705745,16.95488967,59.70544792,1.98921115,0,0,12.78146014,3.069178392,1.956198727,433.2947111,13.39799976,15,7.999757937,425.2708068,426.8438888,1877.374562,127.2705745,16.95488967,59.70544792,1.98921115,0,0,12.78146014,3.069178392,1.956198727,433.2946917
33RO20210613,WCOA2021,CM45,69,1,21,11062,2,690121,32.674,13.404,10.4,,,13.404,10.4,2196.4,2020.6,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3155",Dickson ,"Uppstrom, 3142",32.67399979,13.40400028,10.39999962,0,0,2196.399902,2020.599976,8.008554459,416.2810669,417.8208008,1874.350993,129.6556512,16.59337459,60.71727894,2.03038098,0,0,12.65653204,3.12922095,1.994384216,424.137737,13.40400028,10.39999962,8.008554578,416.2810773,417.820788,1874.350993,129.6556512,16.59337459,60.71727894,2.03038098,0,0,12.65653204,3.12922095,1.994384216,424.1377357
33RO20210613,WCOA2021,CM45,69,1,22,11024,2,690122,32.674,13.406,3.9,,,13.406,3.9,2195.2,2019.6,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3156",Dickson ,"Uppstrom, 3143",32.67399979,13.40600014,3.900000095,0,0,2195.199951,2019.599976,8.008436203,416.4789734,418.0193787,1873.486223,129.5135616,16.60022724,60.66741643,2.029187033,0,0,12.65922875,3.129348432,1.994321136,424.340181,13.40600014,3.900000095,8.008435735,416.4789885,418.0193917,1873.486223,129.5135616,16.60022724,60.66741643,2.029187033,0,0,12.65922875,3.129348432,1.994321136,424.340179
33RO20210613,WCOA2021,CM45,69,1,23,11061,2,690123,32.674,13.406,4.0,,,13.406,4.0,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3157",Dickson ,"Uppstrom, 3144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,CM45,69,1,24,11001,2,690124,32.674,13.405,4.0,,,13.405,4.0,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3158",Dickson ,"Uppstrom, 3145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,CM30,70,1,1,11031,2,700101,34.555,2.488,1489.0,,,2.488,1489.0,2406.2,2381.8,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3159",Dickson ,"Uppstrom, 3146",34.55500031,2.487999916,1489,0,0,2406.199951,2381.800049,7.63896656,923.5617065,927.5032349,2278.787784,50.07719209,52.93499964,26.95660262,0.324486438,0,0,19.47605611,0.886530738,0.568084034,934.1085645,2.487999916,1489,7.638966349,923.5617055,927.5032363,2278.787784,50.07719209,52.93499964,26.95660262,0.324486438,0,0,19.47605611,0.886530738,0.568084034,934.1085801
33RO20210613,WCOA2021,CM30,70,1,2,11081,2,700102,34.555,2.488,1489.4,,,2.488,1489.4,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3160",Dickson ,"Uppstrom, 3147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,CM30,70,1,3,11020,2,700103,34.435,3.923,998.5,,,3.923,998.5,2367.6,2364.8,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3161",Dickson ,"Uppstrom, 3148",34.43500137,3.923000097,998.5,0,0,2367.600098,2364.800049,7.565948009,1157.305786,1162.151001,2258.918826,42.93714448,62.94410853,22.52764183,0.306960424,0,0,19.25008345,0.842141976,0.537067239,1171.319709,3.923000097,998.5,7.565948206,1157.305836,1162.151042,2258.918826,42.93714448,62.94410853,22.52764183,0.306960424,0,0,19.25008345,0.842141976,0.537067239,1171.31976
33RO20210613,WCOA2021,CM30,70,1,4,11058,2,700104,34.287,4.543,748.5,,,4.543,748.5,2339.9,2345.6,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3162",Dickson ,"Uppstrom, 3149",34.28699875,4.543000221,748.5,0,0,2339.899902,2345.600098,7.539207458,1260.011597,1265.243408,2238.336325,40.20478934,67.05905127,20.88198152,0.301499457,0,0,19.02614693,0.830187098,0.528061747,1275.673912,4.543000221,748.5,7.539207563,1260.011594,1265.243416,2238.336325,40.20478934,67.05905127,20.88198152,0.301499457,0,0,19.02614693,0.830187098,0.528061747,1275.673934
33RO20210613,WCOA2021,CM30,70,1,5,11008,2,700105,34.142,5.472,499.3,,,5.472,499.3,2306.0,2309.8,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3163",Dickson ,"Uppstrom, 3150",34.14199829,5.472000122,499.2999878,0,0,2306,2309.800049,7.542887688,1273.543579,1278.766724,2203.55643,40.63461098,65.6090842,20.87542507,0.328160626,0,0,18.90997085,0.88296563,0.560414957,1290.021561,5.472000122,499.2999878,7.542887653,1273.543604,1278.766808,2203.55643,40.63461098,65.6090842,20.87542507,0.328160626,0,0,18.90997085,0.88296563,0.560414957,1290.02159
33RO20210613,WCOA2021,CM30,70,1,6,11082,2,700106,34.074,5.943,397.8,,,5.943,397.8,2292.1,2287.4,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3164",Dickson ,"Uppstrom, 3151",34.07400131,5.94299984,397.7999878,0,0,2292.100098,2287.399902,7.569650173,1204.041626,1208.949097,2183.095071,43.28145231,61.02343156,22.10608037,0.363455571,0,0,18.94196601,0.960061229,0.608889163,1219.94636,5.94299984,397.7999878,7.56965029,1204.041604,1208.949074,2183.095071,43.28145231,61.02343156,22.10608037,0.363455571,0,0,18.94196601,0.960061229,0.608889163,1219.946298
33RO20210613,WCOA2021,CM30,70,1,7,11004,2,700107,33.990,6.641,298.6,,,6.641,298.6,2271.8,2252.3,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3165",Dickson ,"Uppstrom, 3152",33.99000168,6.640999794,298.6000061,0,0,2271.800049,2252.300049,7.615130424,1085.635254,1090.019531,2150.299701,48.28659242,53.71374335,24.52152686,0.430341478,0,0,18.85490933,1.092888872,0.692839243,1100.429548,6.640999794,298.6000061,7.61513035,1085.635248,1090.019529,2150.299701,48.28659242,53.71374335,24.52152686,0.430341478,0,0,18.85490933,1.092888872,0.692839243,1100.429484
33RO20210613,WCOA2021,CM30,70,1,8,11027,2,700108,33.962,8.328,200.7,,,8.328,200.7,2259.1,2205.3,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3166",Dickson ,"Uppstrom, 3153",33.9620018,8.328000069,200.6999969,0,0,2259.100098,2205.300049,7.711277485,870.6915283,874.1307373,2102.023623,62.62616733,40.65035431,31.20892409,0.634999614,0,0,17.96764493,1.445531652,0.917518947,883.5105899,8.328000069,200.6999969,7.711277713,870.6915554,874.1307422,2102.023623,62.62616733,40.65035431,31.20892409,0.634999614,0,0,17.96764493,1.445531652,0.917518947,883.5105781
33RO20210613,WCOA2021,CM30,70,1,9,12052,2,700109,33.814,8.968,149.5,,,8.968,149.5,2248.4,2186.6,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3167",Dickson ,"Uppstrom, 3154",33.81399918,8.968000412,149.5,0,0,2248.399902,2186.600098,7.732035637,831.0700684,834.3253784,2082.286102,66.3118352,38.00218144,32.80192276,0.707067689,0,0,17.63574446,1.547076879,0.982083444,843.6799275,8.968000412,149.5,7.732035833,831.0700423,834.3253831,2082.286102,66.3118352,38.00218144,32.80192276,0.707067689,0,0,17.63574446,1.547076879,0.982083444,843.6799239
33RO20210613,WCOA2021,CM30,70,1,10,11067,2,700110,33.777,9.722,124.7,,,9.722,124.7,2251.8,2168.9,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3168",Dickson ,"Uppstrom, 3155",33.77700043,9.722000122,124.6999969,0,0,2251.800049,2168.899902,7.789030075,726.9395142,729.7591553,2059.588661,76.89104816,32.42015868,37.57708404,0.868862915,0,0,16.74968196,1.803029122,1.145553878,738.372786,9.722000122,124.6999969,7.789030228,726.9395052,729.7591228,2059.588661,76.89104816,32.42015868,37.57708404,0.868862915,0,0,16.74968196,1.803029122,1.145553878,738.3727428
33RO20210613,WCOA2021,CM30,70,1,11,11023,2,700111,33.509,9.987,99.9,,,9.987,99.9,2237.5,2139.2,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3169",Dickson ,"Uppstrom, 3156",33.50899887,9.987000465,99.90000153,0,0,2237.5,2139.199951,7.836750031,644.1815186,646.6715088,2026.044916,84.63302657,28.52204853,41.21351688,0.990270989,0,0,16.0481988,1.996993759,1.268316948,654.4441158,9.987000465,99.90000153,7.83675023,644.1814832,646.6715087,2026.044916,84.63302657,28.52204853,41.21351688,0.990270989,0,0,16.0481988,1.996993759,1.268316948,654.4441114
33RO20210613,WCOA2021,CM30,70,1,12,11026,2,700112,33.510,9.986,100.1,,,9.986,100.1,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3170",Dickson ,"Uppstrom, 3157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,CM30,70,1,13,11054,2,700113,33.349,10.340,79.7,,,10.340,79.7,2228.4,2118.1,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3171",Dickson ,"Uppstrom, 3158",33.34899902,10.34000015,79.69999695,0,0,2228.399902,2118.100098,7.869903088,592.5914917,594.871582,2001.115554,91.02659548,25.95802967,44.14159295,1.103378058,0,0,15.47967339,2.158120028,1.370707309,602.1952422,10.34000015,79.69999695,7.869903008,592.5914925,594.8716263,2001.115554,91.02659548,25.95802967,44.14159295,1.103378058,0,0,15.47967339,2.158120028,1.370707309,602.1952847
33RO20210613,WCOA2021,CM30,70,1,14,11011,2,700114,33.131,11.113,59.9,,,11.113,59.9,2222.2,2087.4,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3172",Dickson ,"Uppstrom, 3159",33.13100052,11.11299992,59.90000153,0,0,2222.199951,2087.399902,7.930059433,509.8049316,511.7469788,1960.657356,104.9404861,21.80198668,50.30994204,1.363621245,0,0,14.37284098,2.500895096,1.589493566,518.385315,11.11299992,59.90000153,7.930059256,509.8049261,511.7469759,1960.657356,104.9404861,21.80198668,50.30994204,1.363621245,0,0,14.37284098,2.500895096,1.589493566,518.385321
33RO20210613,WCOA2021,CM30,70,1,15,11053,2,700115,32.936,11.526,50.6,,,11.526,50.6,2210.0,2053.6,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3173",Dickson ,"Uppstrom, 3160",32.93600082,11.52600002,50.59999847,0,0,2210,2053.600098,7.983819485,442.5877991,444.2648315,1917.466304,117.4366445,18.69708933,56.06841572,1.602630742,0,0,13.45423317,2.807123875,1.784522505,450.1905606,11.52600002,50.59999847,7.983819344,442.5878108,444.264831,1917.466304,117.4366445,18.69708933,56.06841572,1.602630742,0,0,13.45423317,2.807123875,1.784522505,450.1905711
33RO20210613,WCOA2021,CM30,70,1,16,11032,2,700116,32.859,11.869,40.2,,,11.869,40.2,2205.9,2045.5,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3174",Dickson ,"Uppstrom, 3161",32.85900116,11.86900043,40.20000076,0,0,2205.899902,2045.500122,7.990326881,435.3771667,437.0195923,1907.407521,119.893748,18.19882277,57.03502114,1.680297948,0,0,13.28130407,2.872961978,1.827007101,442.9844611,11.86900043,40.20000076,7.990327102,435.377181,437.0195962,1907.407521,119.893748,18.19882277,57.03502114,1.680297948,0,0,13.28130407,2.872961978,1.827007101,442.9844607
33RO20210613,WCOA2021,CM30,70,1,17,11052,2,700117,32.764,12.741,29.8,,,12.741,29.8,2201.7,2032.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3175",Dickson ,"Uppstrom, 3162",32.76399994,12.74100018,29.79999924,0,0,2201.699951,2032.000122,8.00168705,423.2660828,424.8450012,1889.019,125.7632305,17.21787518,59.28743251,1.87714257,0,0,12.90365553,3.022196334,1.924474275,430.9913661,12.74100018,29.79999924,8.001686583,423.2660883,424.8450018,1889.019,125.7632305,17.21787518,59.28743251,1.87714257,0,0,12.90365553,3.022196334,1.924474275,430.9913692
33RO20210613,WCOA2021,CM30,70,1,18,11002,2,700118,32.741,13.378,19.8,,,13.378,19.8,2199.0,2029.1,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3176",Dickson ,"Uppstrom, 3163",32.74100113,13.37800026,19.79999924,0,0,2199,2029.099976,7.99330616,433.1694641,434.7721558,1885.724385,126.1015367,17.27404541,59.12394032,1.958932929,0,0,12.87157669,3.037144802,1.936105422,441.3338526,13.37800026,19.79999924,7.993306111,433.1694503,434.77216,1885.724385,126.1015367,17.27404541,59.12394032,1.958932929,0,0,12.87157669,3.037144802,1.936105422,441.3338428
33RO20210613,WCOA2021,CM30,70,1,19,11028,2,700119,32.741,13.380,15.2,,,13.380,15.2,2199.0,2025.3,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3177",Dickson ,"Uppstrom, 3164",32.74100113,13.38000011,15.19999981,0,0,2199,2025.299927,8.002561569,422.9567566,424.521637,1880.035048,128.3991629,16.86572725,60.17594147,2.000797844,0,0,12.73594516,3.094974541,1.972871722,430.9294538,13.38000011,15.19999981,8.002561331,422.9567462,424.5216292,1880.035048,128.3991629,16.86572725,60.17594147,2.000797844,0,0,12.73594516,3.094974541,1.972871722,430.9294571
33RO20210613,WCOA2021,CM30,70,1,20,11022,2,700120,32.741,13.380,10.1,,,13.380,10.1,2201.7,2024.1,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3178",Dickson ,"Uppstrom, 3165",32.74100113,13.38000011,10.10000038,0,0,2201.699951,2024.099976,8.01166153,413.6756897,415.2062073,1876.75989,130.8444014,16.49563751,61.21877125,2.042343015,0,0,12.60853035,3.156729005,2.012116098,421.4734364,13.38000011,10.10000038,8.011661311,413.6756789,415.2062232,1876.75989,130.8444014,16.49563751,61.21877125,2.042343015,0,0,12.60853035,3.156729005,2.012116098,421.4734422
33RO20210613,WCOA2021,CM30,70,1,21,11062,2,700121,32.741,13.376,4.3,,,13.376,4.3,2199.9,2024.6,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3179",Dickson ,"Uppstrom, 3166",32.74100113,13.3760004,4.300000191,0,0,2199.899902,2024.600098,8.006715775,419.0275269,420.5779419,1878.478618,129.4102974,16.71113382,60.59319704,2.017497608,0,0,12.68247758,3.125291525,1.991925888,426.9245603,13.3760004,4.300000191,8.006715766,419.0275316,420.5779564,1878.478618,129.4102974,16.71113382,60.59319704,2.017497608,0,0,12.68247758,3.125291525,1.991925888,426.9245764
33RO20210613,WCOA2021,CM30,70,1,22,11024,2,700122,32.741,13.376,4.2,,,13.376,4.2,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3180",Dickson ,"Uppstrom, 3167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,CM30,70,1,23,11061,2,700123,32.741,13.376,3.2,,,13.376,3.2,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3181",Dickson ,"Uppstrom, 3168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,CM20,71,1,1,11031,2,710101,34.389,4.304,934.2,,,4.304,934.2,2356.5,2357.2,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3182",Dickson ,"Uppstrom, 3169",34.38899994,4.303999901,934.2000122,0,0,2356.5,2357.199951,7.551412582,1204.795532,1209.813965,2250.757441,41.80248398,64.64009593,21.85865335,0.307397351,0,0,19.15880984,0.831278979,0.529902114,1219.620009,4.303999901,934.2000122,7.551412653,1204.795561,1209.814049,2250.757441,41.80248398,64.64009593,21.85865335,0.307397351,0,0,19.15880984,0.831278979,0.529902114,1219.620074
33RO20210613,WCOA2021,CM20,71,1,2,11081,2,710102,34.389,4.307,933.8,,,4.307,933.8,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3183",Dickson ,"Uppstrom, 3170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,CM20,71,1,3,11020,2,710103,34.302,4.621,749.2,,,4.621,749.2,2340.1,2345.7,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 3184",Dickson ,"Uppstrom, 3171",34.30199814,4.620999813,749.2000122,0,0,2340.100098,2345.699951,7.538292408,1263.38855,1268.629028,2238.389343,40.26746192,67.04324475,20.90171459,0.303467107,0,0,19.01838808,0.831403941,0.528901486,1279.145049,4.620999813,749.2000122,7.53829232,1263.388523,1268.628929,2238.389343,40.26746192,67.04324475,20.90171459,0.303467107,0,0,19.01838808,0.831403941,0.528901486,1279.144992
