EXPOCODE,Cruise_ID,Section_ID,Station_ID,Cast_number,Rosette_Position,Niskin_ID,Niskin_flag,Sample_ID,Salinity_in,t_in,P_in,Total_P_in,Total_Si_in ,t_out,P_out,TA_data,TCO2_data,pH_data,fCO2_data,pCO2_data,pH Scale:,CO2 Constants:,KSO4 Source:,Total Boron Source:,Salinity_results_input_conditions,t_results_input_conditions,p_results_input_conditions,Total_P_results_input_conditions,Total_Si_results_input_conditions,TA_results_input_conditions,TCO2_results_input_conditions,pH_results_input_conditions,fCO2_results_input_conditions,pCO2_results_input_conditions,HCO3_results_input_conditions,CO3_results_input_conditions,CO2_results_input_conditions,B_Alk_results_input_conditions,OH_results_input_conditions,P_Alk_results_input_conditions,Si_Alk_results_input_conditions,Revelle_results_input_conditions,WCa_results_input_conditions,WAr_results_input_conditions,xCO2_results_input_conditions,t_results_output_conditions,P_results_output_conditions,pH_results_output_conditions,fCO2_results_output_conditions,pCO2_results_output_conditions,HCO3_results_output_conditions,CO3_results_output_conditions,CO2_results_output_conditions,B_Alk_results_output_conditions,OH_results_output_conditions,P_Alk_results_output_conditions,Si_Alk_results_output_conditions,Revelle_results_output_conditions,WCa_results_output_conditions,WAr_results_output_conditions,xCO2_results_output_conditions
n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,psu,oC,dbars, mmol/kgSW,mmol/kgSW,˚C,dbars,mmol/kgSW,mmol/kgSW,Chosen Scale, matm, matm,n.a.,n.a.,n.a.,n.a.,Salinity,˚C,dbars,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,pH,matm,matm,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,Revelle,Wca,War,xCO2,˚C,dbars,pH,matm,matm,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,mmol/kgSW,Revelle,Wca,War,dry at 1 atm (ppm)
n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,INPUT CONDITIONS,INPUT CONDITIONS,INPUT CONDITIONS,INPUT CONDITIONS,INPUT CONDITIONS,OUTPUT CONDITIONS,OUTPUT CONDITIONS,DATA (leave empty if no data),DATA (leave empty if no data),DATA (leave empty if no data),DATA (leave empty if no data),DATA (leave empty if no data),SCALES and CONSTANTS,SCALES and CONSTANTS,SCALES and CONSTANTS,SCALES and CONSTANTS,RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Input Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions),RESULTS (Output Conditions)
33RO20210613,WCOA2021,QC85,1,1,1,11031,2,10101,34.458,2.751,1350.2,,,2.751,1350.2,2389.3,2386.7,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1988",Dickson ,"Uppstrom, 1975",34.45800018,2.750999928,1350.199951,0,0,2389.300049,2386.699951,7.5677104,1108.868896,1113.584595,2281.22424,42.5051925,62.97046394,22.81328154,0.279734008,0,0,19.44162045,0.774733724,0.495639908,1121.666393,2.750999928,1350.199951,7.567710579,1108.868863,1113.584582,2281.22424,42.5051925,62.97046394,22.81328154,0.279734008,0,0,19.44162045,0.774733724,0.495639908,1121.66636
33RO20210613,WCOA2021,QC85,1,1,2,11081,2,10102,34.458,2.748,1351.1,,,2.748,1351.1,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1989",Dickson ,"Uppstrom, 1976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,QC85,1,1,3,11020,2,10103,34.384,3.374,1012.5,,,3.374,1012.5,2370.2,2376.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1990",Dickson ,"Uppstrom, 1977",34.38399887,3.374000072,1012.5,0,0,2370.199951,2376,7.544717312,1212.897217,1218.012573,2268.543606,40.12336104,67.33296399,21.16289861,0.275656037,0,0,19.20004146,0.783999352,0.499743493,1227.254542,3.374000072,1012.5,7.544717324,1212.897288,1218.012586,2268.543606,40.12336104,67.33296399,21.16289861,0.275656037,0,0,19.20004146,0.783999352,0.499743493,1227.254594
33RO20210613,WCOA2021,QC85,1,1,4,11058,2,10104,34.248,3.886,760.0,,,3.886,760.0,2342.7,2355.4,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1991",Dickson ,"Uppstrom, 1978",34.2480011,3.885999918,760,0,0,2342.699951,2355.399902,7.524906158,1298.230469,1303.668335,2246.628654,37.98856211,70.78279068,19.85261896,0.271986101,0,0,18.95417424,0.781974066,0.497067983,1313.927673,3.885999918,760,7.524905973,1298.230446,1303.668332,2246.628654,37.98856211,70.78279068,19.85261896,0.271986101,0,0,18.95417424,0.781974066,0.497067983,1313.927638
33RO20210613,WCOA2021,QC85,1,1,5,11008,2,10105,34.061,4.568,505.7,,,4.568,505.7,2310.0,2317.6,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1992",Dickson ,"Uppstrom, 1979",34.06100082,4.56799984,505.7000122,0,0,2310,2317.600098,7.543346405,1266.408447,1271.665039,2210.916737,39.2550637,67.42838445,20.3040055,0.298127747,0,0,18.9470996,0.851549466,0.539851203,1282.16837,4.56799984,505.7000122,7.54334656,1266.408441,1271.665076,2210.916737,39.2550637,67.42838445,20.3040055,0.298127747,0,0,18.9470996,0.851549466,0.539851203,1282.168349
33RO20210613,WCOA2021,QC85,1,1,6,11082,2,10106,33.873,5.972,253.6,,,5.972,253.6,2270.7,2236.5,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1993",Dickson ,"Uppstrom, 1980",33.8730011,5.972000122,253.6000061,0,0,2270.699951,2236.5,7.678541183,931.5994873,935.3950806,2135.603009,53.67420862,47.22269908,27.30831122,0.46153502,0,0,18.7287464,1.225940259,0.77590108,943.9221019,5.972000122,253.6000061,7.678541192,931.599443,935.3950294,2135.603009,53.67420862,47.22269908,27.30831122,0.46153502,0,0,18.7287464,1.225940259,0.77590108,943.9220573
33RO20210613,WCOA2021,QC85,1,1,7,11004,2,10107,33.704,6.977,152.5,,,6.977,152.5,2249.9,2192.6,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1994",Dickson ,"Uppstrom, 1981",33.70399857,6.977000237,152.5,0,0,2249.899902,2192.600098,7.747995377,792.0719604,795.2565918,2090.264597,63.53833996,38.79722749,31.98113176,0.595558541,0,0,17.96651974,1.481743921,0.937632855,803.0318892,6.977000237,152.5,7.747995219,792.0719531,795.2565679,2090.264597,63.53833996,38.79722749,31.98113176,0.595558541,0,0,17.96651974,1.481743921,0.937632855,803.0318776
33RO20210613,WCOA2021,QC85,1,1,8,11027,2,10108,33.536,7.267,126.2,,,7.267,126.2,2235.0,2175.8,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1995",Dickson ,"Uppstrom, 1982",33.5359993,7.267000198,126.1999969,0,0,2235,2175.800049,7.753340721,780.5272827,783.6535645,2073.714306,64.19980666,37.88592417,32.28544004,0.618622626,0,0,17.86645502,1.506229712,0.952903831,791.4715793,7.267000198,126.1999969,7.753340517,780.5272906,783.6535398,2073.714306,64.19980666,37.88592417,32.28544004,0.618622626,0,0,17.86645502,1.506229712,0.952903831,791.4715381
33RO20210613,WCOA2021,QC85,1,1,9,12052,2,10109,32.935,7.169,101.6,,,7.169,101.6,2206.3,2123.2,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1996",Dickson ,"Uppstrom, 1983",32.93500137,7.169000149,101.5999985,0,0,2206.300049,2123.199951,7.84189415,621.8509521,624.3448486,2017.749891,75.05692833,30.3930494,37.70857631,0.742473656,0,0,16.87690365,1.775130322,1.121118994,630.5334872,7.169000149,101.5999985,7.841893939,621.8509763,624.3448902,2017.749891,75.05692833,30.3930494,37.70857631,0.742473656,0,0,16.87690365,1.775130322,1.121118994,630.5335189
33RO20210613,WCOA2021,QC85,1,1,10,11067,2,10110,32.535,7.323,81.9,,,7.323,81.9,2181.3,2084.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1997",Dickson ,"Uppstrom, 1984",32.53499985,7.322999954,81.90000153,0,0,2181.300049,2084,7.891279697,545.9915161,548.1767578,1975.462891,81.93181747,26.60532787,41.14768985,0.838817637,0,0,16.17040227,1.949324492,1.230007045,553.6697996,7.322999954,81.90000153,7.891279527,545.9915006,548.1767534,1975.462891,81.93181747,26.60532787,41.14768985,0.838817637,0,0,16.17040227,1.949324492,1.230007045,553.6697944
33RO20210613,WCOA2021,QC85,1,1,11,11023,2,10111,32.288,7.736,60.6,,,7.736,60.6,2167.7,2040.4,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1998",Dickson ,"Uppstrom, 1985",32.2879982,7.736000061,60.59999847,0,0,2167.699951,2040.399902,7.97830677,437.335022,439.0759277,1921.09954,98.26106369,21.03933289,49.02489837,1.063990563,0,0,14.71057296,2.350628619,1.482886517,443.6035857,7.736000061,60.59999847,7.978306913,437.3350162,439.0759196,1921.09954,98.26106369,21.03933289,49.02489837,1.063990563,0,0,14.71057296,2.350628619,1.482886517,443.6035776
33RO20210613,WCOA2021,QC85,1,1,12,11026,2,10112,32.213,7.867,51.2,,,7.867,51.2,2164.1,2035.4,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 1999",Dickson ,"Uppstrom, 1986",32.21300125,7.867000103,51.20000076,0,0,2164.100098,2035.400146,7.98184824,433.5263977,435.249176,1915.569027,99.05959396,20.77151031,49.33718522,1.085274903,0,0,14.6352912,2.374983501,1.498105958,439.7782591,7.867000103,51.20000076,7.981848457,433.5264091,435.2491888,1915.569027,99.05959396,20.77151031,49.33718522,1.085274903,0,0,14.6352912,2.374983501,1.498105958,439.7782664
33RO20210613,WCOA2021,QC85,1,1,13,11054,2,10113,32.151,9.022,41.0,,,9.022,41.0,2164.0,2010.8,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2000",Dickson ,"Uppstrom, 1987",32.15100098,9.022000313,41,0,0,2164,2010.799927,8.030755997,383.8636475,385.3661804,1879.383362,113.726253,17.69032922,55.80756082,1.366001912,0,0,13.54566598,2.733335529,1.726789743,389.7068766,9.022000313,41,8.030756303,383.8636226,385.3661754,1879.383362,113.726253,17.69032922,55.80756082,1.366001912,0,0,13.54566598,2.733335529,1.726789743,389.7068755
33RO20210613,WCOA2021,QC85,1,1,14,11011,2,10114,32.083,10.431,31.4,,,10.431,31.4,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2001",Dickson ,"Uppstrom, 1988",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,QC85,1,1,15,11053,2,10115,32.081,10.401,31.4,,,10.401,31.4,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2002",Dickson ,"Uppstrom, 1989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,QC85,1,1,16,11032,2,10116,32.078,10.343,31.3,,,10.343,31.3,2159.5,1992.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2003",Dickson ,"Uppstrom, 1990",32.07799911,10.34300041,31.29999924,0,0,2159.5,1992,8.047921181,367.8769836,369.2924194,1853.066749,122.7022293,16.23105572,59.41492868,1.623012202,0,0,12.9411669,2.956684973,1.871478514,373.8430082,10.34300041,31.29999924,8.047920789,367.8769986,369.292436,1853.066749,122.7022293,16.23105572,59.41492868,1.623012202,0,0,12.9411669,2.956684973,1.871478514,373.8430223
33RO20210613,WCOA2021,QC85,1,1,17,11052,3,10117,31.955,11.781,20.5,,,11.781,20.5,2158.6,1978.1,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2004",Dickson ,"Uppstrom, 1991",31.95499992,11.78100014,20.5,0,0,2158.600098,1978.100098,8.058949471,358.83255,360.1877441,1831.751499,131.2292034,15.11934255,62.48034603,1.918781061,0,0,12.44243561,3.172517876,2.012428119,365.0775055,11.78100014,20.5,8.05894942,358.832568,360.1877633,1831.751499,131.2292034,15.11934255,62.48034603,1.918781061,0,0,12.44243561,3.172517876,2.012428119,365.0775147
33RO20210613,WCOA2021,QC85,1,1,18,11002,2,10118,31.947,12.620,11.1,,,12.620,11.1,2154.2,1975.6,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2005",Dickson ,"Uppstrom, 1992",31.9470005,12.61999989,11.10000038,0,0,2154.199951,1975.599854,8.042336464,375.0549011,376.4561157,1829.901459,130.3121349,15.38631563,61.67723765,2.006148958,0,0,12.47442905,3.157181667,2.005635326,381.8611977,12.61999989,11.10000038,8.042336163,375.0548996,376.4561466,1829.901459,130.3121349,15.38631563,61.67723765,2.006148958,0,0,12.47442905,3.157181667,2.005635326,381.8612185
33RO20210613,WCOA2021,QC85,1,1,19,11028,2,10119,31.952,13.192,6.0,,,13.192,6.0,2157.0,1975.3,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2006",Dickson ,"Uppstrom, 1993",31.95199966,13.19200039,6,0,0,2157,1975.300049,8.040534973,377.8385925,379.2398987,1827.557045,132.5197556,15.22322302,62.29895555,2.113664684,0,0,12.36370766,3.214546474,2.044275293,384.8958384,13.19200039,6,8.040535312,377.8386,379.2399232,1827.557045,132.5197556,15.22322302,62.29895555,2.113664684,0,0,12.36370766,3.214546474,2.044275293,384.8958543
33RO20210613,WCOA2021,QC85,1,1,20,11022,2,10120,31.955,13.417,5.3,,,13.417,5.3,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2007",Dickson ,"Uppstrom, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,QC85,1,1,21,11062,2,10121,31.956,13.512,5.1,,,13.512,5.1,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2008",Dickson ,"Uppstrom, 1995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,QC85,1,1,22,11024,2,10122,31.957,13.397,5.2,,,13.397,5.2,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2009",Dickson ,"Uppstrom, 1996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,QC74,2,1,1,11031,2,20101,34.242,4.062,886.4,,,4.062,886.4,2340.3,2350.7,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2010",Dickson ,"Uppstrom, 1997",34.24200058,4.061999798,886.4000244,0,0,2340.300049,2350.699951,7.524694443,1281.111206,1286.464722,2242.781928,38.51418504,69.40374154,20.24012569,0.279955263,0,0,19.00971573,0.773389259,0.492454892,1296.7158,4.061999798,886.4000244,7.524694663,1281.111208,1286.464811,2242.781928,38.51418504,69.40374154,20.24012569,0.279955263,0,0,19.00971573,0.773389259,0.492454892,1296.715868
33RO20210613,WCOA2021,QC74,2,1,2,11081,2,20102,34.242,4.062,886.3,,,4.062,886.3,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2011",Dickson ,"Uppstrom, 1998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,QC74,2,1,3,11020,2,20103,34.207,4.219,752.5,,,4.219,752.5,2331.9,2346.1,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2012",Dickson ,"Uppstrom, 1999",34.20700073,4.218999863,752.5,0,0,2331.899902,2346.100098,7.515276909,1326.757446,1332.290283,2237.159248,37.45977198,71.48103299,19.5768124,0.275380495,0,0,18.87819147,0.772821331,0.491347218,1343.02532,4.218999863,752.5,7.51527669,1326.757489,1332.290258,2237.159248,37.45977198,71.48103299,19.5768124,0.275380495,0,0,18.87819147,0.772821331,0.491347218,1343.02534
33RO20210613,WCOA2021,QC74,2,1,4,11058,2,20104,34.053,4.900,503.0,,,4.900,503.0,2306.6,2306.8,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2013",Dickson ,"Uppstrom, 2000",34.0530014,4.900000095,503,0,0,2306.600098,2306.800049,7.563953876,1206.423462,1211.409058,2201.782547,41.54561083,63.47194526,21.43028909,0.323800748,0,0,19.03066984,0.902040431,0.572055844,1221.651644,4.900000095,503,7.563953708,1206.42349,1211.409094,2201.782547,41.54561083,63.47194526,21.43028909,0.323800748,0,0,19.03066984,0.902040431,0.572055844,1221.65163
33RO20210613,WCOA2021,QC74,2,1,5,11008,2,20105,33.986,5.219,403.4,,,5.219,403.4,2295.1,2287.1,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2014",Dickson ,"Uppstrom, 2001",33.98600006,5.218999863,403.3999939,0,0,2295.100098,2287.100098,7.592018127,1136.900513,1141.578979,2183.778403,44.16560285,59.15606381,22.66247441,0.354070789,0,0,19.04972199,0.978561913,0.619997706,1151.450428,5.218999863,403.3999939,7.592018147,1136.900522,1141.578972,2183.778403,44.16560285,59.15606381,22.66247441,0.354070789,0,0,19.04972199,0.978561913,0.619997706,1151.450393
33RO20210613,WCOA2021,QC74,2,1,6,11082,2,20106,33.902,5.625,301.7,,,5.625,301.7,2279.8,2266.4,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2015",Dickson ,"Uppstrom, 2002",33.90200043,5.625,301.7000122,0,0,2279.800049,2266.399902,7.609506607,1097.905029,1102.398682,2164.144979,45.92218412,56.33263255,23.45461402,0.381169245,0,0,18.99901359,1.038743928,0.657548152,1112.207097,5.625,301.7000122,7.609506444,1097.905031,1102.398772,2164.144979,45.92218412,56.33263255,23.45461402,0.381169245,0,0,18.99901359,1.038743928,0.657548152,1112.207138
33RO20210613,WCOA2021,QC74,2,1,7,11004,2,20107,33.832,6.001,200.2,,,6.001,200.2,2271.9,2243.7,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2016",Dickson ,"Uppstrom, 2003",33.83200073,6.000999928,200.1999969,0,0,2271.899902,2243.699951,7.660019875,981.2712402,985.2677002,2142.575456,51.42300567,49.70150977,26.05934921,0.441394912,0,0,18.83169275,1.187120928,0.750818143,994.2677626,6.000999928,200.1999969,7.660020087,981.2712231,985.2676535,2142.575456,51.42300567,49.70150977,26.05934921,0.441394912,0,0,18.83169275,1.187120928,0.750818143,994.2677273
33RO20210613,WCOA2021,QC74,2,1,8,11027,2,20108,33.525,6.280,149.6,,,6.280,149.6,2252.3,2211.4,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2017",Dickson ,"Uppstrom, 2004",33.52500153,6.28000021,149.6000061,0,0,2252.300049,2211.399902,7.704895973,879.4125977,882.9810181,2110.999471,56.21495178,44.18541909,28.39103223,0.49970404,0,0,18.56295633,1.312872297,0.82965336,891.2065971,6.28000021,149.6000061,7.704896186,879.412574,882.9809882,2110.999471,56.21495178,44.18541909,28.39103223,0.49970404,0,0,18.56295633,1.312872297,0.82965336,891.2065894
33RO20210613,WCOA2021,QC74,2,1,9,12052,2,20109,33.268,6.535,124.7,,,6.535,124.7,2236.5,2186.8,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2018",Dickson ,"Uppstrom, 2005",33.26800156,6.534999847,124.6999969,0,0,2236.5,2186.800049,7.73519659,815.0872192,818.3835449,2086.424106,59.72676576,40.64924868,30.09383586,0.547165209,0,0,18.29680359,1.403650041,0.886593003,826.1449911,6.534999847,124.6999969,7.735196435,815.087227,818.3835172,2086.424106,59.72676576,40.64924868,30.09383586,0.547165209,0,0,18.29680359,1.403650041,0.886593003,826.1449775
33RO20210613,WCOA2021,QC74,2,1,10,11067,2,20110,33.227,6.586,100.7,,,6.586,100.7,2269.2,2181.8,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2019",Dickson ,"Uppstrom, 2006",33.22700119,6.585999966,100.6999969,0,0,2269.199951,2181.800049,7.856930733,613.6971436,616.1773071,2072.75273,78.48897071,30.55838122,38.75733373,0.726190904,0,0,16.85091864,1.853619265,1.170452003,622.0419847,6.585999966,100.6999969,7.856930649,613.6971417,616.1773228,2072.75273,78.48897071,30.55838122,38.75733373,0.726190904,0,0,16.85091864,1.853619265,1.170452003,622.0419729
33RO20210613,WCOA2021,QC74,2,1,11,11023,2,20111,33.227,6.585,101.3,,,6.585,101.3,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2020",Dickson ,"Uppstrom, 2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,QC74,2,1,12,11026,2,20112,33.071,6.829,81.0,,,6.829,81.0,2223.1,2163.8,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2021",Dickson ,"Uppstrom, 2008",33.07099915,6.828999996,81,0,0,2223.100098,2163.800049,7.76755619,753.6610107,756.6971436,2062.669902,63.88589455,37.24414859,32.07174106,0.603993927,0,0,17.93399675,1.515804798,0.956920772,764.022451,6.828999996,81,7.767556111,753.6610074,756.6970973,2062.669902,63.88589455,37.24414859,32.07174106,0.603993927,0,0,17.93399675,1.515804798,0.956920772,764.0224007
33RO20210613,WCOA2021,QC74,2,1,13,11054,2,20113,32.945,7.072,60.7,,,7.072,60.7,2214.5,2145.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2022",Dickson ,"Uppstrom, 2009",32.94499969,7.072000027,60.70000076,0,0,2214.5,2145,7.800364017,695.0357056,697.8267212,2042.323629,68.59378804,34.08261838,34.33909701,0.665795479,0,0,17.50223507,1.635016191,1.031999119,704.697387,7.072000027,60.70000076,7.800364012,695.0357424,697.8267206,2042.323629,68.59378804,34.08261838,34.33909701,0.665795479,0,0,17.50223507,1.635016191,1.031999119,704.6973737
33RO20210613,WCOA2021,QC74,2,1,14,11011,2,20114,32.666,7.617,50.6,,,7.617,50.6,2198.7,2109.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2023",Dickson ,"Uppstrom, 2010",32.66600037,7.617000103,50.59999847,0,0,2198.699951,2109,7.86144495,595.5866699,597.9612427,2001.762543,78.53056384,28.70688667,39.08312788,0.807066442,0,0,16.55090798,1.87835754,1.185650174,604.0756312,7.617000103,50.59999847,7.861444916,595.5866567,597.9612194,2001.762543,78.53056384,28.70688667,39.08312788,0.807066442,0,0,16.55090798,1.87835754,1.185650174,604.0756033
33RO20210613,WCOA2021,QC74,2,1,15,11053,2,20115,32.646,7.655,40.3,,,7.655,40.3,2198.9,2103.3,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2024",Dickson ,"Uppstrom, 2011",32.64599991,7.65500021,40.29999924,0,0,2198.899902,2103.300049,7.87978363,569.638916,571.9088745,1994.238254,81.63830817,27.42350468,40.55418229,0.844234597,0,0,16.27229473,1.956757799,1.234998458,577.7722981,7.65500021,40.29999924,7.879783796,569.6389146,571.9088928,1994.238254,81.63830817,27.42350468,40.55418229,0.844234597,0,0,16.27229473,1.956757799,1.234998458,577.772296
33RO20210613,WCOA2021,QC74,2,1,16,11032,2,20116,32.625,7.703,31.2,,,7.703,31.2,2191.5,2100.1,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2025",Dickson ,"Uppstrom, 2012",32.625,7.703000069,31.20000076,0,0,2191.5,2100.100098,7.867189884,586.7377319,589.0743408,1992.592595,79.30395258,28.20349494,39.49003396,0.823325287,0,0,16.4480378,1.904335215,1.201809195,595.1338176,7.703000069,31.20000076,7.867189686,586.7377139,589.0743575,1992.592595,79.30395258,28.20349494,39.49003396,0.823325287,0,0,16.4480378,1.904335215,1.201809195,595.1338412
33RO20210613,WCOA2021,QC74,2,1,17,11052,3,20117,32.324,8.627,20.8,,,8.627,20.8,2186.6,2072.7,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2026",Dickson ,"Uppstrom, 2013",32.32400131,8.626999855,20.79999924,0,0,2186.600098,2072.699951,7.92516613,509.0033569,511.0060425,1957.27718,91.67429074,23.74859617,44.95679625,1.029655382,0,0,15.35445411,2.209462887,1.395196567,516.6079917,8.626999855,20.79999924,7.925166365,509.0033377,511.0060277,1957.27718,91.67429074,23.74859617,44.95679625,1.029655382,0,0,15.35445411,2.209462887,1.395196567,516.6079745
33RO20210613,WCOA2021,QC74,2,1,18,11002,2,20118,32.336,8.592,20.5,,,8.592,20.5,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2027",Dickson ,"Uppstrom, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33RO20210613,WCOA2021,QC74,2,1,19,11028,2,20119,32.443,8.286,22.0,,,8.286,22.0,-999.0,-999.0,,,,Seawater scale (mol/kg-SW) ," K1, K2 from Mehrbach et al., 1973 refit by Dickson and Millero, 2028",Dickson ,"Uppstrom, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
