Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
3,2.98,15.0143,33.6011,24.8906,6.48,282.41,0.274,162.8,99.81
4,3.97,15.03,33.6014,24.8874,6.48,282.44,0.28,162.7,99.81
5,4.96,15.0403,33.6008,24.8847,6.49,282.6,0.334,162.67,99.81
6,5.96,15.0395,33.6009,24.885,6.47,282.03,0.322,162.67,99.81
7,6.95,15.0369,33.6007,24.8855,6.4,278.98,0.29,162.62,99.8
8,7.94,14.9986,33.6024,24.8951,6.16,268.57,0.305,162.63,99.81
9,8.94,14.8788,33.5936,24.9143,5.75,250.37,0.289,162.6,99.8
10,9.93,14.5116,33.6004,24.9984,5.48,238.9,0.237,162.92,99.77
11,10.92,14.1059,33.5967,25.081,5.06,220.63,0.203,163.18,99.66
12,11.91,13.5187,33.5933,25.1994,4.63,201.74,0.162,163.46,99.56
13,12.91,12.7607,33.5894,25.3477,4.46,194.46,0.113,163.9,99.47
14,13.9,12.413,33.6158,25.4357,4.37,190.14,0.075,164.29,99.37
15,14.89,12.0805,33.6242,25.5058,4.16,181.18,0.07,164.47,99.3
16,15.88,11.836,33.6276,25.5544,4.17,181.55,0.062,164.63,99.3
17,16.88,11.7551,33.6306,25.5719,4.15,180.74,0.063,164.73,99.32
18,17.87,11.7388,33.6344,25.5779,4.12,179.28,0.061,164.81,99.32
19,18.86,11.6945,33.6383,25.5892,4.08,177.77,0.062,164.85,99.33
20,19.86,11.6813,33.6412,25.5939,4.03,175.61,0.061,164.9,99.34
21,20.85,11.6298,33.6464,25.6075,3.94,171.69,0.059,164.96,99.34
22,21.84,11.566,33.6499,25.622,3.83,166.68,0.055,165.05,99.34
23,22.83,11.4432,33.6649,25.6562,3.78,164.68,0.05,165.15,99.35
24,23.83,11.416,33.6696,25.6649,3.77,163.97,0.049,165.18,99.37
25,24.82,11.396,33.6729,25.6711,3.75,163.14,0.048,165.22,99.38
26,25.81,11.3643,33.6766,25.6798,3.72,161.88,0.047,165.28,99.39
27,26.8,11.3198,33.681,25.6913,3.68,160.43,0.047,165.27,99.39
28,27.8,11.2812,33.6864,25.7026,3.67,159.72,0.047,165.33,99.39
29,28.79,11.2791,33.687,25.7035,3.65,158.85,0.047,165.29,99.4
30,29.78,11.2688,33.6887,25.7067,3.64,158.54,0.048,165.3,99.41
31,30.78,11.2446,33.6916,25.7134,3.63,158.12,0.046,165.36,99.41
32,31.77,11.2281,33.6928,25.7173,3.59,156.09,0.046,165.34,99.41
33,32.76,11.1317,33.7013,25.7413,3.54,154.13,0.046,165.4,98.09
34,33.75,11.0808,33.706,25.7541,3.51,152.73,0.046,165.42,99.37
35,34.75,11.0173,33.7106,25.7691,3.45,150.31,0.046,165.47,87.42
36,35.74,10.8728,33.7199,25.8021,3.42,148.94,0.045,165.58,99.57
37,36.73,10.816,33.7244,25.8157,3.43,149.36,0.044,165.55,99.44
38,37.72,10.784,33.7254,25.8222,3.42,148.96,0.045,165.56,99.45
39,38.72,10.762,33.7264,25.8269,3.4,148.06,0.044,165.54,99.46
40,39.71,10.7479,33.7281,25.8307,3.39,147.61,0.045,165.56,99.46
41,40.7,10.7393,33.7297,25.8335,3.38,147.3,0.044,165.51,99.46
42,41.7,10.7234,33.7308,25.8371,3.38,147.14,0.044,165.51,99.46
43,42.69,10.6813,33.7325,25.8459,3.37,146.7,0.044,165.5,99.46
44,43.68,10.6542,33.735,25.8526,3.35,145.93,0.044,165.48,99.46
45,44.67,10.5928,33.7377,25.8655,3.35,145.93,0.044,165.51,99.46
46,45.67,10.5608,33.74,25.8729,3.35,145.74,0.043,165.48,99.47
47,46.66,10.5545,33.741,25.8748,3.34,145.35,0.043,165.43,99.47
48,47.65,10.5517,33.7415,25.8757,3.34,145.37,0.043,165.43,99.48
49,48.64,10.5484,33.7428,25.8773,3.33,144.95,0.044,165.34,99.49
50,49.64,10.5385,33.7439,25.8799,3.32,144.61,0.043,165.34,99.48
51,50.63,10.5172,33.7452,25.8846,3.33,144.8,0.043,165.33,99.48
52,51.62,10.4932,33.7453,25.8889,3.31,144.23,0.043,165.36,99.49
53,52.61,10.44,33.7512,25.9027,3.3,143.54,0.043,165.33,99.49
54,53.61,10.4282,33.7548,25.9076,3.29,143.17,0.043,165.34,99.49
55,54.6,10.4227,33.7574,25.9106,3.28,142.71,0.043,165.32,99.49
56,55.59,10.4208,33.7617,25.9143,3.27,142.22,0.043,165.24,99.49
57,56.58,10.4095,33.763,25.9173,3.25,141.45,0.043,165.29,99.49
58,57.58,10.384,33.7665,25.9245,3.24,141.08,0.043,165.21,99.49
59,58.57,10.3637,33.7703,25.9309,3.24,140.94,0.042,165.28,99.49
60,59.56,10.3546,33.7721,25.9339,3.23,140.77,0.043,165.22,99.5
61,60.55,10.3444,33.7739,25.9371,3.23,140.65,0.043,165.22,99.5
62,61.55,10.3387,33.7745,25.9386,3.23,140.53,0.042,165.16,99.5
63,62.54,10.333,33.7753,25.9402,3.22,140.35,0.042,165.15,99.5
64,63.53,10.3289,33.7763,25.9417,3.2,139.39,0.042,165.1,99.5
65,64.52,10.3281,33.782,25.9463,3.18,138.44,0.043,165.1,99.51
66,65.52,10.3275,33.7878,25.9509,3.14,136.66,0.042,165.09,99.51
67,66.51,10.3243,33.799,25.9602,3.11,135.32,0.043,165.09,99.51
68,67.5,10.3166,33.8036,25.9652,3.1,135.15,0.043,165.06,99.51
69,68.49,10.3029,33.8078,25.9708,3.1,134.93,0.043,165.06,99.52
70,69.49,10.2935,33.8101,25.9742,3.09,134.49,0.043,165.04,99.53
71,70.48,10.288,33.8115,25.9763,3.08,134.11,0.043,165.01,99.53
72,71.47,10.2642,33.8145,25.9828,3.08,134.07,0.043,165.04,99.54
