Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
3,2.98,16.8358,33.5546,24.4437,6.2,270.34,0.082,141.49,99.79
4,3.97,16.8808,33.5598,24.4372,6.25,272.59,0.08,140.98,99.8
5,4.96,16.9459,33.561,24.4229,6.27,273.27,0.079,140.87,90.95
6,5.96,16.9732,33.5606,24.4163,6.3,274.75,0.079,140.82,99.9
7,6.95,17.0728,33.5618,24.3938,6.28,273.89,0.079,140.75,99.82
8,7.94,17.0873,33.5617,24.3903,6.26,272.85,0.079,140.72,99.83
9,8.94,16.894,33.5587,24.4335,6.27,273.14,0.079,140.67,99.82
10,9.93,16.1737,33.5541,24.5965,6.36,277.04,0.09,140.86,99.82
11,10.92,16.1862,33.5495,24.5901,6.25,272.63,0.098,140.83,99.81
12,11.91,15.7308,33.5432,24.6882,6.21,270.52,0.105,140.94,99.81
13,12.91,15.0342,33.5348,24.8355,6.15,268.14,0.134,141.06,99.36
14,13.9,14.9504,33.5327,24.8521,6,261.61,0.139,141.05,99.34
15,14.89,14.79,33.5343,24.8879,5.86,255.2,0.142,141.13,99.75
16,15.88,14.5113,33.5355,24.9485,5.77,251.52,0.134,141.24,99.7
17,16.88,14.2358,33.5397,25.01,5.71,248.93,0.138,141.41,99.64
18,17.87,14.1063,33.5401,25.0374,5.67,246.89,0.141,141.44,99.58
19,18.86,13.8252,33.5343,25.0912,5.55,242.01,0.154,141.6,99.56
20,19.86,13.7343,33.5322,25.1084,5.25,228.59,0.165,141.53,98.26
21,20.85,13.5519,33.5317,25.1453,4.98,216.96,0.156,141.72,99.55
22,21.84,13.3172,33.5301,25.1915,4.82,210.18,0.139,141.82,99.48
23,22.83,13.1086,33.5378,25.2393,4.72,205.54,0.098,141.98,99.41
24,23.83,13.028,33.5327,25.2514,4.73,206.01,0.084,141.89,99.37
25,24.82,12.9805,33.5273,25.2566,4.79,208.71,0.079,142,99.33
26,25.81,12.9439,33.5232,25.2607,4.77,207.93,0.08,141.88,99.32
27,26.8,12.9391,33.5261,25.2639,4.75,206.79,0.082,141.94,99.32
28,27.8,12.898,33.5465,25.2879,4.75,206.75,0.083,141.92,99.32
29,28.79,12.5765,33.5689,25.3681,4.77,207.65,0.09,142.04,99.32
30,29.78,12.5011,33.5693,25.383,4.76,207.28,0.089,142.07,99.32
31,30.78,12.4927,33.5706,25.3857,4.72,205.79,0.088,142.08,99.32
32,31.77,12.4813,33.572,25.389,4.7,204.81,0.086,142.12,99.32
33,32.76,12.4609,33.5735,25.3942,4.68,203.79,0.086,142.15,99.32
34,33.75,12.4407,33.579,25.4024,4.65,202.33,0.086,142.12,99.31
35,34.75,12.4064,33.5829,25.412,4.61,200.68,0.082,142.14,99.3
36,35.74,12.3589,33.5856,25.4233,4.58,199.52,0.081,142.21,99.3
37,36.73,12.3222,33.5861,25.4307,4.56,198.63,0.08,142.19,99.3
38,37.72,12.2636,33.5871,25.4427,4.54,197.72,0.079,142.19,97.25
39,38.72,12.2482,33.5889,25.4471,4.51,196.42,0.08,142.22,99.29
40,39.71,12.1998,33.5871,25.455,4.47,194.81,0.079,142.3,99.29
41,40.7,12.1335,33.5875,25.4679,4.45,193.69,0.074,142.3,99.29
42,41.69,12.0628,33.5841,25.4787,4.44,193.35,0.074,142.37,99.3
43,42.69,12.0449,33.5849,25.4827,4.41,192.02,0.072,142.29,90.88
44,43.68,12.0196,33.5884,25.4902,4.39,191.02,0.07,142.36,97.15
45,44.67,11.989,33.5908,25.4978,4.37,190.49,0.07,142.34,99.28
46,45.67,11.962,33.5903,25.5025,4.35,189.25,0.07,142.32,99.24
47,46.66,11.9121,33.5873,25.5096,4.32,188.02,0.069,142.21,98.17
48,47.65,11.8615,33.5905,25.5216,4.3,187.45,0.067,142.3,99.31
49,48.64,11.8626,33.5972,25.5266,4.29,186.64,0.066,142.28,99.32
50,49.64,11.8523,33.6026,25.5328,4.26,185.58,0.068,142.33,99.32
51,50.63,11.8217,33.6055,25.5407,4.23,184.07,0.067,142.31,99.31
52,51.62,11.7824,33.6058,25.5483,4.18,182.11,0.067,142.23,90.74
53,52.61,11.7073,33.6089,25.5647,4.14,180.25,0.065,142.3,99.24
54,53.61,11.6384,33.6158,25.5829,4.09,178.11,0.064,142.34,99.32
55,54.6,11.5671,33.6213,25.6003,4.06,176.8,0.062,142.35,99.32
56,55.59,11.5141,33.6268,25.6144,4.05,176.45,0.061,142.28,99.33
57,56.58,11.4862,33.6298,25.6219,4.04,176.1,0.062,142.31,99.34
58,57.58,11.476,33.6307,25.6245,4.02,175.23,0.063,142.19,99.34
59,58.57,11.4611,33.6313,25.6276,3.99,173.61,0.061,142.24,99.34
60,59.56,11.4409,33.6322,25.6321,3.96,172.27,0.059,142.32,99.34
61,60.55,11.3804,33.6365,25.6465,3.94,171.54,0.059,142.26,93.72
62,61.55,11.3184,33.6439,25.6636,3.92,170.65,0.059,142.29,96.5
63,62.54,11.3035,33.646,25.6679,3.89,169.48,0.059,142.29,99.43
64,63.53,11.2829,33.6502,25.6749,3.87,168.54,0.057,142.32,99.36
65,64.52,11.2582,33.655,25.6832,3.85,167.63,0.057,142.25,99.36
66,65.52,11.2305,33.6573,25.69,3.82,166.48,0.057,142.28,99.37
67,66.51,11.1949,33.6613,25.6995,3.78,164.66,0.058,142.3,99.37
68,67.5,11.1264,33.6682,25.7173,3.72,162.09,0.057,142.29,99.37
69,68.49,11.0491,33.6758,25.7371,3.67,159.78,0.056,142.28,99.37
70,69.49,10.9771,33.6885,25.7598,3.64,158.68,0.054,142.32,99.38
71,70.48,10.9474,33.6948,25.7701,3.62,157.73,0.052,142.33,99.39
72,71.47,10.9263,33.6995,25.7775,3.56,155.01,0.053,142.36,99.39
73,72.46,10.9204,33.7024,25.7808,3.47,150.97,0.052,142.31,99.4
74,73.46,10.8936,33.7232,25.8018,3.43,149.39,0.05,142.29,99.41
75,74.45,10.8302,33.7282,25.817,3.41,148.48,0.047,142.34,99.41
76,75.44,10.795,33.7383,25.8311,3.4,147.98,0.048,142.33,99.42
77,76.43,10.7833,33.7413,25.8355,3.39,147.41,0.046,142.36,99.44
78,77.43,10.7722,33.7429,25.8388,3.36,146.48,0.046,142.38,99.44
79,78.42,10.7654,33.7442,25.841,3.34,145.44,0.047,142.41,99.45
80,79.41,10.7418,33.7481,25.8482,3.33,144.84,0.046,142.48,99.45
81,80.4,10.6651,33.7566,25.8683,3.32,144.74,0.045,142.4,99.46
82,81.4,10.5807,33.7592,25.8851,3.31,144.14,0.045,142.41,99.46
83,82.39,10.5428,33.7646,25.8959,3.3,143.6,0.045,142.42,99.46
84,83.38,10.5371,33.766,25.8981,3.28,142.61,0.045,142.37,99.46
85,84.37,10.5284,33.7688,25.9018,3.26,141.96,0.045,142.46,99.46
86,85.37,10.5213,33.771,25.9047,3.26,141.74,0.045,142.48,99.47
87,86.36,10.5141,33.7722,25.907,3.24,140.84,0.045,142.45,99.48
88,87.35,10.5092,33.7762,25.911,3.22,140.08,0.045,142.41,99.48
89,88.34,10.4913,33.78,25.917,3.21,139.53,0.045,142.39,99.49
90,89.34,10.4748,33.7802,25.92,3.19,138.83,0.044,142.37,99.49
91,90.33,10.4388,33.7878,25.9322,3.18,138.26,0.045,142.35,99.49
92,91.32,10.4172,33.7915,25.9389,3.16,137.75,0.045,142.37,99.49
93,92.31,10.4072,33.793,25.9418,3.16,137.54,0.044,142.4,99.49
94,93.31,10.3918,33.7953,25.9463,3.15,136.96,0.044,142.4,99.49
95,94.3,10.378,33.7977,25.9506,3.14,136.64,0.044,142.36,99.5
96,95.29,10.363,33.8005,25.9553,3.14,136.64,0.044,142.39,99.5
97,96.28,10.3601,33.8012,25.9564,3.14,136.61,0.044,142.34,99.51
98,97.27,10.3596,33.8013,25.9566,3.14,136.64,0.043,142.26,99.51
99,98.27,10.3592,33.8014,25.9567,3.13,136.3,0.043,142.29,99.51
100,99.26,10.3573,33.8017,25.9573,3.12,135.85,0.043,142.23,99.51
101,100.25,10.3556,33.8017,25.9576,3.1,134.83,0.044,142.23,99.51
102,101.24,10.3169,33.8067,25.9683,3.08,133.94,0.044,142.24,99.51
103,102.24,10.2854,33.8136,25.9791,3.06,133.32,0.043,142.34,99.51
104,103.23,10.2775,33.8153,25.9817,3.05,132.65,0.043,142.3,99.51
105,104.22,10.2574,33.8199,25.9888,3.03,132.11,0.043,142.3,99.51
106,105.21,10.2399,33.8243,25.9952,3.02,131.24,0.043,142.24,99.52
107,106.21,10.226,33.8276,26.0002,3,130.47,0.043,142.26,99.53
108,107.2,10.2139,33.831,26.005,2.97,129.31,0.042,142.25,99.53
109,108.19,10.1991,33.8343,26.01,2.94,128.09,0.042,142.29,99.54
110,109.18,10.1646,33.8425,26.0224,2.92,127.17,0.042,142.22,99.54
111,110.17,10.1393,33.8491,26.0318,2.88,125.21,0.042,142.24,99.54
112,111.17,10.1099,33.8554,26.0418,2.83,123.39,0.042,142.29,99.54
113,112.16,10.0389,33.8722,26.0669,2.83,123.28,0.042,142.26,99.54
114,113.15,10.0013,33.88,26.0794,2.82,122.74,0.042,142.28,99.56
115,114.14,9.9682,33.8865,26.09,2.78,121.2,0.042,142.27,99.56
116,115.14,9.9305,33.8946,26.1028,2.75,119.53,0.041,142.23,99.56
117,116.13,9.8673,33.9102,26.1255,2.74,119.23,0.041,142.3,99.56
118,117.12,9.8225,33.9213,26.1417,2.74,119.34,0.04,142.3,99.57
119,118.11,9.8155,33.9227,26.144,2.74,119.15,0.04,142.26,99.58
120,119.11,9.8132,33.9236,26.1451,2.74,119.23,0.041,142.18,99.58
121,120.1,9.8111,33.9244,26.1461,2.75,119.75,0.042,142.17,99.58
122,121.09,9.8069,33.9249,26.1472,2.78,120.87,0.041,142.23,99.58
123,122.08,9.7982,33.9257,26.1493,2.8,121.75,0.04,142.2,99.58
124,123.07,9.7632,33.9304,26.1588,2.79,121.42,0.04,142.13,99.58
125,124.07,9.7386,33.9369,26.168,2.77,120.69,0.04,142.1,99.58
126,125.06,9.7328,33.9386,26.1703,2.76,120.23,0.04,142.18,99.58
127,126.05,9.7293,33.9398,26.1719,2.75,119.65,0.04,142.18,99.58
128,127.04,9.727,33.9405,26.1728,2.74,119.04,0.041,142.17,99.58
129,128.04,9.7246,33.9421,26.1745,2.72,118.57,0.04,142.12,99.58
130,129.03,9.7223,33.9435,26.1759,2.7,117.44,0.04,142.11,99.58
131,130.02,9.7139,33.947,26.1801,2.67,116.07,0.04,142.12,99.58
132,131.01,9.7074,33.9501,26.1836,2.64,114.75,0.04,142.16,99.58
133,132,9.7019,33.9536,26.1873,2.61,113.46,0.04,142.11,99.59
134,133,9.6981,33.9568,26.1905,2.59,112.78,0.04,142.09,99.6
135,133.99,9.6961,33.9587,26.1923,2.59,112.57,0.04,142.16,99.61
136,134.98,9.6939,33.9596,26.1934,2.58,112.31,0.04,142.12,99.61
137,135.97,9.6924,33.96,26.1939,2.56,111.56,0.04,142.15,99.61
138,136.97,9.6883,33.9614,26.1957,2.55,110.88,0.04,142.11,99.62
139,137.96,9.676,33.9658,26.2012,2.55,110.82,0.04,142.1,99.62
140,138.95,9.6738,33.9667,26.2023,2.55,110.83,0.041,142.03,99.63
141,139.94,9.6721,33.9673,26.2031,2.54,110.48,0.041,142.06,99.63
142,140.93,9.6697,33.9681,26.2041,2.51,109.13,0.04,142.04,99.63
143,141.93,9.6625,33.9704,26.2071,2.47,107.52,0.04,142.04,99.63
144,142.92,9.6453,33.9766,26.2148,2.45,106.66,0.04,142.06,99.63
145,143.91,9.6339,33.981,26.2201,2.45,106.6,0.04,141.91,99.63
146,144.9,9.6303,33.9822,26.2217,2.46,107.15,0.04,141.95,99.63
147,145.89,9.6233,33.9824,26.2231,2.47,107.62,0.04,141.93,99.63
148,146.89,9.6164,33.9836,26.2251,2.47,107.59,0.04,141.88,99.64
149,147.88,9.6155,33.9841,26.2257,2.47,107.35,0.04,142,99.64
150,148.87,9.6154,33.9843,26.2259,2.46,107.21,0.04,141.99,99.64
151,149.86,9.6141,33.9849,26.2266,2.46,107.17,0.04,142.03,99.64
152,150.85,9.6125,33.9854,26.2273,2.45,106.76,0.04,141.94,99.64
153,151.85,9.6104,33.9861,26.2281,2.45,106.45,0.04,141.96,99.64
154,152.84,9.6057,33.9872,26.2298,2.45,106.71,0.04,141.9,99.64
155,153.83,9.5938,33.9891,26.2333,2.46,107.04,0.04,141.91,99.65
156,154.82,9.5856,33.99,26.2354,2.46,106.91,0.04,141.9,99.65
157,155.82,9.5819,33.9906,26.2364,2.45,106.66,0.04,141.86,99.65
158,156.81,9.5787,33.9912,26.2374,2.45,106.45,0.041,141.85,99.65
159,157.8,9.5781,33.9914,26.2378,2.43,105.74,0.04,141.87,99.65
160,158.79,9.5765,33.9924,26.2388,2.41,104.93,0.04,141.87,99.65
161,159.78,9.5734,33.9952,26.2415,2.4,104.41,0.04,141.86,99.65
162,160.78,9.5711,33.9967,26.2431,2.38,103.77,0.04,141.8,99.66
163,161.77,9.5653,33.9992,26.246,2.38,103.38,0.04,141.81,99.66
164,162.76,9.56,34.0013,26.2485,2.36,102.91,0.04,141.85,99.66
165,163.75,9.5558,34.0025,26.2502,2.34,102.01,0.04,141.79,99.66
166,164.74,9.5445,34.0061,26.2548,2.34,101.72,0.04,141.78,99.66
167,165.74,9.5361,34.0085,26.2582,2.34,101.89,0.04,141.82,99.66
168,166.73,9.5322,34.0095,26.2596,2.34,101.86,0.04,141.77,99.66
169,167.72,9.5312,34.0098,26.26,2.33,101.6,0.04,141.79,99.66
170,168.71,9.5298,34.0103,26.2607,2.33,101.29,0.04,141.7,99.67
171,169.7,9.5285,34.0108,26.2613,2.33,101.2,0.04,141.72,99.67
172,170.7,9.5256,34.0116,26.2624,2.32,101.17,0.04,141.71,99.67
173,171.69,9.5191,34.013,26.2646,2.32,101.06,0.04,141.73,99.67
174,172.68,9.5142,34.0142,26.2663,2.33,101.35,0.04,141.72,99.67
175,173.67,9.5097,34.0148,26.2675,2.34,101.66,0.04,141.67,99.68
176,174.66,9.5041,34.0155,26.269,2.33,101.19,0.04,141.68,99.67
177,175.66,9.4975,34.0169,26.2712,2.31,100.46,0.04,141.66,99.68
178,176.65,9.4896,34.0193,26.2744,2.3,100.1,0.041,141.66,99.68
179,177.64,9.4796,34.022,26.2782,2.3,100.12,0.04,141.66,99.67
180,178.63,9.4704,34.0233,26.2807,2.27,98.94,0.04,141.65,99.68
181,179.62,9.4628,34.0263,26.2843,2.23,97.2,0.04,141.62,99.68
182,180.62,9.4569,34.0308,26.2888,2.21,96.29,0.04,141.62,99.68
183,181.61,9.4501,34.0338,26.2923,2.21,96.01,0.04,141.66,99.68
184,182.6,9.4459,34.0347,26.2937,2.2,95.79,0.04,141.62,99.68
