Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
4,3.97,15.775,31.849,23.3754,6.67,291.04,0.069,158.68,99.83
5,4.96,15.7775,31.8504,23.3759,6.67,291.03,0.07,158.62,99.83
6,5.95,15.7791,31.8508,23.3759,6.68,291.49,0.07,158.63,99.83
7,6.94,15.7792,31.8511,23.3761,6.7,292.58,0.07,158.61,99.83
8,7.93,15.5911,31.852,23.4184,7.1,309.92,0.07,158.62,99.84
9,8.93,14.6733,31.866,23.6268,7.88,343.77,0.074,158.75,99.86
10,9.92,13.0208,31.9559,24.0319,8.1,353.24,0.072,158.88,99.93
11,10.91,12.0644,31.9523,24.2113,7.59,331.08,0.077,159.38,99.94
12,11.9,11.6963,31.973,24.2952,7.38,321.71,0.081,159.47,99.92
13,12.89,11.4035,32.0153,24.381,7.36,321,0.083,159.59,99.89
14,13.88,11.3392,32.0463,24.4165,7.1,309.46,0.086,159.62,99.88
15,14.87,11.1806,32.117,24.4998,6.71,292.65,0.083,159.77,99.85
16,15.87,10.8138,32.1717,24.6067,6.27,273.37,0.077,159.97,99.79
17,16.86,10.7022,32.257,24.6924,5.54,241.43,0.074,160.11,99.69
18,17.85,10.4097,32.3418,24.8086,4.95,215.9,0.064,160.52,99.56
19,18.84,10.2393,32.365,24.8555,4.53,197.58,0.059,160.64,99.34
20,19.83,10.0061,32.4051,24.9256,4.28,186.56,0.058,160.88,99.3
21,20.82,9.823,32.4454,24.9873,4.16,181.29,0.056,160.94,99.31
22,21.82,9.6766,32.4813,25.0392,3.79,165.24,0.054,161.09,99.35
23,22.81,9.4211,32.5536,25.1369,3.59,156.49,0.053,161.28,99.37
24,23.8,9.1269,32.6429,25.2534,3.52,153.51,0.05,161.4,99.38
25,24.79,8.9934,32.6887,25.3101,3.32,144.45,0.048,161.57,99.46
26,25.78,8.8202,32.7595,25.3924,3.26,141.93,0.048,161.67,99.49
27,26.77,8.7186,32.8032,25.4422,3.2,139.33,0.049,161.72,99.5
28,27.77,8.6555,32.8245,25.4684,3.13,136.36,0.049,161.79,99.51
29,28.76,8.5695,32.8579,25.5077,3.07,133.81,0.049,161.9,99.54
30,29.75,8.532,32.8748,25.5267,3.01,131.06,0.049,161.91,99.55
31,30.74,8.475,32.8962,25.552,2.93,127.66,0.049,161.93,99.56
32,31.73,8.4088,32.9184,25.5794,2.9,126.17,0.048,162.05,99.57
33,32.72,8.3801,32.9283,25.5915,2.88,125.29,0.048,162.06,99.58
34,33.71,8.3482,32.9374,25.6034,2.86,124.61,0.048,162.09,99.59
35,34.71,8.2918,32.9527,25.6238,2.84,123.79,0.047,162.16,92.94
36,35.7,8.2083,32.9795,25.6573,2.8,121.87,0.046,162.16,99.17
37,36.69,8.1407,33.0058,25.6879,2.77,120.61,0.045,162.16,99.62
38,37.68,8.0944,33.0269,25.7112,2.75,119.9,0.044,162.26,99.61
39,38.67,8.0864,33.0332,25.7173,2.73,118.76,0.046,162.26,99.62
40,39.66,8.0889,33.0389,25.7214,2.69,117.34,0.046,162.23,99.63
41,40.66,8.084,33.0517,25.7322,2.65,115.56,0.048,162.22,99.63
42,41.65,8.0742,33.0637,25.7431,2.62,114.24,0.047,162.17,99.12
43,42.64,8.0355,33.0801,25.7617,2.6,113.27,0.048,162.24,98.51
44,43.63,7.9585,33.1052,25.7926,2.56,111.46,0.048,162.23,97.4
45,44.62,7.8607,33.1304,25.8266,2.5,108.92,0.048,162.33,96.67
46,45.61,7.7717,33.162,25.8642,2.49,108.41,0.045,162.4,95.67
47,46.6,7.768,33.1632,25.8657,2.48,108.06,0.044,162.31,94.62
