Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
4,3.97,18.8916,33.6359,24.0064,5.57,242.8,0.048,135.4,99.68
5,4.96,18.8976,33.6359,24.0049,5.57,242.88,0.048,135.3,99.68
6,5.96,18.8996,33.6359,24.0045,5.58,243.2,0.048,135.28,99.68
7,6.95,18.8914,33.636,24.0067,5.59,243.81,0.048,135.17,99.68
8,7.94,18.8807,33.6359,24.0093,5.59,243.96,0.049,135.17,98.97
9,8.94,18.874,33.6346,24.0101,5.61,244.54,0.049,135.2,99.73
10,9.93,18.6989,33.6289,24.0498,5.63,245.72,0.049,135.29,99.68
11,10.92,18.6994,33.6356,24.0548,5.65,246.53,0.05,135.21,99.68
12,11.92,18.4342,33.6259,24.1135,5.71,248.86,0.051,135.2,99.68
13,12.91,18.4626,33.6241,24.1052,5.68,247.79,0.054,135.21,99.69
14,13.9,18.4909,33.6224,24.0968,5.68,247.82,0.054,135.24,99.71
15,14.89,18.4082,33.6276,24.1214,5.7,248.38,0.052,135.22,99.7
16,15.89,18.3123,33.6308,24.1476,5.67,247.08,0.052,135.24,99.7
17,16.88,18.3976,33.622,24.1198,5.75,250.55,0.052,135.18,87.69
18,17.87,17.9874,33.6179,24.2176,5.77,251.47,0.052,135.45,99.51
19,18.87,17.5773,33.6128,24.3131,5.79,252.4,0.058,135.53,99.67
20,19.86,17.1671,33.6067,24.4064,5.81,253.32,0.062,135.34,99.75
21,20.85,17.0921,33.5853,24.4077,6.02,262.36,0.06,135.37,99.77
22,21.84,16.2439,33.5677,24.5914,6.05,263.85,0.067,135.74,99.72
23,22.84,15.3956,33.5453,24.7647,6.09,265.33,0.073,135.77,99.73
24,23.83,15.2852,33.541,24.7858,6.08,265.09,0.076,135.79,99.75
25,24.82,15.1423,33.5336,24.8114,6.08,265.07,0.081,135.78,99.73
26,25.82,14.9989,33.5304,24.8401,6.04,263.15,0.089,135.87,99.72
27,26.81,14.8745,33.5253,24.8632,5.99,261,0.095,135.91,99.71
28,27.8,14.6864,33.5139,24.8949,6,261.32,0.098,135.96,99.7
29,28.79,14.4996,33.5036,24.9268,6,261.23,0.1,136.06,99.68
30,29.79,14.302,33.4949,24.9619,5.98,260.58,0.099,136.07,99.67
31,30.78,14.1749,33.4897,24.9845,5.95,259.13,0.102,136.1,99.66
32,31.77,14.0938,33.4872,24.9996,5.93,258.22,0.104,136.13,99.65
33,32.77,14.0045,33.4853,25.0167,5.89,256.45,0.104,136.21,99.63
34,33.76,13.9351,33.4818,25.0284,5.85,255.02,0.106,136.19,99.62
35,34.75,13.8379,33.4797,25.0469,5.85,254.88,0.1,136.21,99.62
36,35.74,13.7611,33.4789,25.0621,5.83,254.07,0.102,136.26,99.6
37,36.74,13.7159,33.4784,25.071,5.76,251.09,0.104,136.28,99.58
38,37.73,13.6677,33.4773,25.0801,5.69,247.81,0.1,136.31,99.58
39,38.72,13.5948,33.4771,25.0948,5.68,247.47,0.098,136.31,99.57
40,39.72,13.4507,33.48,25.1263,5.65,246.05,0.098,136.34,99.56
41,40.71,13.2697,33.4815,25.164,5.57,242.49,0.098,136.37,91.61
42,41.7,13.1796,33.4772,25.1787,5.55,241.59,0.089,136.46,99.68
43,42.69,13.122,33.4754,25.1889,5.53,240.72,0.087,136.49,99.5
44,43.69,13.0423,33.472,25.202,5.49,239.25,0.087,136.48,99.49
45,44.68,12.9321,33.468,25.2208,5.36,233.66,0.087,136.68,97.23
46,45.67,12.6852,33.4591,25.2623,5.27,229.77,0.084,136.8,93.18
47,46.66,12.2428,33.396,25.2986,5.33,231.96,0.073,136.87,83.98
48,47.66,11.9978,33.3796,25.3323,5.32,231.87,0.067,136.95,98.32
