Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
3,2.98,15.4558,33.5855,24.7817,6.15,267.97,0.146,159.58,74.19
4,3.97,15.5001,33.5875,24.7734,6.16,268.31,0.15,159.24,73.45
5,4.96,15.4878,33.5855,24.7746,6.08,264.98,0.15,159.17,72.43
6,5.96,15.2644,33.5822,24.8214,5.95,259.28,0.15,159.19,71.4
7,6.95,14.9034,33.5759,24.8953,5.83,254.18,0.144,159.3,70.43
8,7.94,14.6672,33.5727,24.9437,5.78,251.74,0.167,159.47,69.51
9,8.94,14.4249,33.568,24.9917,5.73,249.81,0.15,159.54,68.71
10,9.93,14.3601,33.5697,25.0067,5.68,247.46,0.154,159.57,67.27
11,10.92,14.3166,33.5722,25.0179,5.59,243.71,0.155,159.59,66.48
12,11.91,14.2348,33.5747,25.0371,5.43,236.5,0.171,159.59,65.77
13,12.91,13.892,33.5686,25.1038,5.29,230.48,0.138,159.78,64.41
14,13.9,13.7175,33.5637,25.136,5.13,223.46,0.13,159.89,63.35
15,14.89,13.4294,33.5619,25.1933,5.02,218.86,0.12,160.02,62.67
16,15.88,13.3225,33.5615,25.2146,4.98,216.98,0.108,160.12,61.53
17,16.88,13.2198,33.5628,25.2362,4.89,212.94,0.103,160.22,60.58
18,17.87,13.0863,33.5613,25.2617,4.78,208.3,0.098,160.3,59.54
19,18.86,12.9007,33.5617,25.2988,4.72,205.4,0.086,160.38,58.38
20,19.86,12.807,33.5629,25.3183,4.61,200.63,0.087,160.44,57.64
21,20.85,12.6317,33.5619,25.3517,4.52,196.89,0.07,160.53,56.77
22,21.84,12.4045,33.565,25.3982,4.5,195.89,0.064,160.63,55.64
23,22.83,12.3466,33.565,25.4093,4.48,195.01,0.064,160.67,54.55
24,23.83,12.3322,33.5652,25.4122,4.44,193.31,0.061,160.86,53.59
25,24.82,12.2739,33.5652,25.4234,4.41,192.01,0.059,161.2,52.63
26,25.81,12.2012,33.567,25.4387,4.37,190.35,0.058,161.08,51.63
27,26.8,12.1747,33.5716,25.4474,4.32,188.33,0.058,161.07,50.56
28,27.8,12.0888,33.584,25.4733,4.27,185.83,0.065,161.11,49.61
29,28.79,12.0315,33.5867,25.4863,4.22,183.63,0.06,161.14,48.69
30,29.78,11.9543,33.5879,25.5018,4.16,181.01,0.057,161.17,47.73
31,30.78,11.8747,33.5948,25.5221,4.08,177.48,0.056,161.21,46.64
32,31.77,11.7376,33.609,25.5587,4.03,175.56,0.052,161.28,45.55
33,32.76,11.6323,33.618,25.5853,4.01,174.73,0.053,161.35,44.57
34,33.75,11.6248,33.6187,25.5872,3.98,173.45,0.052,161.39,43.62
35,34.75,11.6244,33.619,25.5875,3.89,169.48,0.051,161.36,42.62
36,35.74,11.4551,33.6329,25.6295,3.8,165.68,0.051,161.39,41.55
37,36.73,11.2924,33.6528,25.6746,3.74,162.75,0.051,161.49,40.58
38,37.72,11.1736,33.6668,25.707,3.68,160.15,0.05,161.54,39.64
39,38.72,11.076,33.6797,25.7347,3.66,159.55,0.049,161.61,38.67
40,39.71,11.0764,33.6803,25.7351,3.66,159.2,0.049,161.61,37.63
41,40.7,11.061,33.6823,25.7394,3.65,158.77,0.048,161.62,36.58
42,41.69,11.0422,33.6854,25.7452,3.63,158.16,0.049,161.64,35.55
43,42.69,11.0311,33.6871,25.7485,3.59,156.51,0.049,161.65,34.59
44,43.68,10.9839,33.6936,25.762,3.54,153.93,0.049,161.68,33.62
45,44.67,10.8796,33.7096,25.7931,3.51,152.98,0.049,161.71,32.59
46,45.66,10.8478,33.7147,25.8027,3.5,152.42,0.048,161.72,31.55
47,46.66,10.838,33.716,25.8055,3.47,151.14,0.048,161.75,30.52
48,47.65,10.8027,33.7232,25.8173,3.44,149.6,0.048,161.72,29.49
49,48.64,10.7657,33.7303,25.8295,3.4,147.82,0.047,161.76,28.61
50,49.64,10.7295,33.7381,25.8419,3.37,146.71,0.046,161.82,27.66
51,50.63,10.6911,33.7445,25.8537,3.34,145.54,0.046,161.76,26.58
52,51.62,10.6412,33.7517,25.8681,3.31,144.09,0.046,161.79,25.48
53,52.61,10.6124,33.7563,25.8767,3.3,143.83,0.045,161.78,24.48
54,53.61,10.6024,33.7583,25.8801,3.3,143.71,0.046,161.77,23.41
55,54.6,10.5955,33.7594,25.8821,3.29,143.32,0.046,161.8,22.44
56,55.59,10.5808,33.7612,25.8861,3.29,143.36,0.046,161.76,21.48
57,56.58,10.572,33.762,25.8883,3.29,143.03,0.046,161.73,20.4
58,57.58,10.5617,33.7639,25.8916,3.28,142.81,0.046,161.68,19.36
59,58.57,10.5637,33.7636,25.891,3.28,142.75,0.046,161.63,18.47
60,59.56,10.5651,33.7631,25.8904,3.28,142.73,0.045,161.61,17.36
61,60.55,10.563,33.7632,25.8909,3.27,142.5,0.046,161.54,16.4
62,61.55,10.5654,33.7629,25.8902,3.28,142.66,0.046,161.5,15.43
63,62.54,10.5655,33.7626,25.89,3.28,142.9,0.047,161.42,14.37
64,63.53,10.5657,33.7624,25.8898,3.28,142.65,0.047,161.37,13.36
65,64.52,10.5668,33.7623,25.8896,3.28,142.72,0.046,161.3,12.38
66,65.52,10.5664,33.7623,25.8897,3.28,142.88,0.046,161.2,11.33
67,66.51,10.5656,33.7628,25.8902,3.28,142.64,0.046,160.61,10.22
