Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
4,3.97,15.8559,31.3744,22.9928,6.06,264.51,0.055,187.04,98.53
5,4.96,15.8552,31.3739,22.9926,6.06,264.64,0.054,186.92,99.7
6,5.95,15.8545,31.3733,22.9923,6.1,266.16,0.054,186.89,99.67
7,6.94,15.8532,31.3724,22.992,6.11,266.81,0.055,186.86,99.68
8,7.94,15.8525,31.3716,22.9915,6.1,266.39,0.056,186.78,99.68
9,8.93,15.8519,31.3709,22.9912,6.11,266.88,0.055,186.79,99.68
10,9.92,15.8538,31.3725,22.992,6.12,267.06,0.055,186.78,99.69
11,10.91,15.8582,31.3758,22.9936,6.12,267.2,0.055,186.73,99.68
12,11.9,15.858,31.3755,22.9935,6.12,266.96,0.055,186.73,99.68
13,12.89,15.8578,31.3753,22.9934,6.13,267.41,0.055,186.63,99.68
14,13.89,15.8551,31.3732,22.9924,6.13,267.67,0.055,186.58,99.68
15,14.88,15.8249,31.3737,22.9995,6.14,268.25,0.055,186.57,99.69
16,15.87,15.7346,31.3779,23.0227,6.41,279.71,0.055,186.57,99.69
17,16.86,14.4493,31.5646,23.4416,6.79,296.22,0.059,186.81,99.69
18,17.85,13.0669,31.7418,23.8574,7.19,313.64,0.064,187.13,99.76
19,18.85,11.776,31.9014,24.2251,7.34,319.96,0.071,187.4,99.81
20,19.84,11.6407,31.9189,24.2635,7.21,314.17,0.074,187.31,99.86
21,20.83,11.6001,31.9261,24.2764,7.11,309.8,0.074,187.36,99.86
22,21.82,11.5129,31.9349,24.299,7.09,309.14,0.075,187.37,99.85
23,22.81,11.4719,31.9424,24.3122,7.07,308.25,0.077,187.34,99.83
24,23.8,11.4473,31.9463,24.3197,7.06,307.61,0.076,187.38,99.81
25,24.8,11.3741,31.952,24.3373,7.07,308.12,0.076,187.4,99.8
26,25.79,11.2628,31.9616,24.3646,7.05,307.37,0.078,187.42,99.8
27,26.78,11.0651,31.9653,24.4024,6.97,303.89,0.078,187.37,99.8
28,27.77,10.8675,31.9688,24.4397,7.04,307.1,0.078,187.48,99.8
29,28.76,10.4431,32.0022,24.5385,7.09,309.06,0.078,187.58,99.79
30,29.76,10.144,32.0162,24.5996,7,305,0.085,187.65,99.78
31,30.75,9.4527,32.0718,24.7555,7.12,310.09,0.078,187.8,99.76
32,31.74,9.2675,32.0897,24.7988,7.07,308.29,0.072,187.78,99.75
33,32.73,9.1705,32.1019,24.8235,6.95,302.88,0.072,187.87,99.76
34,33.72,8.865,32.1221,24.8866,6.76,294.73,0.072,187.95,99.73
35,34.71,8.774,32.1289,24.9058,6.69,291.6,0.068,187.99,99.7
36,35.71,8.7174,32.138,24.9215,6.62,288.52,0.067,188.01,99.66
37,36.7,8.6782,32.1441,24.9322,6.54,285.02,0.066,188.01,99.63
38,37.69,8.6228,32.1543,24.9486,6.47,281.75,0.067,188.06,96.25
39,38.68,8.5693,32.1736,24.9717,6.38,278.14,0.067,188.02,99.55
40,39.67,8.5304,32.204,25.0014,6.33,275.65,0.069,188.04,97.72
41,40.66,8.5201,32.2183,25.0142,6.29,273.98,0.069,188.06,99.54
42,41.66,8.5181,32.2227,25.0179,6.28,273.66,0.068,188.03,99.51
43,42.65,8.5171,32.2262,25.0209,6.26,272.81,0.068,188.01,99.49
