Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
3,2.98,13.355,32.6953,24.5377,6.13,267.09,0.052,176.21,-0.06
4,3.97,13.3547,32.6953,24.5378,6.12,266.91,0.052,176.1,3.48
5,4.96,13.3538,32.6957,24.5382,6.12,266.8,0.053,175.87,3.06
6,5.95,13.3552,32.6954,24.5378,6.13,267.04,0.059,175.86,1.68
7,6.95,13.3559,32.6954,24.5377,6.14,267.72,0.054,175.87,1.18
8,7.94,13.3561,32.6953,24.5376,6.13,267.38,0.056,175.82,1.18
9,8.93,13.3557,32.6954,24.5377,6.16,268.3,0.059,175.82,1.01
10,9.92,13.3559,32.6953,24.5376,6.15,268.18,0.056,175.73,80.14
11,10.92,13.3558,32.6954,24.5378,6.15,268.16,0.053,175.68,101.05
12,11.91,13.3554,32.6953,24.5378,6.17,268.99,0.055,175.65,99.63
13,12.9,13.3578,32.6951,24.5372,6.16,268.35,0.056,175.6,99.63
14,13.89,13.3551,32.6953,24.5379,6.16,268.7,0.061,175.61,99.63
15,14.88,13.357,32.6953,24.5376,6.17,268.89,0.063,175.57,99.63
16,15.88,13.3518,32.6951,24.5385,6.17,269.07,0.062,175.58,96.45
17,16.87,13.3476,32.6953,24.5395,6.17,269.08,0.059,175.53,99.58
18,17.86,13.3457,32.6954,24.54,6.18,269.25,0.064,175.5,99.63
19,18.85,13.3476,32.6951,24.5394,6.18,269.21,0.061,175.49,99.63
20,19.85,13.3493,32.695,24.539,6.17,268.98,0.059,175.46,99.63
21,20.84,13.3476,32.695,24.5394,6.16,268.51,0.062,175.44,99.63
22,21.83,13.346,32.6952,24.5399,6.15,268.19,0.062,175.38,99.63
23,22.82,13.3025,32.6965,24.5496,6.18,269.3,0.06,175.37,99.63
24,23.82,13.1786,32.7056,24.5813,6.21,270.64,0.061,175.39,99.63
25,24.81,13.1012,32.7107,24.6006,6.21,270.82,0.062,175.36,99.63
26,25.8,13.0461,32.7142,24.6142,6.21,270.53,0.066,175.36,99.63
27,26.79,12.7573,32.7389,24.6898,6.28,273.63,0.065,175.46,99.63
28,27.78,12.4047,32.7806,24.79,6.31,275.04,0.07,175.59,99.63
29,28.78,12.1059,32.8023,24.8635,6.31,275.13,0.075,175.6,99.64
30,29.77,11.9189,32.8106,24.9049,6.32,275.45,0.074,175.59,99.64
31,30.76,11.7204,32.8466,24.9696,6.31,275.08,0.077,175.64,99.63
32,31.75,11.6465,32.8745,25.0049,6.27,273.16,0.079,175.67,99.63
33,32.74,11.6683,32.9236,25.039,6.21,270.58,0.078,175.67,99.62
34,33.74,11.6903,32.9742,25.0743,6.21,270.43,0.075,175.68,99.61
35,34.73,11.6757,32.9909,25.09,6.21,270.39,0.079,175.72,99.59
36,35.72,11.6452,33.0012,25.1036,6.19,269.48,0.081,175.69,99.58
37,36.71,11.5822,33.0059,25.1189,6.18,269.08,0.083,175.59,94.07
