Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
4,3.97,12.9547,31.9982,24.0773,5.98,260.77,0.05,214.8,99.66
5,4.96,12.8871,31.992,24.0857,6.07,264.64,0.05,214.25,99.62
6,5.95,12.8195,31.9858,24.094,6.33,276.17,0.05,213.85,99.62
7,6.94,12.7878,31.9741,24.0912,6.47,282.19,0.053,213.7,99.69
8,7.93,12.7562,31.9625,24.0882,6.47,282.07,0.051,213.53,99.74
9,8.92,12.7245,31.9508,24.0853,6.53,284.7,0.052,213.33,99.75
10,9.91,12.6147,31.9451,24.102,6.56,286.24,0.053,213.05,99.75
11,10.9,12.4366,31.9425,24.1339,6.62,288.58,0.054,212.83,99.76
12,11.9,12.3882,31.9408,24.1418,6.63,289.01,0.058,212.62,99.77
13,12.89,12.3568,31.941,24.1479,6.63,288.97,0.066,212.44,99.78
14,13.88,12.3136,31.9436,24.158,6.64,289.42,0.076,211.91,99.78
15,14.87,12.293,31.9434,24.1618,6.68,291.12,0.065,203.77,99.78
16,15.86,12.0924,31.9547,24.2081,6.73,293.46,0.069,202.43,99.78
17,16.85,11.9353,31.9615,24.2425,6.79,296.18,0.07,202.5,99.78
18,17.84,11.7675,31.9701,24.28,6.82,297.34,0.074,202.49,99.79
19,18.83,11.5065,31.9825,24.337,6.89,300.45,0.069,202.5,99.8
20,19.82,11.0565,31.9977,24.429,6.98,304.48,0.07,202.57,99.8
21,20.82,10.9573,32.0036,24.451,6.97,303.93,0.078,202.49,99.81
22,21.81,10.9279,32.0194,24.4684,6.94,302.51,0.078,202.5,99.82
23,22.8,10.9206,32.0238,24.4732,6.92,301.5,0.08,202.41,99.81
24,23.79,10.9111,32.0271,24.4774,6.91,301.18,0.084,202.39,99.8
25,24.78,10.9036,32.0292,24.4804,6.9,301,0.084,202.36,99.8
26,25.77,10.8617,32.0295,24.4879,6.9,300.77,0.087,202.3,99.8
27,26.76,10.8313,32.0304,24.4939,6.9,300.65,0.09,202.25,99.8
28,27.75,10.7759,32.0305,24.5035,6.9,301,0.09,202.27,99.8
29,28.75,10.7332,32.042,24.5199,6.91,301.05,0.094,202.22,99.79
30,29.74,10.7142,32.0579,24.5356,6.89,300.39,0.101,202.18,99.79
31,30.73,10.5863,32.0573,24.5571,6.88,299.94,0.101,202.22,99.79
32,31.72,10.3313,32.0703,24.6105,6.92,301.69,0.101,202.23,99.78
33,32.71,10.0966,32.0725,24.6514,6.94,302.46,0.099,202.21,99.78
34,33.7,9.9572,32.0674,24.6705,6.93,302.11,0.098,202.2,99.78
35,34.69,9.8328,32.0694,24.6925,6.93,301.9,0.098,202.18,99.78
