Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
3,2.98,21.3149,33.5472,23.3031,5.71,249.17,0.049,144.96,99.78
4,3.97,21.4111,33.558,23.2851,5.67,247.66,0.05,144.51,99.79
5,4.96,21.2674,33.5508,23.3189,5.7,248.89,0.049,144.44,99.79
6,5.96,20.8268,33.5309,23.4228,5.78,252.37,0.05,144.57,99.78
7,6.95,20.7144,33.525,23.4485,5.78,252,0.049,144.54,99.8
8,7.94,20.5315,33.5201,23.4936,5.79,252.77,0.049,144.53,99.8
9,8.94,20.4433,33.5165,23.5143,5.8,253.1,0.049,144.57,99.8
10,9.93,20.3098,33.512,23.5462,5.81,253.6,0.049,144.55,99.79
11,10.92,20.1307,33.5052,23.5882,5.81,253.48,0.049,144.55,99.79
12,11.91,19.8398,33.4926,23.6546,5.82,253.81,0.05,144.56,99.79
13,12.91,19.371,33.4756,23.7627,5.84,254.97,0.049,144.63,99.78
14,13.9,18.8928,33.4579,23.8706,5.89,257,0.048,144.72,99.78
15,14.89,18.5145,33.449,23.9584,5.9,257.45,0.045,144.75,99.78
16,15.89,18.2397,33.4425,24.0214,5.92,258.29,0.046,144.77,99.77
17,16.88,17.941,33.4409,24.0934,5.97,260.44,0.046,144.83,99.76
18,17.87,17.7229,33.4428,24.1477,6.02,262.57,0.045,144.84,99.76
19,18.86,17.5299,33.4426,24.1941,6.07,264.87,0.045,144.84,99.76
20,19.86,17.1908,33.44,24.2729,6.13,267.27,0.045,144.82,99.77
21,20.85,16.9455,33.4469,24.3361,6.16,268.44,0.045,144.86,99.78
22,21.84,16.6971,33.4578,24.4025,6.25,272.46,0.046,144.87,89.75
23,22.84,16.5139,33.4796,24.4617,6.3,274.81,0.046,144.91,99.82
24,23.83,16.2823,33.5002,24.5308,6.36,277.07,0.048,144.97,99.79
25,24.82,15.9535,33.4897,24.5974,6.43,280.26,0.049,145.01,99.8
26,25.81,15.4522,33.507,24.7228,6.49,282.94,0.053,145.08,99.8
27,26.81,15.2197,33.5033,24.7712,6.47,281.77,0.057,145.08,99.82
28,27.8,15.1502,33.5309,24.8076,6.37,277.48,0.064,145.15,99.82
29,28.79,14.9514,33.5367,24.8554,6.31,275.17,0.08,145.13,99.81
30,29.79,14.7709,33.5298,24.889,6.29,273.97,0.089,145.23,99.8
31,30.78,14.4851,33.4937,24.9223,6.26,272.69,0.096,145.31,99.78
32,31.77,14.3157,33.4727,24.9419,6.19,269.8,0.102,145.29,99.75
33,32.76,14.1759,33.4522,24.9555,6.11,266.44,0.105,145.34,99.73
34,33.76,14.0579,33.4396,24.9704,6.08,264.95,0.105,145.32,99.72
35,34.75,13.9988,33.4397,24.9828,6.04,263.14,0.103,145.34,99.69
36,35.74,13.9894,33.4478,24.991,5.9,256.87,0.106,145.31,99.67
37,36.73,13.7426,33.4255,25.0247,5.74,250.1,0.108,145.34,99.66
38,37.73,13.3125,33.3923,25.0863,5.66,246.49,0.101,145.47,99.62
39,38.72,13.2243,33.394,25.1053,5.58,242.93,0.099,145.47,99.56
40,39.71,13.1983,33.404,25.1183,5.53,241.06,0.091,145.49,99.53
41,40.71,13.1569,33.4084,25.13,5.47,238.51,0.091,145.48,99.49
42,41.7,13.0875,33.4094,25.1446,5.41,235.53,0.09,145.52,99.46
43,42.69,12.9865,33.4011,25.1582,5.37,234.09,0.087,145.53,99.45
44,43.68,12.8777,33.3991,25.1781,5.33,231.99,0.082,145.54,99.43
45,44.68,12.7988,33.3969,25.1919,5.23,227.99,0.081,145.54,99.41
46,45.67,12.6531,33.3937,25.2179,5.21,227.07,0.074,145.53,99.4
47,46.66,12.6031,33.3926,25.2268,5.19,226.01,0.074,145.51,99.39
48,47.65,12.5887,33.3934,25.2302,5.1,222.24,0.075,145.52,99.37
49,48.65,12.4256,33.384,25.2544,4.99,217.36,0.071,145.53,99.37
50,49.64,12.2911,33.3955,25.2891,4.89,212.91,0.069,145.54,99.36
51,50.63,12.2107,33.4195,25.3231,4.81,209.62,0.067,145.52,99.34
52,51.62,12.1444,33.4373,25.3495,4.75,207.02,0.069,145.58,99.32
