Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
3,2.98,16.2544,33.5417,24.5683,5.92,258.03,0.07,147.87,99.71
4,3.97,16.2643,33.5417,24.5661,5.92,257.95,0.065,147.49,99.7
5,4.96,16.2629,33.5414,24.5662,5.92,258.07,0.065,147.37,99.7
6,5.96,16.2436,33.5418,24.5709,5.93,258.32,0.066,147.36,99.7
7,6.95,16.2528,33.5419,24.5689,5.93,258.28,0.065,147.35,99.7
8,7.94,16.2588,33.542,24.5677,5.92,258.14,0.064,147.24,97.71
9,8.94,16.2351,33.542,24.5732,5.92,257.99,0.067,147.25,99.7
10,9.93,16.149,33.5427,24.5934,5.95,259.22,0.076,147.25,99.7
11,10.92,16.0617,33.5389,24.6103,5.96,259.82,0.08,147.24,99.7
12,11.91,16.0036,33.5353,24.6207,5.96,259.78,0.089,147.26,99.7
13,12.91,15.971,33.5344,24.6275,5.96,259.69,0.092,147.25,99.7
14,13.9,15.9441,33.5343,24.6335,5.96,259.88,0.094,147.26,99.7
15,14.89,15.9334,33.5347,24.6363,5.97,260.18,0.098,147.25,99.7
16,15.88,15.9178,33.5343,24.6395,5.95,259.54,0.099,147.14,99.7
17,16.88,15.8782,33.5338,24.6481,5.96,259.77,0.1,147.19,99.7
18,17.87,15.8646,33.534,24.6513,5.96,259.56,0.101,147.15,99.69
19,18.86,15.8568,33.5341,24.6532,5.94,258.95,0.103,147.06,99.69
20,19.86,15.8431,33.5339,24.6562,5.94,259.09,0.102,147.09,99.69
21,20.85,15.8332,33.5339,24.6584,5.93,258.58,0.102,147.02,99.68
22,21.84,15.8234,33.534,24.6607,5.93,258.25,0.101,147.05,99.68
23,22.83,15.8044,33.5354,24.6661,5.92,257.87,0.098,146.99,99.68
24,23.83,15.7903,33.5388,24.6719,5.91,257.41,0.095,146.97,99.68
25,24.82,15.785,33.5417,24.6754,5.9,257.06,0.094,146.98,99.68
26,25.81,15.7848,33.542,24.6757,5.89,256.8,0.098,147.02,99.68
27,26.81,15.7927,33.5464,24.6773,5.89,256.69,0.096,147.02,99.67
28,27.8,15.8082,33.5515,24.6778,5.88,256.09,0.095,147.03,99.67
29,28.79,15.8099,33.5527,24.6784,5.86,255.56,0.092,146.98,99.67
30,29.78,15.7661,33.5547,24.6898,5.85,255.12,0.092,147.01,99.66
31,30.78,15.7059,33.5521,24.7013,5.84,254.42,0.089,147.02,99.66
32,31.77,15.5877,33.5498,24.7259,5.85,254.88,0.084,147,99.66
33,32.76,15.5413,33.5524,24.7382,5.84,254.41,0.088,146.99,99.65
34,33.75,15.4734,33.5564,24.7564,5.82,253.8,0.092,147.01,99.64
35,34.75,15.3872,33.5588,24.7773,5.82,253.63,0.089,146.99,99.64
36,35.74,15.292,33.5654,24.8034,5.81,253.11,0.086,147.03,99.63
37,36.73,15.0217,33.5797,24.8736,5.72,249.2,0.094,147.02,99.63
38,37.72,14.406,33.5665,24.9954,5.51,239.91,0.107,147.21,99.63
39,38.72,13.8834,33.5258,25.0733,5.14,223.82,0.086,147.41,98.01
40,39.71,13.1694,33.5152,25.2101,4.97,216.56,0.076,147.62,99.49
41,40.7,12.5161,33.529,25.3492,4.88,212.48,0.069,147.87,99.43
42,41.7,12.4564,33.5327,25.3636,4.79,208.57,0.066,147.97,99.36
43,42.69,12.4178,33.5383,25.3754,4.78,208.04,0.066,147.9,99.34
44,43.68,12.3894,33.5459,25.3868,4.7,204.84,0.067,147.95,99.32
45,44.67,12.3614,33.5589,25.4023,4.65,202.4,0.065,147.92,99.32
46,45.67,12.3182,33.5667,25.4167,4.65,202.54,0.066,147.97,99.32
47,46.66,12.2996,33.5682,25.4214,4.62,201.1,0.065,148.01,99.3
48,47.65,12.2737,33.5683,25.4264,4.56,198.64,0.065,148.08,99.3
49,48.64,12.2471,33.5697,25.4326,4.45,194,0.063,148.08,99.3
50,49.64,12.1994,33.5769,25.4473,4.36,190.07,0.063,148.04,99.3
51,50.63,11.9711,33.5887,25.4997,4.21,183.37,0.062,148.16,99.3
52,51.62,11.5665,33.6103,25.5918,3.97,172.78,0.058,148.33,99.32
53,52.61,11.4082,33.617,25.6261,3.85,167.62,0.056,148.43,99.32
54,53.61,11.3184,33.6335,25.6553,3.73,162.61,0.056,148.46,99.32
55,54.6,11.026,33.6602,25.7288,3.66,159.24,0.054,148.62,99.33
56,55.59,10.8421,33.6845,25.7804,3.6,156.55,0.051,148.62,99.36
57,56.58,10.7775,33.6956,25.8005,3.56,154.84,0.05,148.69,99.38
58,57.58,10.7434,33.7029,25.8122,3.51,152.63,0.049,148.69,99.39
59,58.57,10.6924,33.7107,25.8273,3.46,150.78,0.048,148.68,99.4
60,59.56,10.6347,33.7232,25.8472,3.45,150.1,0.048,148.72,99.41
61,60.55,10.5829,33.7326,25.8636,3.44,149.66,0.049,148.71,99.41
62,61.55,10.5413,33.7417,25.8779,3.42,148.69,0.047,148.74,99.43
63,62.54,10.5141,33.7454,25.8855,3.4,147.84,0.046,148.74,99.44
64,63.53,10.4674,33.7526,25.8993,3.39,147.68,0.047,148.74,99.44
65,64.53,10.4479,33.7565,25.9057,3.37,146.67,0.046,148.73,99.45
66,65.52,10.4335,33.7596,25.9107,3.34,145.49,0.045,148.73,99.46
67,66.51,10.4123,33.7652,25.9187,3.33,144.97,0.045,148.77,99.46
68,67.5,10.3743,33.7734,25.9317,3.32,144.71,0.045,148.76,99.46
69,68.5,10.3513,33.7782,25.9394,3.3,143.6,0.044,148.79,99.46
70,69.49,10.3314,33.782,25.9458,3.26,141.87,0.044,148.8,99.47
71,70.48,10.303,33.7871,25.9547,3.23,140.78,0.043,148.84,99.47
72,71.47,10.2629,33.7972,25.9694,3.23,140.62,0.043,148.78,99.47
