Pressure,Depth,TemperatureITS90,SalinityPSS78,SigmathetaEOS80,Oxygen,Oxygen_alt1,Fluorescence,OxygenReductionPotential,Altimeter
3,2.97,13.7231,31.4969,23.5376,6.91,301.55,0.084,156.53,99.9
4,3.96,13.7176,31.4998,23.5411,6.95,303.09,0.083,156.11,99.9
5,4.96,13.7324,31.4986,23.5372,6.98,304.49,0.084,155.84,99.9
6,5.95,13.7263,31.4984,23.5383,6.99,305.18,0.088,155.77,99.9
7,6.94,13.722,31.4997,23.5401,7.01,305.9,0.088,155.84,99.9
8,7.93,13.7094,31.5011,23.5438,7.01,305.85,0.088,155.82,99.91
9,8.92,13.7017,31.5017,23.5458,6.97,304.29,0.089,155.81,99.91
10,9.91,13.5701,31.5235,23.5891,6.95,303.42,0.091,155.83,99.91
11,10.9,13.2547,31.5652,23.6839,6.98,304.65,0.09,155.96,99.9
12,11.89,12.874,31.5931,23.7797,7.01,305.78,0.095,156.03,99.9
13,12.89,12.6925,31.6026,23.8219,7.02,306.05,0.099,156.01,99.9
14,13.88,12.4713,31.6202,23.8777,7.06,307.86,0.099,155.97,99.9
15,14.87,12.4046,31.6245,23.8937,7.03,306.84,0.106,155.97,99.9
16,15.86,12.3741,31.637,23.9091,7.02,306.07,0.11,155.96,99.9
17,16.85,12.3061,31.6417,23.9255,7.01,305.94,0.119,156.01,99.9
18,17.84,12.2387,31.6441,23.9401,7.01,305.8,0.133,156.04,99.89
19,18.83,12.0673,31.6511,23.9774,7.03,306.66,0.153,156.03,99.89
20,19.82,12.0186,31.6539,23.9886,7.04,307.05,0.162,155.97,99.89
21,20.81,11.9994,31.6556,23.9935,7.02,306.03,0.165,156.04,99.89
22,21.81,11.9874,31.6575,23.9971,7.02,306.15,0.166,156.02,99.89
23,22.8,11.9573,31.6611,24.0055,7,305.44,0.166,155.96,99.88
24,23.79,11.8341,31.6716,24.0363,6.99,305.05,0.164,156.02,99.89
25,24.78,11.5745,31.6875,24.0958,6.99,304.79,0.161,156.06,99.88
26,25.77,11.3777,31.6884,24.1318,6.9,300.92,0.153,156.1,89.24
27,26.76,11.0882,31.6967,24.1895,6.85,298.55,0.135,156.17,99.83
28,27.75,10.9346,31.7087,24.2257,6.78,295.78,0.126,156.21,99.85
29,28.74,10.7766,31.726,24.2664,6.7,292.19,0.118,156.25,99.83
30,29.73,10.5754,31.7476,24.3178,6.63,289,0.111,156.31,99.29
31,30.73,10.1755,31.8015,24.427,6.53,284.63,0.105,156.37,96.57
32,31.72,9.6417,31.8441,24.5474,6.49,283.01,0.09,156.54,99.73
33,32.71,9.5761,31.8526,24.5646,6.42,279.83,0.087,156.53,99.73
34,33.7,9.5714,31.8574,24.5692,6.34,276.36,0.084,156.54,99.69
35,34.69,9.55,31.8632,24.5771,6.32,275.42,0.083,156.49,99.67
36,35.68,9.5349,31.8678,24.5832,6.3,274.81,0.082,156.49,99.66
37,36.67,9.5279,31.8707,24.5866,6.3,274.63,0.081,156.55,99.65
38,37.66,9.5104,31.8839,24.5996,6.3,274.73,0.08,156.47,99.64
39,38.65,9.4055,31.8925,24.623,6.21,270.72,0.078,156.47,99.65
40,39.65,9.0595,31.9405,24.7147,6.16,268.55,0.074,156.62,99.63
41,40.64,8.642,32.0455,24.8605,6.17,268.83,0.065,156.79,99.6
42,41.63,8.5456,32.0675,24.8923,6.12,266.73,0.06,156.71,99.58
43,42.62,8.5249,32.0721,24.899,6.08,264.74,0.059,156.77,99.57
44,43.61,8.507,32.0766,24.9052,6,261.58,0.059,156.67,98.52
45,44.6,8.436,32.0872,24.924,5.93,258.27,0.058,156.76,99.49
46,45.59,8.2647,32.1219,24.9765,5.81,253.02,0.055,156.71,97.26
47,46.58,8.1085,32.1604,25.0294,5.74,250.28,0.052,156.8,99.49
48,47.57,8.1009,32.1629,25.0325,5.71,248.61,0.052,156.83,99.46
49,48.56,8.0922,32.1661,25.0363,5.68,247.57,0.052,156.77,99.42
50,49.56,8.0871,32.1688,25.0391,5.68,247.27,0.052,156.79,99.41
51,50.55,8.0852,32.1699,25.0403,5.69,247.92,0.052,156.78,99.41
52,51.54,8.0446,32.1817,25.0554,5.68,247.48,0.052,156.79,99.41
53,52.53,7.9771,32.1987,25.0785,5.64,245.88,0.05,156.75,99.41
54,53.52,7.9592,32.2022,25.0838,5.62,245.01,0.049,156.72,90.31
55,54.51,7.9516,32.203,25.0855,5.61,244.22,0.049,156.77,99.48
56,55.5,7.8858,32.2171,25.106,5.63,245.16,0.049,156.7,99.39
57,56.49,7.8358,32.2316,25.1245,5.66,246.6,0.048,156.71,99.39
58,57.48,7.7758,32.2492,25.1469,5.7,248.26,0.047,156.69,99.39
59,58.47,7.7559,32.2569,25.1558,5.71,248.63,0.047,156.71,99.4
60,59.46,7.7298,32.266,25.1666,5.69,247.96,0.046,156.65,99.41
61,60.46,7.6868,32.2837,25.1866,5.66,246.48,0.046,156.62,99.47
62,61.45,7.6489,32.2978,25.2029,5.58,243.03,0.046,156.53,98.86
63,62.44,7.5594,32.3462,25.2534,5.41,235.82,0.045,156.6,97.75
64,63.43,7.5259,32.3744,25.2803,5.25,228.63,0.044,156.62,96.76
65,64.42,7.5176,32.3884,25.2925,5.12,223.08,0.044,156.57,95.74
66,65.41,7.5104,32.3988,25.3017,5.04,219.46,0.044,156.57,94.9
67,66.4,7.5074,32.4057,25.3075,4.96,215.87,0.044,156.54,93.92
68,67.39,7.4955,32.4274,25.3262,4.89,212.82,0.044,156.49,92.86
69,68.38,7.4832,32.4363,25.335,4.85,211.17,0.044,156.52,91.76
70,69.37,7.479,32.442,25.34,4.82,209.81,0.044,156.51,90.72
71,70.36,7.4683,32.4497,25.3475,4.82,209.89,0.044,156.46,89.84
72,71.36,7.4368,32.462,25.3616,4.84,210.95,0.044,156.47,88.89
73,72.35,7.4208,32.4715,25.3712,4.84,210.85,0.043,156.38,87.85
74,73.34,7.4087,32.4933,25.3901,4.81,209.41,0.042,156.34,86.86
75,74.33,7.393,32.5059,25.4021,4.81,209.41,0.043,156.37,85.76
76,75.32,7.343,32.5381,25.4344,4.82,209.76,0.044,156.37,84.74
77,76.31,7.3133,32.5538,25.4508,4.84,210.63,0.043,156.34,83.66
78,77.3,7.2947,32.5642,25.4616,4.86,211.83,0.043,156.34,82.84
79,78.29,7.2871,32.5682,25.4658,4.87,212.18,0.043,156.32,81.97
80,79.28,7.2843,32.5685,25.4664,4.89,212.9,0.043,156.35,80.9
81,80.27,7.2752,32.5715,25.47,4.9,213.36,0.042,156.29,79.84
82,81.26,7.265,32.5757,25.4747,4.92,214.08,0.042,156.3,78.73
83,82.26,7.257,32.5803,25.4794,4.93,214.73,0.042,156.29,77.73
84,83.25,7.2536,32.581,25.4805,4.94,215.12,0.042,156.26,76.82
85,84.24,7.2437,32.5867,25.4863,4.94,215.13,0.042,156.28,75.83
86,85.23,7.2322,32.5972,25.4961,4.92,214.07,0.043,156.24,74.78
87,86.22,7.2175,32.6133,25.5108,4.87,212.17,0.042,156.24,73.8
88,87.21,7.2035,32.6273,25.5237,4.83,210.3,0.042,156.26,72.81
89,88.2,7.175,32.6536,25.5483,4.76,207.16,0.042,156.24,71.93
90,89.19,7.1566,32.6764,25.5688,4.71,205.22,0.042,156.31,70.93
91,90.18,7.1509,32.6819,25.5739,4.65,202.3,0.042,156.24,69.92
92,91.17,7.1078,32.738,25.6239,4.58,199.45,0.042,156.23,68.87
93,92.16,7.0977,32.7543,25.638,4.51,196.2,0.042,156.21,67.75
94,93.15,7.0697,32.7862,25.6669,4.42,192.47,0.042,156.24,66.83
95,94.14,7.0289,32.8393,25.7142,4.34,189.09,0.042,156.26,65.97
96,95.14,7.0126,32.8586,25.7317,4.29,186.89,0.042,156.25,64.96
97,96.13,7.0004,32.874,25.7454,4.25,185.17,0.041,156.22,63.97
98,97.12,6.9737,32.9071,25.7751,4.2,183,0.041,156.25,62.9
99,98.11,6.9492,32.9366,25.8016,4.15,180.77,0.042,156.23,61.86
100,99.1,6.9385,32.9496,25.8133,4.12,179.28,0.042,156.2,60.94
101,100.09,6.9204,32.9702,25.8319,4.08,177.81,0.041,156.19,59.94
102,101.08,6.8965,32.9946,25.8543,4.03,175.4,0.041,156.15,58.89
103,102.07,6.8469,33.0473,25.9024,3.93,170.91,0.041,156.2,57.88
104,103.06,6.809,33.0857,25.9378,3.84,167.04,0.041,156.22,56.93
105,104.05,6.7826,33.1139,25.9635,3.78,164.74,0.041,156.24,55.96
106,105.04,6.7697,33.1286,25.9768,3.75,163.06,0.041,156.22,54.87
107,106.03,6.7659,33.1328,25.9806,3.71,161.7,0.042,156.18,53.9
108,107.02,6.7544,33.1444,25.9913,3.68,160.31,0.041,156.27,52.95
109,108.02,6.7342,33.1633,26.0088,3.65,158.72,0.04,156.19,51.85
110,109.01,6.7278,33.1697,26.0147,3.61,156.97,0.04,156.17,50.92
111,110,6.7197,33.1783,26.0226,3.58,155.7,0.041,156.21,50
112,110.99,6.6815,33.2241,26.0637,3.55,154.6,0.04,156.2,48.9
113,111.98,6.666,33.2371,26.0761,3.51,152.68,0.04,156.2,47.75
114,112.97,6.635,33.254,26.0934,3.47,150.97,0.04,156.24,46.86
115,113.96,6.6204,33.2718,26.1094,3.44,149.66,0.041,156.18,45.81
116,114.95,6.6229,33.2813,26.1166,3.41,148.44,0.041,156.18,44.82
117,115.94,6.6141,33.2926,26.1266,3.39,147.72,0.041,156.14,43.86
118,116.93,6.6099,33.298,26.1315,3.37,146.6,0.04,156.14,42.79
119,117.92,6.5828,33.3241,26.1555,3.31,144.2,0.04,156.16,41.82
120,118.91,6.5256,33.3758,26.2038,3.26,141.95,0.04,156.19,40.79
121,119.9,6.4914,33.4019,26.2288,3.22,140,0.04,156.18,39.71
122,120.89,6.4833,33.4079,26.2346,3.17,138,0.04,156.21,38.71
123,121.88,6.4605,33.4303,26.2552,3.14,136.79,0.04,156.21,37.82
124,122.88,6.4524,33.4373,26.2618,3.13,136.13,0.04,156.18,36.82
125,123.87,6.4466,33.4424,26.2666,3.11,135.46,0.04,156.23,35.8
126,124.86,6.4403,33.4475,26.2715,3.1,134.92,0.04,156.16,34.78
127,125.85,6.4319,33.4541,26.2778,3.08,134.22,0.04,156.14,33.64
128,126.84,6.4274,33.4569,26.2805,3.07,133.5,0.04,156.11,32.73
129,127.83,6.414,33.4679,26.291,3.04,132.46,0.04,156.16,31.75
130,128.82,6.3881,33.4824,26.3058,3.02,131.55,0.04,156.14,30.71
131,129.81,6.3766,33.4884,26.312,3,130.4,0.04,156.12,29.69
